Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-11-28,05:35,AUSTRALIA 1,Brisbane Roar,Melbourne Victory,2.45,2.65,3.5,1.93,1.93,1.7,2.05,H,D,A,U,U,O,N,Y,Y
2025-11-28,11:00,TURKEY 2,Amedspor,Erokspor,1.8,4.0,3.6,2.2,1.65,1.62,2.2,A,H,D,U,U,O,Y,Y,N
2025-11-28,13:00,UKRAINE 1,Obolon,Kolos Kovalivka,3.35,2.2,3.0,1.5,2.27,1.95,1.67,A,H,D,O,O,U,Y,N,Y
2025-11-28,14:00,BOSNIA 1,Sloga Doboj,Radnik Bijeljina,1.94,3.75,3.0,1.45,2.5,2.1,1.58,H,D,D,O,U,O,Y,N,N
2025-11-28,14:00,CROATIA 1,Vukovar 1991,Osijek,3.0,2.15,3.1,1.88,1.93,1.73,2.0,H,H,D,O,O,O,Y,N,Y
2025-11-28,14:00,POLAND 1,Piast Gliwice,Widzew Lodz,2.25,3.0,3.2,1.85,1.95,1.8,1.95,A,D,H,U,U,U,N,Y,Y
2025-11-28,14:00,AUSTRIA 2,Liefering,A. Klagenfurt,1.88,3.6,3.7,1.93,1.78,1.72,2.0,H,H,D,U,O,U,Y,N,N
2025-11-28,14:00,TURKEY 1,Kocaelispor,Genclerbirligi,1.86,4.0,3.4,1.67,2.15,1.91,1.8,D,A,H,O,U,O,N,Y,Y
2025-11-28,14:00,AUSTRIA 2,Amstetten,A. Lustenau,2.25,3.0,3.35,1.85,1.85,1.7,2.05,H,H,D,U,O,U,Y,N,N
2025-11-28,14:00,AUSTRIA 2,Hertha Wels,St. Polten,4.25,1.78,3.55,1.95,1.75,1.7,2.05,H,H,D,U,O,U,Y,N,N
2025-11-28,14:00,TURKEY 2,Pendikspor,Manisa FK,1.45,6.0,4.2,2.15,1.67,1.83,1.83,A,H,D,U,U,O,Y,Y,N
2025-11-28,14:00,AUSTRIA 2,Kapfenberg,Austria Vienna (Am),2.3,2.87,3.4,1.98,1.75,1.62,2.18,H,H,D,U,O,U,Y,N,N
2025-11-28,14:30,GERMANY 2,Hannover,Karlsruher SC,1.62,4.75,4.2,2.5,1.5,1.57,2.25,A,D,H,O,U,U,Y,Y,N
2025-11-28,14:30,GERMANY 2,Schalke,Paderborn,2.63,2.75,3.0,1.85,1.95,1.73,2.0,A,D,H,O,U,U,Y,Y,N
2025-11-28,15:00,SPAIN 3,Betis B,FC Cartagena SAD,2.85,2.38,2.95,1.53,2.3,1.89,1.72,H,A,D,U,O,O,Y,Y,Y
2025-11-28,15:00,DENMARK 1,Sonderjyske,Viborg,2.25,2.82,3.5,2.2,1.65,1.53,2.38,D,D,D,O,O,U,Y,N,Y
2025-11-28,15:00,DENMARK 2,Hillerod,Lyngby,3.3,2.05,3.4,1.95,1.85,1.67,2.1,H,D,A,U,O,U,N,Y,N
2025-11-28,15:00,DENMARK 2,B.93,Hobro,2.1,2.85,3.75,2.35,1.57,1.5,2.5,H,D,A,U,O,U,N,Y,N
2025-11-28,15:30,ROMANIA 1,FC Rapid Bucuresti,Csikszereda M. Ciuc,1.36,8.0,4.33,2.15,1.67,1.83,1.83,A,H,A,O,O,O,Y,Y,Y
2025-11-28,15:30,SWITZERLAND 2,Rapperswil-Jona,Bellinzona,2.1,3.3,3.35,1.85,1.85,1.7,2.02,H,D,H,O,O,O,N,N,Y
2025-11-28,15:30,SWITZERLAND 2,Stade Nyonnais,Vaduz,4.1,1.75,3.75,2.25,1.57,1.55,2.3,H,D,H,O,O,O,N,N,Y
2025-11-28,16:00,BOLIVIA 1,Real Oruro,Tomayapo,1.66,4.2,3.9,2.4,1.53,1.53,2.38,A,D,H,O,U,U,Y,N,Y
2025-11-28,16:00,BELGIUM 2,Eupen,Lommel SK,2.4,2.5,3.3,2.05,1.75,1.62,2.2,A,H,A,O,U,U,N,Y,N
2025-11-28,16:00,BELGIUM 2,Beerschot VA,RFC Liege,1.57,5.0,3.7,2.1,1.7,1.73,2.0,A,H,A,O,U,U,N,Y,N
2025-11-28,16:00,NETHERLANDS 1,Zwolle,Heerenveen,3.5,1.9,3.8,2.35,1.57,1.53,2.38,H,H,H,O,O,O,Y,N,N
2025-11-28,16:00,NETHERLANDS 2,Cambuur,Helmond,1.45,6.25,4.33,2.4,1.53,1.62,2.2,D,D,D,O,O,U,Y,N,Y
2025-11-28,16:00,NETHERLANDS 2,Den Bosch,Willem II,2.65,2.4,3.6,2.5,1.5,1.44,2.63,D,D,D,O,O,U,Y,N,Y
2025-11-28,16:00,NETHERLANDS 2,Venlo,Den Haag,6.5,1.41,4.5,2.7,1.44,1.62,2.2,D,D,D,O,O,U,Y,N,Y
2025-11-28,16:00,NETHERLANDS 2,FC Emmen,Jong AZ,1.86,3.6,3.75,2.6,1.48,1.44,2.63,D,D,D,O,O,U,Y,N,Y
2025-11-28,16:00,NETHERLANDS 2,Dordrecht,Jong Utrecht,1.79,3.6,4.0,2.5,1.5,1.5,2.5,D,D,D,O,O,U,Y,N,Y
2025-11-28,16:15,SWITZERLAND 2,Xamax,Aarau,2.75,2.35,3.45,2.18,1.6,1.5,2.4,H,D,H,O,O,O,N,N,Y
2025-11-28,16:30,POLAND 1,Radomiak Radom,Gornik Zabrze,2.88,2.25,3.3,1.9,1.9,1.7,2.05,A,D,H,U,U,U,N,Y,Y
2025-11-28,16:30,AUSTRIA 2,Floridsdorfer AC,Admira,2.65,2.62,3.1,0.0,0.0,0.0,0.0,H,H,D,U,O,U,Y,N,N
2025-11-28,16:30,ITALY 3,Triestina,Pro Patria,1.87,4.15,3.1,1.6,2.2,2.0,1.72,D,A,H,O,U,O,N,Y,Y
2025-11-28,16:30,ITALY 2,Cesena,Modena,2.82,2.57,2.95,1.53,2.4,2.0,1.75,H,H,H,O,O,U,Y,N,N
2025-11-28,16:30,GERMANY 1,B. Monchengladbach,RB Leipzig,3.1,2.1,3.9,2.75,1.44,1.4,2.75,H,D,D,U,O,O,N,N,Y
2025-11-28,16:30,SPAIN 2,Gijon,Andorra,1.96,3.7,3.3,1.7,2.1,1.83,1.83,H,D,H,O,U,O,N,Y,Y
2025-11-28,16:45,BELGIUM 1,KV Mechelen,St. Liege,2.15,3.1,3.3,1.95,1.85,1.7,2.05,A,D,H,O,U,O,Y,Y,N
2025-11-28,16:45,FRANCE 1,Metz,Rennes,3.6,1.95,3.6,2.1,1.73,1.62,2.2,H,A,A,U,U,O,Y,Y,Y
2025-11-28,16:45,ITALY 1,Como,Sassuolo,1.62,5.75,3.8,1.88,1.98,1.95,1.8,A,H,D,U,U,U,Y,Y,N
2025-11-28,16:45,WALES 1,Barry,Haverfordwest,1.83,3.9,3.35,1.95,1.75,1.67,2.07,D,A,A,U,U,U,N,Y,N
2025-11-28,16:45,WALES 1,TNS,Caernarfon,1.23,10.75,5.1,2.92,1.35,1.7,2.05,D,A,A,U,U,U,N,Y,N
2025-11-28,17:00,ENGLAND 2,Oxford Utd,Ipswich,5.5,1.51,3.9,1.93,1.93,1.91,1.8,A,D,A,O,U,U,Y,N,N
2025-11-28,17:00,SPAIN 1,Getafe,Elche,2.2,3.7,3.0,1.4,3.0,2.25,1.57,D,H,H,O,U,U,Y,N,Y
2025-11-28,17:15,SPAIN 3,CE Europa,Sabadell,2.38,2.88,2.95,1.5,2.35,1.93,1.68,H,A,D,U,O,O,Y,Y,Y
2025-11-28,17:15,PORTUGAL 1,Vitoria Guimaraes,AFS,1.57,5.5,3.8,1.73,2.08,2.05,1.7,D,D,A,O,O,O,N,N,N
2025-11-28,18:30,CHILE 1,Cobresal,Colo Colo,2.95,2.15,3.4,2.08,1.73,1.62,2.2,A,H,H,U,O,O,N,Y,N
2025-11-28,19:00,BRAZIL 1,Juventude,Bahia,3.75,2.05,3.2,1.75,2.05,1.8,1.95,H,H,H,O,O,U,Y,Y,N
2025-11-28,19:30,BRAZIL 1,Vasco,Internacional,2.15,3.4,3.25,1.8,2.0,1.75,2.0,H,H,H,O,O,U,Y,Y,N
2025-11-28,21:00,BOLIVIA 1,Academia del Balompie,Always Ready,4.5,1.56,4.2,2.5,1.5,1.53,2.38,A,D,H,O,U,U,Y,N,Y
2025-11-28,21:00,ECUADOR 1,LDU Quito,Ind. del Valle,2.05,3.4,3.25,1.9,1.9,1.73,2.0,H,D,H,O,U,O,N,Y,Y
2025-11-28,21:30,BRAZIL 1,Santos,Sport Recife,1.33,9.0,4.75,2.3,1.6,1.91,1.91,H,H,H,O,O,U,Y,Y,N
