Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-01-22,05:30:00,AUSTRALIA - A-LEAGUE,Adelaide United,Auckland FC,2.04,3.95,4.1,3.8,2.58,1.61,1.54,2.7,A,A,D,U,U,U,Y,Y,N
2025-01-22,11:00:00,EGYPT - PREMIER LEAGUE,Future FC,Al Ahly,8.6,1.47,1.52,4.4,1.76,2.14,2.2,1.62,H,D,H,U,U,U,Y,N,N
2025-01-22,12:00:00,ITALY - SERIE D,Brindisi,Fidelis Andria,2.6,1.33,2.4,3.4,1.23,1.01,1.01,1.01,H,D,D,O,O,U,Y,Y,Y
2025-01-22,12:30:00,EUROPE - EUROPA LEAGUE,Besiktas,Ath Bilbao,4.6,1.86,1.87,4.0,2.2,1.81,1.76,2.28,D,H,A,O,U,U,N,Y,Y
2025-01-22,14:00:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Al Ittihad,1.66,6.2,7.2,3.5,1.63,2.28,2.08,1.68,H,D,H,U,U,U,Y,N,N
2025-01-22,14:00:00,EGYPT - PREMIER LEAGUE,ZED,Pyramids,4.0,2.18,2.32,2.94,1.51,2.68,2.08,1.66,H,D,H,U,U,U,Y,N,N
2025-01-22,14:45:00,EUROPE - CHAMPIONS LEAGUE,Shakhtar Donetsk,Brest,2.92,2.7,2.72,3.4,1.92,2.06,1.8,2.18,H,H,D,U,U,O,N,N,N
2025-01-22,14:45:00,EUROPE - CHAMPIONS LEAGUE,RB Leipzig,Sporting CP,3.1,2.36,2.4,3.85,2.52,1.63,1.57,2.68,H,H,D,U,U,O,N,N,N
2025-01-22,16:45:00,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Bristol City,2.6,3.1,3.2,3.35,1.78,2.16,1.84,2.06,H,D,H,O,U,U,N,N,Y
2025-01-22,16:45:00,ENGLAND - CHAMPIONSHIP,Leeds,Norwich,1.39,9.6,9.8,5.3,2.22,1.75,2.08,1.87,H,D,H,O,U,U,N,N,Y
2025-01-22,16:45:00,ENGLAND - CHAMPIONSHIP,Portsmouth,Stoke,2.58,3.05,3.1,3.4,1.88,2.1,1.8,2.14,H,D,H,O,U,U,N,N,Y
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,Arsenal,D. Zagreb,1.13,34.0,36.0,11.5,3.3,1.41,2.56,1.59,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,Slavia Prague,Inter,10.0,1.39,1.4,5.3,2.34,1.71,2.06,1.9,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,Feyenoord,Bayern Munich,9.0,1.37,1.38,5.9,3.3,1.41,1.68,2.38,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,Celtic,Young Boys,1.34,10.5,11.0,6.2,3.2,1.42,1.77,2.24,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,Real Madrid,Salzburg,1.08,38.0,42.0,18.0,4.8,1.25,2.34,1.71,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,PSG,Manchester City,2.54,2.82,2.84,3.9,2.64,1.59,1.53,2.8,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,EUROPE - CHAMPIONS LEAGUE,AC Milan,Girona,1.52,7.4,7.6,4.7,2.34,1.73,1.89,2.08,H,H,D,U,U,O,N,N,N
2025-01-22,17:00:00,ENGLAND - CHAMPIONSHIP,Plymouth,Burnley,6.2,1.69,1.7,3.95,1.76,2.2,2.18,1.79,H,D,H,O,U,U,N,N,Y
