League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
AUSTRALIA - A-LEAGUE,02/04/2024,05:00,Central Coast Mariners,Melbourne City,2.2,3.8,3.0,1.6,2.3,1.53,2.38,A,H,A,U,U,O,Y,N,Y
SOUTH KOREA - K LEAGUE 1,02/04/2024,07:30,Pohang,Suwon FC,1.67,4.0,4.0,1.88,1.98,1.8,1.91,A,A,A,O,O,O,N,Y,Y
SOUTH KOREA - K LEAGUE 1,02/04/2024,07:30,Daejeon,Ulsan HD,4.0,3.6,1.75,2.0,1.85,1.83,1.83,A,A,A,O,O,O,N,Y,Y
TURKEY - 1. LIG,02/04/2024,08:00,Sanliurfaspor,Sakaryaspor,2.55,3.25,2.55,2.05,1.75,1.83,1.83,D,H,D,O,O,U,N,Y,N
TURKEY - 1. LIG,02/04/2024,08:00,Keciorengucu,Corum,2.7,3.2,2.4,2.1,1.7,1.83,1.83,D,H,D,O,O,U,N,Y,N
TURKEY - 1. LIG,02/04/2024,11:00,Boluspor,Genclerbirligi,2.3,3.25,2.8,2.2,1.65,1.91,1.8,D,H,D,O,O,U,N,Y,N
BULGARIA - PARVA LIGA,02/04/2024,11:00,Etar,Arda,4.75,3.5,1.8,2.25,1.62,2.1,1.67,D,A,D,U,U,U,N,Y,N
TURKEY - SUPER LIG,02/04/2024,11:00,Istanbulspor AS,Rizespor,4.0,3.6,1.85,1.7,2.1,1.67,2.1,H,A,D,O,O,O,N,N,Y
SERBIA - SUPER LIGA,02/04/2024,11:30,Novi Pazar,TSC,3.3,3.2,2.15,1.98,1.78,1.75,1.98,H,H,H,O,O,O,N,N,Y
POLAND - DIVISION 1,02/04/2024,13:00,Wisla Plock,S. Rzeszow,1.75,3.6,4.0,1.67,2.15,1.62,2.2,D,H,H,U,U,O,Y,N,Y
SERBIA - PRVA LIGA,02/04/2024,13:00,Metalac,Radnicki Beograd,1.78,3.05,4.6,2.35,1.47,2.17,1.66,A,A,H,O,U,U,N,Y,Y
SERBIA - PRVA LIGA,02/04/2024,13:00,Sloboda,Dubocica,2.22,2.8,3.3,2.88,1.34,2.32,1.58,A,A,H,O,U,U,N,Y,Y
SERBIA - SUPER LIGA,02/04/2024,13:30,Vojvodina,Cukaricki,2.07,3.2,3.5,2.05,1.72,1.8,1.9,H,H,H,O,O,O,N,N,Y
DENMARK - 1ST DIVISION,02/04/2024,13:30,Fredericia,Vendsyssel,2.7,3.6,2.5,1.73,2.08,1.57,2.25,A,H,H,O,U,O,N,Y,Y
BULGARIA - PARVA LIGA,02/04/2024,13:30,Slavia Sofia,Pirin Blagoevgrad,1.5,4.0,8.5,2.1,1.7,2.38,1.53,D,A,D,U,U,U,N,Y,N
NETHERLANDS - EREDIVISIE,02/04/2024,13:45,Vitesse,Sparta Rotterdam,2.7,3.6,2.5,1.8,2.0,1.67,2.1,D,D,A,U,U,U,Y,N,N
DENMARK - SUPERLIGA,02/04/2024,14:00,Odense,Vejle,1.91,3.4,4.33,2.08,1.73,1.95,1.8,A,A,H,U,O,O,N,N,Y
NORWAY - ELITESERIEN,02/04/2024,14:00,KFUM Oslo,HamKam,2.25,3.4,3.25,1.9,1.95,1.67,2.1,A,H,H,U,O,U,Y,N,Y
SWEDEN - SUPERETTAN,02/04/2024,14:00,Oster,Degerfors,1.85,3.75,3.5,1.7,2.1,1.62,2.2,A,D,D,U,O,U,N,N,N
POLAND - EKSTRAKLASA,02/04/2024,14:00,Warta Poznan,Zaglebie,2.9,3.0,2.63,2.4,1.53,2.0,1.75,H,D,D,O,O,U,Y,Y,Y
SERBIA - SUPER LIGA,02/04/2024,14:00,Zeleznicar Pancevo,Radnik,1.62,3.55,5.6,2.0,1.75,1.95,1.75,H,H,H,O,O,O,N,N,Y
SOUTH AFRICA - PREMIER LEAGUE,02/04/2024,14:30,Sekhukhune,Cape Town City,2.62,2.82,2.92,2.67,1.42,2.15,1.62,D,A,H,U,O,O,N,N,Y
SOUTH AFRICA - PREMIER LEAGUE,02/04/2024,14:30,Mamelodi Sundowns,Richards Bay,1.3,4.8,9.75,1.82,1.91,2.35,1.53,D,A,H,U,O,O,N,N,Y
SOUTH AFRICA - PREMIER LEAGUE,02/04/2024,14:30,Kaizer Chiefs,Stellenbosch,2.1,3.0,3.65,2.32,1.55,2.0,1.72,D,A,H,U,O,O,N,N,Y
SOUTH AFRICA - PREMIER LEAGUE,02/04/2024,14:30,AmaZulu,Polokwane,2.22,2.82,3.65,2.65,1.42,2.18,1.62,D,A,H,U,O,O,N,N,Y
TURKEY - SUPER LIG,02/04/2024,14:30,Gaziantep,Alanyaspor,2.25,3.3,3.25,2.03,1.83,1.8,1.91,H,A,D,O,O,O,N,N,Y
TURKEY - SUPER LIG,02/04/2024,14:30,Galatasaray,Hatayspor,1.14,9.0,17.0,1.4,2.88,2.2,1.62,H,A,D,O,O,O,N,N,Y
TURKEY - SUPER LIG,02/04/2024,14:30,Antalyaspor,Ankaragucu,2.05,3.4,3.75,2.15,1.67,1.91,1.8,H,A,D,O,O,O,N,N,Y
TURKEY - 1. LIG,02/04/2024,14:30,Manisa FK,Bodrumspor,2.3,3.2,2.7,2.15,1.67,1.83,1.83,D,H,D,O,O,U,N,Y,N
NETHERLANDS - EREDIVISIE,02/04/2024,15:00,Excelsior,PSV,12.0,8.5,1.18,1.22,4.2,1.7,2.05,D,D,A,U,U,U,Y,N,N
SWITZERLAND - CHALLENGE LEAGUE,02/04/2024,15:15,Sion,Xamax,1.65,3.65,4.9,1.85,1.88,1.82,1.9,H,A,A,U,U,O,Y,N,N
POLAND - DIVISION 1,02/04/2024,15:30,Lechia Gdansk,Odra Opole,1.45,4.0,5.75,2.0,1.85,2.1,1.67,D,H,H,U,U,O,Y,N,Y
SWITZERLAND - SUPER LEAGUE,02/04/2024,15:30,Lugano,Basel,1.95,3.6,3.75,1.75,2.05,1.62,2.2,D,D,H,O,O,U,N,N,Y
ENGLAND - PREMIER LEAGUE,02/04/2024,15:30,Newcastle,Everton,1.91,3.8,3.75,1.57,2.38,1.53,2.38,D,H,H,U,U,O,N,N,Y
ENGLAND - PREMIER LEAGUE,02/04/2024,15:30,Nottingham,Fulham,2.6,3.4,2.7,1.8,2.0,1.62,2.2,D,H,H,U,U,O,N,N,Y
ENGLAND - LEAGUE TWO,02/04/2024,15:45,Doncaster,Wrexham,3.6,3.75,2.0,1.88,1.98,1.67,2.1,H,H,H,O,O,U,N,N,Y
NORTHERN IRELAND - NIFL PREMIERSHIP,02/04/2024,15:45,Carrick Rangers,Linfield,6.2,4.5,1.44,1.65,2.15,1.85,1.85,A,D,A,O,U,U,Y,N,Y
NORTHERN IRELAND - NIFL CHAMPIONSHIP,02/04/2024,15:45,Bangor FC,Portadown,2.37,3.65,2.55,1.53,2.2,1.47,2.32,A,H,H,U,U,O,N,N,N
NORTHERN IRELAND - NIFL CHAMPIONSHIP,02/04/2024,15:45,Institute,H&W Welders,2.05,3.75,2.95,1.5,2.27,1.45,2.37,A,H,H,U,U,O,N,N,N
NORTHERN IRELAND - NIFL PREMIERSHIP,02/04/2024,15:45,Cliftonville,Larne,3.05,3.3,2.22,2.05,1.72,1.83,1.87,A,D,A,O,U,U,Y,N,Y
ENGLAND - PREMIER LEAGUE,02/04/2024,15:45,Burnley,Wolves,2.5,3.6,2.7,1.89,2.01,1.7,2.05,D,H,H,U,U,O,N,N,Y
ENGLAND - PREMIER LEAGUE,02/04/2024,15:45,Bournemouth,Crystal Palace,1.95,3.75,3.6,1.8,2.0,1.7,2.05,D,H,H,U,U,O,N,N,Y
SCOTLAND - CHAMPIONSHIP,02/04/2024,15:45,Arbroath,Airdrieonians,4.0,3.75,1.75,1.95,1.9,1.83,1.83,H,A,H,U,U,U,N,N,N
