Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-14,05:35:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Wellington Phoenix,1.51,7.4,7.6,4.8,2.46,1.67,1.84,2.12,D,H,A,U,O,O,N,N,N
2025-02-14,07:00:00,JAPAN - J1 LEAGUE,Gamba Osaka,Cerezo Osaka,2.12,3.8,4.1,3.4,1.78,2.14,1.89,2.0,H,A,A,O,U,U,N,N,Y
2025-02-14,09:00:00,SERBIA - PRVA LIGA,Mladost GAT,Vrsac,2.04,4.1,5.4,2.8,1.36,3.0,2.22,1.48,A,A,A,U,O,O,N,Y,N
2025-02-14,11:00:00,CROATIA - PRVA NL,Sesvete,Dubrava,1.49,2.14,8.4,2.06,1.08,1.01,1.02,1.02,D,H,H,U,U,O,Y,Y,N
2025-02-14,12:00:00,ROMANIA - LIGA 1,Sepsi Sf. Gheorghe,FC Hermannstadt,1.97,4.7,5.5,3.1,1.7,2.18,1.98,1.87,H,D,A,O,U,O,Y,Y,Y
2025-02-14,12:30:00,BULGARIA - PARVA LIGA,Botev Vratsa,CSKA 1948 Sofia,2.58,3.05,3.35,3.15,1.6,2.36,1.94,1.87,D,D,H,O,O,U,Y,N,Y
2025-02-14,14:00:00,CROATIA - HNL,Sibenik,Lok. Zagreb,3.8,2.12,2.32,3.15,1.73,2.12,1.84,1.98,H,H,A,U,O,U,Y,Y,N
2025-02-14,14:00:00,POLAND - EKSTRAKLASA,Cracovia,Korona Kielce,1.97,4.4,4.8,3.45,1.76,2.2,1.94,1.96,A,H,H,U,U,O,Y,Y,Y
2025-02-14,14:00:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Sloboda Tuzla,FK Igman Konjic,1.79,1.51,3.0,2.06,1.23,1.03,1.96,1.05,H,H,H,U,O,U,N,Y,Y
2025-02-14,14:00:00,POLAND - DIVISION 1,Odra Opole,Termalica B-B.,8.0,1.48,1.51,4.2,1.71,2.22,2.2,1.58,D,A,A,U,O,U,Y,N,N
