League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
UKRAINE - PREMIER LEAGUE,08/04/2024,07:00,Minaj,Zhytomyr,4.35,3.2,1.83,2.15,1.55,1.98,1.65,H,D,A,O,U,U,N,N,N
UKRAINE - PREMIER LEAGUE,08/04/2024,09:30,Dyn. Kyiv,LNZ Cherkasy,1.29,5.0,8.75,1.6,2.05,2.05,1.62,H,D,A,O,U,U,N,N,N
SERBIA - SUPER LIGA,08/04/2024,11:00,IMT Novi Beograd,Napredak,2.15,3.2,3.3,2.07,1.7,1.82,1.9,H,H,D,U,U,O,N,N,N
SERBIA - PRVA LIGA,08/04/2024,11:00,Radnicki S. Mitrovica,FK Indjija,2.02,3.0,3.55,2.2,1.52,2.1,1.7,A,A,D,U,U,U,N,Y,N
BULGARIA - PARVA LIGA,08/04/2024,11:00,Botev Vratsa,Krumovgrad,3.1,3.2,2.45,2.35,1.57,2.0,1.73,H,A,D,O,O,U,N,N,Y
SERBIA - PRVA LIGA,08/04/2024,11:00,Tekstilac Odzaci,Mladost GAT,2.3,3.05,2.87,2.32,1.47,2.17,1.66,A,A,D,U,U,U,N,Y,N
TURKEY - 1. LIG,08/04/2024,11:00,Giresunspor,Tuzlaspor,10.0,4.75,1.33,1.95,1.85,2.38,1.53,H,D,H,U,U,U,N,Y,Y
ROMANIA - LIGA 1,08/04/2024,11:30,Poli Iasi,U Craiova 1948,2.25,3.2,3.0,2.05,1.75,1.8,1.91,D,H,D,O,O,O,Y,Y,Y
UKRAINE - PREMIER LEAGUE,08/04/2024,12:00,Kryvbas,Vorskla Poltava,2.18,3.0,3.35,2.1,1.57,1.83,1.78,H,D,A,O,U,U,N,N,N
CYPRUS - CYTA CHAMPIONSHIP,08/04/2024,13:00,Zakakiou,AEL Limassol,4.8,3.95,1.6,1.57,2.1,1.62,2.02,A,H,H,O,U,U,Y,N,N
SERBIA - PRVA LIGA,08/04/2024,13:00,Dubocica,Metalac,1.95,3.05,3.7,2.57,1.42,2.21,1.63,A,A,D,U,U,U,N,Y,N
POLAND - DIVISION 1,08/04/2024,13:00,Polonia Warszawa,R. Rzeszow,2.0,3.5,3.5,1.8,2.0,1.67,2.1,H,A,D,U,O,U,N,N,N
BULGARIA - PARVA LIGA,08/04/2024,13:30,Lok. Plovdiv,Cherno More,3.2,3.1,2.38,2.3,1.6,1.91,1.8,H,A,D,O,O,U,N,N,Y
SERBIA - SUPER LIGA,08/04/2024,13:30,Javor,Mladost,2.12,3.1,3.45,2.2,1.62,1.9,1.8,H,H,D,U,U,O,N,N,N
SWEDEN - ALLSVENSKAN,08/04/2024,14:00,Kalmar,Sirius,2.38,3.4,3.0,1.8,2.0,1.62,2.2,D,D,H,U,O,U,N,N,N
SWEDEN - SUPERETTAN,08/04/2024,14:00,Oddevold,Orgryte,2.2,3.4,3.1,1.85,2.0,1.67,2.1,H,D,D,U,U,U,Y,N,N
SWEDEN - ALLSVENSKAN,08/04/2024,14:00,Varnamo,GAIS,2.2,3.5,3.25,1.8,2.0,1.62,2.2,D,D,H,U,O,U,N,N,N
