Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-01,00:05:00,MEXICO - LIGA MX,Club Tijuana,Cruz Azul,3.4,2.28,2.3,3.7,2.08,1.9,1.75,2.2,D,D,H,U,U,U,Y,Y,N
2025-02-01,01:00:00,AUSTRALIA - A-LEAGUE,Auckland FC,Macarthur FC,1.75,5.2,5.4,4.0,2.32,1.73,1.72,2.3,A,H,H,O,U,O,Y,Y,Y
2025-02-01,03:00:00,AUSTRALIA - A-LEAGUE,Sydney FC,Adelaide United,2.46,2.82,2.88,4.1,3.45,1.39,1.42,3.25,A,H,H,O,U,O,Y,Y,Y
2025-02-01,05:35:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Newcastle Jets,2.18,3.55,3.65,3.75,2.3,1.73,1.64,2.46,A,H,H,O,U,O,Y,Y,Y
2025-02-01,07:30:00,TURKEY - 1. LIG,Erzurumspor,Kocaelispor,2.58,3.15,3.55,2.94,1.57,2.46,2.0,1.87,H,A,D,O,O,O,N,Y,Y
2025-02-01,07:30:00,TURKEY - SUPER LIG,Hatayspor,Antalyaspor,2.26,3.45,3.55,3.6,2.08,1.84,1.7,2.3,A,H,H,O,U,U,N,N,Y
2025-02-01,07:45:00,AUSTRALIA - A-LEAGUE,Perth Glory,Melbourne Victory,7.2,1.45,1.48,5.2,2.96,1.47,1.65,2.38,A,H,H,O,U,O,Y,Y,Y
2025-02-01,08:00:00,PORTUGAL - LIGA PORTUGAL 2,Feirense,Felgueiras,2.9,2.8,3.05,2.98,1.64,2.34,1.79,1.92,D,H,D,O,O,U,Y,Y,Y
2025-02-01,09:00:00,GERMANY - 2. BUNDESLIGA,Regensburg,Hertha Berlin,4.6,1.85,1.9,3.85,2.2,1.76,1.71,2.26,D,A,A,O,U,U,Y,N,N
2025-02-01,09:00:00,GERMANY - 2. BUNDESLIGA,Braunschweig,FC Koln,5.1,1.78,1.82,3.9,1.94,1.99,1.91,2.0,D,A,A,O,U,U,Y,N,N
2025-02-01,09:00:00,GERMANY - 2. BUNDESLIGA,Dusseldorf,Ulm,1.77,5.1,5.4,4.0,2.18,1.78,1.77,2.16,D,A,A,O,U,U,Y,N,N
2025-02-01,09:15:00,WALES - CYMRU PREMIER,Penybont,Haverfordwest,2.12,3.6,4.2,3.15,1.57,2.42,2.08,1.75,H,H,H,U,O,O,N,Y,Y
2025-02-01,09:30:00,ENGLAND - CHAMPIONSHIP,Oxford Utd,Bristol City,3.4,2.44,2.46,3.3,1.71,2.3,1.93,2.0,H,A,D,O,O,U,Y,Y,Y
2025-02-01,09:30:00,ENGLAND - LEAGUE TWO,Cheltenham,Chesterfield,3.2,2.42,2.48,3.35,1.9,1.96,1.78,2.1,D,A,D,O,O,U,Y,N,Y
2025-02-01,09:30:00,ENGLAND - LEAGUE TWO,Gillingham,Notts Co,3.45,2.2,2.24,3.65,1.85,2.04,1.8,2.08,D,A,D,O,O,U,Y,N,Y
2025-02-01,09:30:00,ENGLAND - LEAGUE ONE,Barnsley,Burton,1.71,5.4,5.7,4.2,2.2,1.74,1.72,2.06,A,D,H,O,U,O,Y,Y,N
2025-02-01,09:30:00,ENGLAND - LEAGUE ONE,Stevenage,Exeter,1.65,6.4,7.0,3.9,1.72,2.2,2.2,1.79,A,D,H,O,U,O,Y,Y,N
2025-02-01,09:30:00,ENGLAND - CHAMPIONSHIP,Plymouth,West Brom,5.4,1.75,1.76,4.0,2.04,1.93,1.89,2.06,H,A,D,O,O,U,Y,Y,Y
2025-02-01,09:30:00,ENGLAND - PREMIER LEAGUE,Nottingham,Brighton,2.62,2.96,3.0,3.45,1.94,2.04,1.84,2.14,H,H,A,U,U,U,Y,N,N
2025-02-01,09:30:00,ROMANIA - LIGA 1,FC Botosani,Sepsi Sf. Gheorghe,2.96,2.66,2.84,3.2,1.66,2.24,1.83,1.92,H,H,D,U,O,U,Y,Y,Y
2025-02-01,09:30:00,ENGLAND - CHAMPIONSHIP,Watford,Norwich,2.76,2.84,2.86,3.45,2.0,1.95,1.74,2.26,H,A,D,O,O,U,Y,Y,Y
2025-02-01,10:00:00,SERBIA - SUPER LIGA,Cukaricki,Mladost,1.4,7.4,11.0,4.5,1.94,1.87,2.1,1.72,D,A,D,U,U,O,N,N,N
2025-02-01,10:00:00,GERMANY - 3. LIGA,Ingolstadt,Saarbrucken,2.72,2.84,2.92,3.2,2.12,1.77,1.61,2.42,H,H,H,O,O,U,Y,Y,Y
2025-02-01,10:00:00,GERMANY - 3. LIGA,SG Dynamo Dresden,Aue,1.63,5.1,6.6,4.3,2.4,1.63,1.69,2.26,H,H,H,O,O,U,Y,Y,Y
2025-02-01,10:00:00,GERMANY - 3. LIGA,Mannheim,Verl,2.78,2.64,2.8,3.4,1.97,1.91,1.66,2.28,H,H,H,O,O,U,Y,Y,Y
2025-02-01,10:00:00,SPAIN - LALIGA2,Mirandes,Elche,3.25,2.68,2.8,2.94,1.47,2.94,2.26,1.71,A,D,A,O,O,O,Y,N,N
2025-02-01,10:00:00,GERMANY - 3. LIGA,Dortmund II,Hansa Rostock,3.15,2.32,2.56,3.4,2.16,1.76,1.62,2.44,H,H,H,O,O,U,Y,Y,Y
2025-02-01,10:00:00,FRANCE - LIGUE 2,Troyes,Caen,2.02,4.2,4.7,3.1,1.86,2.06,1.78,1.92,A,H,H,U,U,U,N,Y,Y
2025-02-01,10:00:00,GERMANY - 3. LIGA,Wehen,Stuttgart II,1.99,3.7,4.1,3.7,2.08,1.79,1.68,2.16,H,H,H,O,O,U,Y,Y,Y
2025-02-01,10:00:00,ISRAEL - LIGAT HA'AL,Maccabi Bnei Raina,H. Beer Sheva,4.7,1.67,1.9,2.94,1.86,1.86,1.05,1.05,D,H,A,U,O,U,N,Y,Y
