League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA MX,10/05/2024,00:10,U.A.N.L.- Tigres,Monterrey,2.1,3.25,3.3,1.62,2.25,1.53,2.38,D,H,D,O,U,U,Y,N,Y
AUSTRALIA - A-LEAGUE,10/05/2024,06:45,Sydney FC,Central Coast Mariners,2.05,3.8,3.3,1.73,2.1,1.62,2.2,H,H,H,O,U,U,Y,Y,Y
CHINA - SUPER LEAGUE,10/05/2024,08:00,Qingdao Hainiu,Nantong Zhiyun,2.38,3.1,3.2,2.05,1.75,1.75,2.0,H,H,H,O,O,O,Y,N,N
TURKEY - 1. LIG,10/05/2024,08:00,Keciorengucu,Altay,1.18,7.0,13.0,1.4,2.88,2.0,1.73,H,A,D,O,O,O,N,N,N
CHINA - SUPER LEAGUE,10/05/2024,08:35,Chengdu Rongcheng,Henan Songshan Longmen,1.36,4.5,9.0,1.7,2.1,2.0,1.75,H,H,H,O,O,O,Y,N,N
CHINA - SUPER LEAGUE,10/05/2024,09:00,Shanghai Port,Changchun Yatai,1.14,9.0,13.0,1.33,3.4,2.0,1.75,H,H,H,O,O,O,Y,N,N
ARMENIA - PREMIER LEAGUE,10/05/2024,09:00,Alashkert,Shirak Gyumri,1.6,3.55,5.0,1.93,1.7,1.97,1.79,H,H,H,U,U,U,N,Y,N
EGYPT - PREMIER LEAGUE,10/05/2024,10:00,Ceramica Cleopatra,El Gaish,1.88,2.95,4.55,2.22,1.52,1.93,1.7,H,A,H,O,U,U,Y,Y,N
BULGARIA - PARVA LIGA,10/05/2024,10:45,CSKA 1948 Sofia,Slavia Sofia,2.4,3.0,3.2,2.35,1.57,1.91,1.8,D,D,H,U,O,U,N,Y,N
TURKEY - 1. LIG,10/05/2024,11:00,Giresunspor,Umraniyespor,10.0,6.0,1.22,1.5,2.5,2.0,1.73,H,A,D,O,O,O,N,N,N
CYPRUS - CYTA CHAMPIONSHIP,10/05/2024,11:00,Doxa,Achnas,4.34,3.94,1.68,1.5,2.35,1.53,2.42,A,D,H,O,O,O,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,10/05/2024,12:00,Abha,Damac,2.3,3.6,2.45,1.53,2.38,1.5,2.5,A,A,A,O,O,U,Y,Y,Y
