Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-07-09,12:30,FINLAND 2,Ekenas,SalPa,1.3,9.0,4.85,2.28,1.55,1.91,1.7,D,H,H,U,U,O,Y,N,Y
2025-07-09,12:30,FINLAND 2,KaPa,PK-35,4.1,1.7,3.95,2.75,1.38,1.42,2.47,D,H,H,U,U,O,Y,N,Y
2025-07-09,12:30,FINLAND 2,TPS,Klubi 04,1.6,4.15,4.5,3.4,1.26,1.34,2.75,D,H,H,U,U,O,Y,N,Y
2025-07-09,13:00,EUROPA CHAMPIONS LEAGUE,Zalgiris (Ltu),Hamrun (Mlt),1.83,4.33,3.4,1.52,2.48,2.25,1.57,H,H,D,U,U,O,Y,Y,N
2025-07-09,14:30,EUROPA CHAMPIONS LEAGUE,FCSB (Rou),Inter Escaldes (And),1.04,41.0,13.0,4.3,1.2,3.4,1.3,H,H,D,U,U,O,Y,Y,N
2025-07-09,14:30,EUROPA CHAMPIONS LEAGUE,Ludogorets (Bul),Din. Minsk (Blr),1.33,9.5,4.5,2.12,1.68,2.1,1.67,H,H,D,U,U,O,Y,Y,N
2025-07-09,15:45,EUROPA CHAMPIONS LEAGUE,Shelbourne (Irl),Linfield (Nir),2.1,3.4,3.2,1.61,2.25,2.0,1.73,H,H,D,U,U,O,Y,Y,N
2025-07-09,16:00,WORLD - FIFA CLUB WORLD CUP,PSG,Real Madrid,2.3,2.9,3.6,2.33,1.57,1.5,2.5,,,,,,,,,
2025-07-09,20:30,USA 1,New England Revolution,Inter Miami,2.9,2.2,3.7,2.55,1.49,1.44,2.63,D,A,H,U,O,U,N,Y,N
2025-07-09,23:30,USA 1,Los Angeles FC,Colorado Rapids,1.44,6.0,5.0,2.65,1.47,1.62,2.2,D,A,H,U,O,U,N,Y,N
