Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-07-03,12:30,FINLAND 2,KaPa,TPS,5.7,1.39,5.1,3.7,1.22,1.37,2.65,A,A,D,O,U,O,N,Y,N
2025-07-03,12:30,FINLAND 2,Lahti,JIPPO,1.72,4.6,3.45,1.68,2.02,1.93,1.7,A,A,D,O,U,O,N,Y,N
2025-07-03,15:00,ICELAND 2,Thor Akureyri,Throttur,1.88,3.25,3.95,2.55,1.43,1.42,2.45,A,D,A,U,O,O,Y,Y,N
2025-07-03,16:15,ICELAND 2,Grindavik,Njardvik,4.0,1.65,4.3,3.1,1.36,1.42,2.47,A,D,A,U,O,O,Y,Y,N
2025-07-03,16:15,ICELAND 2,Keflavik,Selfoss,1.32,7.1,5.2,2.5,1.45,1.7,1.93,A,D,A,U,O,O,Y,Y,N
2025-07-03,16:15,ICELAND 1,Afturelding,Breidablik,3.95,1.75,3.95,2.29,1.53,1.55,2.3,A,A,D,O,O,O,Y,Y,Y
2025-07-03,19:45,ARGENTINA COPA,Instituto,Huracan,3.2,2.65,2.77,1.4,2.85,2.15,1.65,H,A,A,O,O,U,N,Y,Y
2025-07-03,20:00,USA 2,Loudoun,Orange County SC,1.75,3.7,3.85,2.17,1.6,1.57,2.25,A,H,H,U,O,O,N,N,N
2025-07-03,20:30,USA 1,New York City,Toronto FC,1.62,5.0,4.1,2.0,1.8,1.75,2.0,H,A,H,O,O,U,N,N,Y
2025-07-03,21:35,BRAZIL 2,Atletico GO,CRB,1.73,4.5,3.5,1.7,2.05,2.1,1.67,A,H,A,O,U,U,Y,Y,Y
