League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA MX,21/04/2024,00:10,U.N.A.M.- Pumas,Club America,3.75,3.6,2.0,1.67,2.15,1.62,2.2,H,H,D,U,O,U,N,Y,N
SOUTH KOREA - K LEAGUE 1,21/04/2024,02:00,Gangwon,Incheon,2.45,3.1,2.8,2.5,1.5,2.1,1.67,D,D,H,O,U,O,N,N,Y
JAPAN - J2 LEAGUE,21/04/2024,02:00,V-Varen Nagasaki,Yokohama FC,2.75,3.1,2.7,2.15,1.67,1.83,1.83,A,H,D,U,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,21/04/2024,02:00,Oita Trinita,Iwaki,3.2,3.25,2.3,2.08,1.73,1.8,1.91,A,H,D,U,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,21/04/2024,02:00,Kagoshima Utd,Tochigi SC,1.91,3.3,4.33,2.05,1.75,1.83,1.83,A,H,D,U,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,21/04/2024,02:00,Renofa Yamaguchi,Mito,2.63,3.1,2.8,2.5,1.5,2.1,1.67,A,H,D,U,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,21/04/2024,02:00,Chiba,Blaublitz,2.0,3.25,4.0,2.3,1.6,2.0,1.73,A,H,D,U,O,U,Y,Y,Y
SOUTH KOREA - K LEAGUE 2,21/04/2024,02:00,Ansan Greeners,Gimpo FC,3.1,3.1,2.2,2.35,1.57,2.0,1.73,A,A,H,O,O,O,Y,N,N
SOUTH KOREA - K LEAGUE 2,21/04/2024,02:00,Anyang,Suwon Bluewings,2.75,3.25,2.38,2.03,1.78,1.8,1.91,A,A,H,O,O,O,Y,N,N
AUSTRALIA - A-LEAGUE,21/04/2024,02:00,Central Coast Mariners,Adelaide United,1.75,4.0,4.0,1.44,2.75,1.44,2.63,H,D,A,O,U,O,Y,Y,Y
JAPAN - J1 LEAGUE,21/04/2024,03:00,Nagoya Grampus,Cerezo Osaka,3.0,3.1,2.6,2.88,1.4,2.2,1.62,D,A,H,U,U,O,N,N,Y
JAPAN - J1 LEAGUE,21/04/2024,03:00,FC Tokyo,Machida,2.7,3.2,2.75,2.25,1.62,1.95,1.8,D,A,H,U,U,O,N,N,Y
AUSTRALIA - A-LEAGUE,21/04/2024,04:00,Perth Glory,Western United,2.25,3.8,2.88,1.4,3.0,1.33,3.25,H,D,A,O,U,O,Y,Y,Y
SOUTH KOREA - K LEAGUE 2,21/04/2024,04:30,Asan,Jeonnam,2.25,3.2,3.0,2.35,1.57,1.91,1.8,A,A,H,O,O,O,Y,N,N
SOUTH KOREA - K LEAGUE 1,21/04/2024,04:30,Daegu,Daejeon,2.4,2.9,3.1,2.6,1.48,2.1,1.67,D,D,H,O,U,O,N,N,Y
SOUTH KOREA - K LEAGUE 2,21/04/2024,04:30,Gyeongnam,Seoul E-Land,2.63,3.2,2.5,2.1,1.7,1.83,1.83,A,A,H,O,O,O,Y,N,N
ROMANIA - LIGA 2,21/04/2024,05:00,Selimbar,Unirea Slobozia,2.9,3.2,2.37,2.32,1.53,2.05,1.7,A,D,D,O,U,U,N,N,N
AUSTRIA - 2. LIGA,21/04/2024,05:30,Grazer AK,St. Polten,1.95,3.45,3.6,1.75,2.0,1.62,2.15,H,H,A,O,O,U,N,Y,Y
SPAIN - PRIMERA RFEF,21/04/2024,07:00,Melilla,Merida AD,2.6,2.9,2.63,2.5,1.5,2.1,1.67,H,H,H,U,O,U,Y,Y,Y
PORTUGAL - LIGA PORTUGAL 2,21/04/2024,07:00,Oliveirense,Os Belenenses,2.05,3.4,3.2,1.85,2.0,1.67,2.1,H,D,H,U,O,O,Y,N,N
SPAIN - PRIMERA RFEF,21/04/2024,07:00,UD Ibiza,Atl. Madrid B,1.8,3.3,4.0,2.05,1.75,1.91,1.8,H,H,H,U,O,U,Y,Y,Y
SPAIN - PRIMERA RFEF,21/04/2024,07:00,Granada CF B,San Fernando,3.25,3.0,2.1,2.38,1.53,2.1,1.67,H,H,H,U,O,U,Y,Y,Y
SPAIN - PRIMERA RFEF,21/04/2024,07:00,Malaga,Murcia,1.7,3.3,4.5,2.5,1.5,2.5,1.5,H,H,H,U,O,U,Y,Y,Y
SPAIN - PRIMERA RFEF,21/04/2024,07:00,Ceuta,Baleares,1.3,4.5,9.0,1.7,2.1,2.1,1.67,H,H,H,U,O,U,Y,Y,Y
UKRAINE - PREMIER LEAGUE,21/04/2024,07:00,Veres-Rivne,Dnipro-1,4.6,3.35,1.75,2.2,1.52,2.1,1.57,H,A,D,O,U,O,Y,N,N
SPAIN - PRIMERA RFEF,21/04/2024,07:00,Gimnastic,Celta Vigo B,2.15,2.9,3.25,2.5,1.5,2.1,1.67,H,H,H,U,O,U,Y,Y,Y
ITALY - SERIE A,21/04/2024,07:30,Sassuolo,Lecce,2.25,3.3,3.2,2.05,1.85,1.8,1.95,H,D,A,O,O,O,Y,Y,Y
TURKEY - SUPER LIG,21/04/2024,07:30,Basaksehir,Rizespor,2.1,3.6,3.5,1.67,2.15,1.62,2.2,A,H,A,U,O,U,Y,N,Y
TURKEY - 1. LIG,21/04/2024,07:30,Bodrumspor,Sanliurfaspor,1.85,3.6,3.8,2.2,1.65,2.0,1.73,D,A,H,O,O,U,N,N,N
ROMANIA - LIGA 2,21/04/2024,07:30,Gloria Buzau,Csikszereda M. Ciuc,2.22,3.05,3.35,2.3,1.57,1.95,1.75,A,D,D,O,U,U,N,N,N
POLAND - EKSTRAKLASA,21/04/2024,07:30,Cracovia,Puszcza,1.73,3.75,4.75,2.05,1.75,1.95,1.8,H,A,A,O,U,O,Y,Y,N
POLAND - DIVISION 1,21/04/2024,07:40,Arka Gdynia,Wisla Plock,1.7,3.75,4.33,1.73,2.08,1.73,2.0,A,D,H,O,O,U,N,Y,Y
SWEDEN - SUPERETTAN,21/04/2024,08:00,Oddevold,Gefle,1.8,3.5,4.0,2.15,1.67,2.0,1.75,H,H,H,U,U,U,N,Y,Y
CHINA - SUPER LEAGUE,21/04/2024,08:00,Henan Songshan Longmen,Qingdao Hainiu,1.95,3.2,4.2,2.2,1.65,1.95,1.8,H,D,H,O,U,O,Y,N,N
GERMANY - 2. BUNDESLIGA,21/04/2024,08:30,Karlsruher SC,Hertha Berlin,2.1,3.8,3.2,1.44,2.7,1.36,3.0,D,A,H,O,O,U,Y,N,Y
ENGLAND - CHAMPIONSHIP,21/04/2024,08:30,Blackburn,Sheffield Wed,2.1,3.5,3.4,1.95,1.9,1.73,2.0,H,H,A,U,U,O,Y,Y,Y
GERMANY - 2. BUNDESLIGA,21/04/2024,08:30,Hannover,St. Pauli,3.1,3.3,2.38,1.93,1.93,1.67,2.1,D,A,H,O,O,U,Y,N,Y
GERMANY - 2. BUNDESLIGA,21/04/2024,08:30,Hansa Rostock,Magdeburg,2.75,3.5,2.45,1.67,2.15,1.57,2.25,D,A,H,O,O,U,Y,N,Y
GERMANY - 3. LIGA,21/04/2024,08:30,Mannheim,RW Essen,2.05,3.6,3.3,1.67,2.15,1.57,2.25,A,D,A,O,O,U,Y,Y,N
ESTONIA - MEISTRILIIGA,21/04/2024,08:30,Kuressaare,Narva,2.62,3.5,2.25,1.55,2.15,1.59,2.28,D,H,A,U,U,O,N,Y,Y
BELGIUM - JUPILER PRO LEAGUE,21/04/2024,08:30,Cercle Brugge KSV,Antwerp,2.2,3.5,3.1,1.62,2.25,1.57,2.25,D,A,H,O,U,U,Y,N,N
CHINA - SUPER LEAGUE,21/04/2024,08:35,Meizhou Hakka,Shanghai Port,15.0,7.0,1.18,1.36,3.1,1.95,1.8,H,D,H,O,U,O,Y,N,N
DENMARK - SUPERLIGA,21/04/2024,09:00,Hvidovre IF,Vejle,3.2,3.5,2.2,1.93,1.93,1.7,2.05,D,A,A,O,U,U,Y,Y,Y
SPAIN - LALIGA2,21/04/2024,09:00,Espanyol,Andorra,1.7,3.5,5.5,2.08,1.73,2.0,1.73,A,H,D,O,U,U,N,N,N
GREECE - SUPER LEAGUE,21/04/2024,09:00,Panserraikos,Giannina,1.85,3.4,4.5,2.1,1.7,1.95,1.8,A,D,H,U,U,O,N,Y,Y
ARMENIA - PREMIER LEAGUE,21/04/2024,09:00,Pyunik Yerevan,Ararat-Armenia,2.37,3.05,2.8,2.0,1.65,1.82,1.94,H,A,H,U,O,U,Y,Y,N
SWEDEN - ALLSVENSKAN,21/04/2024,09:00,AIK,Djurgarden,2.7,3.1,2.7,2.35,1.57,2.0,1.75,H,A,D,U,O,U,Y,N,Y
SPAIN - LALIGA,21/04/2024,09:00,Getafe,Real Sociedad,3.6,3.1,2.2,2.75,1.44,2.2,1.62,H,D,D,U,U,U,Y,N,Y
SWEDEN - ALLSVENSKAN,21/04/2024,09:00,GAIS,Mjallby,3.3,3.3,2.2,2.1,1.7,1.91,1.91,H,A,D,U,O,U,Y,N,Y
DENMARK - SUPERLIGA,21/04/2024,09:00,Viborg,Lyngby,1.7,4.0,4.75,1.67,2.15,1.75,2.0,D,A,A,O,U,U,Y,Y,Y
CHINA - SUPER LEAGUE,21/04/2024,09:00,Beijing Guoan,Qingdao West Coast,1.4,5.0,6.5,1.36,3.1,1.57,2.25,H,D,H,O,U,O,Y,N,N
HUNGARY - OTP BANK LIGA,21/04/2024,09:05,Kecskemeti TE,Mezokovesd-Zsory,1.4,4.2,7.0,1.98,1.88,2.2,1.62,H,H,D,O,O,O,Y,Y,N
BULGARIA - PARVA LIGA,21/04/2024,09:15,Lok. Plovdiv,CSKA 1948 Sofia,1.85,3.5,4.5,1.98,1.88,1.83,1.83,D,D,A,U,O,O,Y,N,Y
ENGLAND - PREMIER LEAGUE,21/04/2024,09:30,Everton,Nottingham,2.05,3.4,3.75,2.07,1.83,1.8,1.95,A,A,A,O,O,O,Y,Y,N
NORWAY - ELITESERIEN,21/04/2024,09:30,HamKam,Stromsgodset,2.45,3.2,3.0,2.05,1.8,1.75,2.0,A,A,A,U,U,O,N,N,N
AUSTRIA - BUNDESLIGA,21/04/2024,09:30,LASK,Hartberg,1.8,3.6,4.5,1.95,1.9,1.8,1.95,H,A,D,U,U,U,Y,N,N
UKRAINE - PREMIER LEAGUE,21/04/2024,09:30,Oleksandriya,LNZ Cherkasy,2.3,2.82,3.3,2.57,1.39,2.15,1.55,H,A,D,O,U,O,Y,N,N
FINLAND - YKKONEN,21/04/2024,10:00,OLS Oulu,Atlantis,2.05,3.4,3.0,1.48,2.6,1.4,2.75,H,H,A,O,U,O,Y,N,Y
DENMARK - 1ST DIVISION,21/04/2024,10:00,Aalborg,Kolding IF,2.15,3.4,3.25,1.88,1.98,1.67,2.1,A,A,A,U,O,U,N,Y,N
ROMANIA - LIGA 1,21/04/2024,10:00,Otelul,U. Cluj,3.2,2.55,2.7,2.88,1.4,2.2,1.62,D,A,H,O,U,O,Y,N,N
SLOVENIA - PRVA LIGA,21/04/2024,10:00,Maribor,Rogaska,1.42,4.45,6.6,1.72,2.05,1.95,1.75,A,D,D,O,U,U,N,Y,N
PORTUGAL - LIGA PORTUGAL 2,21/04/2024,10:00,Academico Viseu,Mafra,2.15,3.2,3.3,2.1,1.7,1.83,1.83,H,D,H,U,O,O,Y,N,N
CZECH REPUBLIC - FORTUNA:LIGA,21/04/2024,10:00,Liberec,Hradec Kralove,1.7,3.8,4.75,1.85,2.0,1.8,1.95,D,D,H,U,O,U,Y,N,N
POLAND - EKSTRAKLASA,21/04/2024,10:00,LKS Lodz,Lech Poznan,5.0,4.0,1.62,1.67,2.15,1.75,2.0,H,A,A,O,U,O,Y,Y,N
CZECH REPUBLIC - FORTUNA:LIGA,21/04/2024,10:00,FK Pardubice,Mlada Boleslav,2.63,3.4,2.55,1.75,2.05,1.62,2.2,D,D,H,U,O,U,Y,N,N
TURKEY - 1. LIG,21/04/2024,10:00,Genclerbirligi,Erzurumspor,2.05,3.0,3.8,2.5,1.5,2.1,1.67,D,A,H,O,O,U,N,N,N
SOUTH AFRICA - PREMIER LEAGUE,21/04/2024,10:00,Richards Bay,Kaizer Chiefs,3.1,2.75,2.52,2.87,1.37,2.3,1.55,A,H,H,O,U,U,N,N,Y
