League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
EGYPT - PREMIER LEAGUE,01/08/2024,11:30,Arab Contractors,Ceramica Cleopatra,2.2,3.15,3.15,2.02,1.62,1.82,1.8,A,H,H,U,O,U,N,N,Y
EGYPT - PREMIER LEAGUE,01/08/2024,15:00,Al Ahly,National Bank Egypt,1.31,4.6,9.0,1.7,1.93,2.07,1.6,A,H,H,U,O,U,N,N,Y
EGYPT - PREMIER LEAGUE,01/08/2024,15:00,Smouha,Al Masry,2.8,2.87,2.62,2.05,1.6,1.75,1.87,A,H,H,U,O,U,N,N,Y
BOLIVIA - DIVISION PROFESIONAL,01/08/2024,16:00,Universitario de Vinto,Blooming,1.67,3.75,5.0,1.93,1.88,1.83,1.83,D,A,H,U,O,U,Y,Y,N
PERU - LIGA 1,01/08/2024,17:00,Cajamarca,Alianza Atl.,1.73,3.75,4.75,2.05,1.75,2.0,1.73,D,D,H,O,O,U,Y,N,N
BOLIVIA - DIVISION PROFESIONAL,01/08/2024,19:00,Independiente,Santa Cruz,1.25,6.0,10.0,1.5,2.5,1.91,1.8,D,A,H,U,O,U,Y,Y,N
BRAZIL - COPA DO BRASIL,01/08/2024,19:00,Juventude,Fluminense,2.8,2.88,2.8,2.6,1.48,2.05,1.7,H,D,D,O,U,U,Y,Y,N
PARAGUAY - PRIMERA DIVISION,01/08/2024,19:30,Cerro Porteno,Ameliano,1.29,5.0,8.5,1.7,2.1,2.1,1.67,A,D,H,O,U,U,Y,Y,N
BOLIVIA - DIVISION PROFESIONAL,01/08/2024,21:00,Always Ready,The Strongest,2.0,3.5,3.6,1.8,2.0,1.67,2.1,D,A,H,U,O,U,Y,Y,N
USA - USL CHAMPIONSHIP,31/07/2024,22:00,New Mexico,Las Vegas Lights,1.62,3.95,4.3,1.55,2.3,1.6,2.22,D,H,A,O,U,U,N,Y,Y
COLOMBIA - PRIMERA A,31/07/2024,22:10,Ind. Medellin,Chico,1.5,3.6,7.5,2.3,1.6,2.5,1.5,A,D,D,U,U,U,N,N,Y
