Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-03-03,02:00:00,SOUTH KOREA - K LEAGUE 1,Seoul,Gimcheon Sangmu,2.22,3.6,3.85,3.4,1.82,2.08,1.87,2.02,A,D,A,U,U,U,Y,Y,N
2025-03-03,02:00:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Cheongju,2.74,2.96,3.15,3.0,1.58,2.22,1.93,1.71,D,D,A,O,O,U,Y,N,Y
2025-03-03,04:00:00,CHINA - SUPER LEAGUE,Qingdao West Coast,Wuhan Three Towns,1.36,10.5,13.5,5.0,2.46,1.62,1.64,1.01,D,H,H,O,O,O,N,Y,N
2025-03-03,07:30:00,BULGARIA - PARVA LIGA,Arda,CSKA 1948 Sofia,1.84,5.0,5.5,3.4,1.8,2.04,1.87,1.98,A,A,A,U,U,U,N,Y,Y
2025-03-03,10:00:00,TURKEY - SUPER LIG,Gaziantep,Eyupspor,2.4,3.25,3.35,3.5,1.95,2.0,1.76,2.22,H,D,D,U,O,O,Y,Y,N
2025-03-03,10:00:00,TURKEY - SUPER LIG,Konyaspor,Trabzonspor,2.8,2.64,2.72,3.55,2.02,1.95,1.73,2.24,H,D,D,U,O,O,Y,Y,N
2025-03-03,10:00:00,SERBIA - PRVA LIGA,Smederevo,Javor,5.1,1.73,1.95,3.2,1.4,2.8,2.3,1.5,D,A,D,U,U,U,N,Y,Y
2025-03-03,10:00:00,SERBIA - PRVA LIGA,Radnik,Vozdovac,1.41,3.6,24.0,2.52,1.33,2.42,1.05,1.05,D,A,D,U,U,U,N,Y,Y
2025-03-03,10:00:00,SERBIA - SUPER LIGA,Jedinstvo U.,TSC,7.0,1.42,1.52,4.6,2.2,1.67,1.92,1.89,H,A,H,O,U,O,N,Y,Y
2025-03-03,10:00:00,SERBIA - PRVA LIGA,FK Borac Cacak,Radnicki S. Mitrovica,1.49,3.5,14.0,3.1,1.51,2.26,1.05,1.05,D,A,D,U,U,U,N,Y,Y
2025-03-03,10:00:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Botev Plovdiv,2.66,2.88,3.05,3.25,1.66,2.26,1.96,1.89,A,A,A,U,U,U,N,Y,Y
2025-03-03,10:00:00,SERBIA - PRVA LIGA,Vrsac,Graficar Beograd,1.72,2.92,5.5,3.0,1.52,2.36,1.05,1.05,D,A,D,U,U,U,N,Y,Y
2025-03-03,12:00:00,ROMANIA - LIGA 1,Gloria Buzau,UTA Arad,2.58,3.35,3.55,2.92,1.56,2.56,2.02,1.83,D,H,D,O,U,U,Y,Y,N
2025-03-03,12:30:00,SERBIA - SUPER LIGA,IMT Novi Beograd,Napredak,2.0,3.9,5.2,3.2,1.72,1.96,1.69,1.98,H,A,H,O,U,O,N,Y,Y
2025-03-03,12:30:00,BULGARIA - PARVA LIGA,Ludogorets,Septemvri,1.17,27.0,32.0,7.8,2.62,1.51,2.4,1.58,A,A,A,U,U,U,N,Y,Y
2025-03-03,13:00:00,SERBIA - PRVA LIGA,Macva,Zemun,1.31,2.26,150.0,2.52,1.17,1.09,1.05,1.05,D,A,D,U,U,U,N,Y,Y
2025-03-03,14:00:00,ESTONIA - ESILIIGA,Tallinna Kalev U21,Nomme Kalju II,1.21,1.13,130.0,3.05,1.09,1.01,1.05,1.05,H,A,H,O,O,O,N,Y,Y
2025-03-03,14:30:00,SERBIA - SUPER LIGA,Mladost,Zeleznicar Pancevo,3.35,2.32,2.56,3.1,1.59,2.38,1.82,1.87,H,A,H,O,U,O,N,Y,Y
2025-03-03,14:30:00,TURKEY - SUPER LIG,Goztepe,Samsunspor,2.04,4.4,4.7,3.35,1.72,2.34,1.97,1.9,H,D,D,U,O,O,Y,Y,N
2025-03-03,14:30:00,TURKEY - SUPER LIG,Basaksehir,Sivasspor,1.71,5.9,6.2,3.9,1.96,1.94,1.75,1.96,H,D,D,U,O,O,Y,Y,N
2025-03-03,14:30:00,TURKEY - 1. LIG,Kocaelispor,Istanbulspor AS,1.75,5.2,6.4,3.55,1.76,2.08,1.96,1.87,H,A,H,O,U,U,Y,N,Y
2025-03-03,15:00:00,POLAND - EKSTRAKLASA,Rakow,Lechia Gdansk,1.43,9.0,10.0,4.9,2.08,1.83,2.1,1.8,D,D,A,O,U,U,Y,N,N
2025-03-03,15:00:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Oliveirense,1.82,4.8,5.4,3.85,2.0,1.94,1.84,2.02,D,A,A,O,O,O,N,Y,Y
2025-03-03,15:00:00,DENMARK - SUPERLIGA,Brondby,Lyngby,1.36,10.0,11.5,5.5,2.36,1.64,2.0,1.88,A,H,D,O,U,U,N,N,Y
2025-03-03,15:00:00,ROMANIA - LIGA 1,Din. Bucuresti,FC Hermannstadt,1.91,5.1,5.7,3.1,1.62,2.46,2.14,1.75,D,H,D,O,U,U,Y,Y,N
