Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-06-02,12:30,FINLAND 2,Lahti,JaPS,1.53,4.8,4.35,2.35,1.47,1.57,2.12,D,D,A,O,O,U,N,N,Y
2025-06-02,12:30,FINLAND 2,TPS,Ekenas,1.98,3.15,3.7,2.22,1.52,1.47,2.32,D,D,A,O,O,U,N,N,Y
2025-06-02,12:30,FINLAND 2,JJK Jyvaskyla,Jazz Pori,2.25,2.63,3.5,2.18,1.53,1.5,2.5,D,D,A,O,O,U,N,N,Y
2025-06-02,14:00,ROMANIA 1,Unirea Slobozia,FC Voluntari,1.85,4.0,3.3,1.6,2.25,2.0,1.73,A,D,A,U,U,U,Y,N,N
2025-06-02,16:15,ICELAND 1,Valur,Fram,1.42,6.0,4.85,2.92,1.35,1.52,2.37,D,A,H,O,O,O,Y,N,N
2025-06-02,16:15,ITALY 3,Ternana,Pescara,2.1,3.6,2.9,1.65,2.12,1.83,1.87,A,A,H,O,O,U,N,Y,Y
2025-06-02,17:00,PARAGUAY 1,Sp. Luqueno,Ameliano,3.0,2.5,3.0,1.55,2.37,2.0,1.73,A,A,A,O,O,O,Y,Y,Y
2025-06-02,19:00,BRAZIL 2,Chapecoense-SC,Amazonas,2.0,3.8,3.3,1.65,2.15,1.91,1.8,H,D,D,O,U,U,N,N,Y
2025-06-02,19:00,CHILE 1,Cobresal,Deportes Iquique,1.85,4.2,3.3,1.88,1.93,1.8,1.91,A,D,A,O,U,O,Y,Y,Y
2025-06-02,19:00,URUGUAY 1,Boston River,Juventud,2.6,2.7,3.2,1.6,2.25,2.0,1.73,A,A,H,O,U,U,N,N,Y
2025-06-02,21:00,BRAZIL 2,Paysandu PA,Criciuma,2.2,3.4,3.0,1.55,2.37,2.1,1.67,H,D,D,O,U,U,N,N,Y
2025-06-02,21:00,ECUADOR 1,Vinotinto,Libertad,1.8,3.9,3.8,1.8,1.93,1.83,1.83,H,D,H,U,O,O,Y,Y,Y
