Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-01-03,03:00:00,AUSTRALIA - A-LEAGUE,Melbourne City,Wellington Phoenix,1.33,1.68,1000.0,1.01,1.18,1.03,1.01,1.01,A,D,H,O,U,U,N,N,Y
2025-01-03,05:35:00,AUSTRALIA - A-LEAGUE,Brisbane Roar,Central Coast Mariners,2.52,2.76,3.15,3.5,1.18,1.13,1.01,1.01,A,D,H,O,U,U,N,N,Y
2025-01-03,07:45:00,AUSTRALIA - A-LEAGUE,Perth Glory,Western United,1.37,1.44,1000.0,1.47,1.18,1.13,1.01,1.01,A,D,H,O,U,U,N,N,Y
2025-01-03,15:00:00,PORTUGAL - LIGA PORTUGAL,Nacional,FC Porto,11.5,1.34,1.35,5.9,2.26,1.77,2.22,1.76,D,H,D,O,U,U,N,N,N
2025-01-03,16:00:00,FRANCE - LIGUE 2,Amiens,Troyes,2.8,3.0,3.05,3.15,1.65,2.46,1.99,1.93,H,D,H,O,U,U,N,Y,Y
2025-01-03,16:00:00,FRANCE - LIGUE 2,Rodez,Red Star,1.72,4.9,5.2,4.3,2.4,1.69,1.75,2.28,H,D,H,O,U,U,N,Y,Y
2025-01-03,16:00:00,FRANCE - LIGUE 2,Paris FC,Martigues,1.2,19.0,21.0,8.2,2.66,1.58,2.4,1.66,H,D,H,O,U,U,N,Y,Y
2025-01-03,16:00:00,FRANCE - LIGUE 2,Caen,Clermont,2.38,3.3,3.45,3.45,1.99,1.99,1.79,2.22,H,D,H,O,U,U,N,Y,Y
2025-01-03,16:00:00,FRANCE - LIGUE 2,Grenoble,Bastia,3.25,2.6,2.66,3.1,1.65,2.46,2.0,1.92,H,D,H,O,U,U,N,Y,Y
2025-01-03,16:00:00,FRANCE - LIGUE 2,AC Ajaccio,Annecy,3.4,2.62,2.66,2.98,1.53,2.8,2.14,1.79,H,D,H,O,U,U,N,Y,Y
2025-01-03,16:30:00,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Falkirk,10.0,1.28,1.3,6.6,2.82,1.5,1.94,1.99,H,H,D,O,U,O,N,N,N
2025-01-03,16:45:00,WALES - CYMRU PREMIER,Bala,Caernarfon,1.54,3.0,6.8,1.95,1.34,1.21,1.02,1.02,H,H,H,U,O,U,N,Y,Y
2025-01-03,17:00:00,FRANCE - LIGUE 1,Nice,Rennes,2.28,3.65,3.7,3.45,1.95,2.04,1.8,2.2,D,A,H,U,U,O,Y,N,Y
2025-01-03,17:00:00,SPAIN - LALIGA,Valencia,Real Madrid,8.2,1.46,1.47,5.0,2.38,1.71,1.91,2.06,H,D,H,U,U,O,Y,N,N
2025-01-03,17:15:00,PORTUGAL - LIGA PORTUGAL,Vitoria Guimaraes,Sporting CP,4.1,2.06,2.08,3.65,1.95,2.02,1.82,2.12,D,H,D,O,U,U,N,N,N
