League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA MX,20/04/2024,00:00,Atl. San Luis,Toluca,3.8,4.0,1.83,1.48,2.6,1.5,2.5,A,H,A,O,U,U,Y,N,N
MEXICO - LIGA MX,20/04/2024,00:10,Club Tijuana,Puebla,1.5,4.75,5.5,1.5,2.5,1.62,2.2,A,H,A,O,U,U,Y,N,N
SOUTH KOREA - K LEAGUE 1,20/04/2024,02:00,Suwon FC,Jeju Utd,2.3,3.25,2.9,2.05,1.75,1.8,1.91,D,H,A,U,O,U,Y,Y,Y
JAPAN - J1 LEAGUE,20/04/2024,02:00,Kyoto,Albirex Niigata,2.8,3.3,2.5,2.15,1.67,1.91,1.91,H,A,H,U,U,O,N,N,Y
JAPAN - J1 LEAGUE,20/04/2024,02:00,Sagan Tosu,Kashima Antlers,4.75,3.6,1.8,2.05,1.75,1.95,1.8,H,A,H,U,U,O,N,N,Y
JAPAN - J1 LEAGUE,20/04/2024,02:00,Hokkaido Consadole Sapporo,Sanfrecce Hiroshima,4.33,4.0,1.75,1.7,2.1,1.67,2.1,H,A,H,U,U,O,N,N,Y
JAPAN - J2 LEAGUE,20/04/2024,02:00,Shimizu S-Pulse,Vegalta Sendai,1.91,3.4,4.0,2.25,1.62,2.0,1.73,D,D,A,O,U,O,Y,Y,Y
JAPAN - J2 LEAGUE,20/04/2024,02:00,Okayama,Kumamoto,2.05,3.4,3.6,2.2,1.65,2.0,1.73,D,D,A,O,U,O,Y,Y,Y
SOUTH KOREA - K LEAGUE 2,20/04/2024,02:00,Bucheon FC 1995,Busan,2.8,3.25,2.38,2.05,1.75,1.83,1.83,D,D,H,O,O,O,Y,N,N
JAPAN - J2 LEAGUE,20/04/2024,02:00,Kofu,Kusatsu,1.91,3.5,4.0,2.15,1.67,2.0,1.73,D,D,A,O,U,O,Y,Y,Y
JAPAN - J2 LEAGUE,20/04/2024,02:00,Fujieda MYFC,Tokushima,2.63,3.2,2.7,2.0,1.85,1.73,2.0,D,D,A,O,U,O,Y,Y,Y
JAPAN - J2 LEAGUE,20/04/2024,02:00,Montedio Yamagata,Ehime,1.91,3.8,3.6,1.73,2.08,1.67,2.1,D,D,A,O,U,O,Y,Y,Y
AUSTRALIA - A-LEAGUE,20/04/2024,02:30,WS Wanderers,Melbourne City,3.5,4.0,1.91,1.44,2.75,1.44,2.63,D,A,A,O,O,U,Y,Y,Y
JAPAN - J1 LEAGUE,20/04/2024,03:00,Shonan Bellmare,Vissel Kobe,5.25,4.0,1.62,1.95,1.9,1.95,1.8,H,A,H,U,U,O,N,N,Y
JAPAN - J1 LEAGUE,20/04/2024,03:00,Avispa Fukuoka,Iwata,2.3,3.1,3.4,2.6,1.48,2.1,1.67,H,A,H,U,U,O,N,N,Y
JAPAN - J1 LEAGUE,20/04/2024,04:00,Kawasaki Frontale,Verdy,2.05,3.4,3.75,2.15,1.67,1.95,1.8,H,A,H,U,U,O,N,N,Y
JAPAN - J1 LEAGUE,20/04/2024,04:00,Urawa Reds,Gamba Osaka,1.91,3.5,4.0,2.05,1.8,1.8,1.95,H,A,H,U,U,O,N,N,Y
CHINA - SUPER LEAGUE,20/04/2024,04:30,Shandong Taishan,Cangzhou,1.45,4.75,6.5,1.33,3.4,1.5,2.5,A,A,D,O,U,U,N,N,Y
AUSTRALIA - A-LEAGUE,20/04/2024,04:30,Melbourne Victory,Brisbane Roar,1.7,4.0,4.5,1.53,2.5,1.53,2.38,D,A,A,O,O,U,Y,Y,Y
SOUTH KOREA - K LEAGUE 1,20/04/2024,04:30,Pohang,Gimcheon Sangmu,2.0,3.4,3.5,2.03,1.83,1.8,1.91,D,H,A,U,O,U,Y,Y,Y
SOUTH KOREA - K LEAGUE 1,20/04/2024,04:30,Seoul,Jeonbuk,2.55,3.25,2.63,1.98,1.88,1.73,2.0,D,H,A,U,O,U,Y,Y,Y
SOUTH KOREA - K LEAGUE 2,20/04/2024,04:30,Seongnam,Cheongju,2.15,3.1,3.25,2.35,1.57,2.0,1.73,D,D,H,O,O,O,Y,N,N
ROMANIA - LIGA 2,20/04/2024,05:00,Ceahlaul,Alexandria,1.45,4.05,6.5,1.93,1.78,2.05,1.6,D,A,D,O,U,O,Y,N,Y
ROMANIA - LIGA 2,20/04/2024,05:00,Tunari,Concordia,3.7,3.1,2.0,2.07,1.6,1.85,1.75,D,A,D,O,U,O,Y,N,Y
ROMANIA - LIGA 2,20/04/2024,05:00,Metaloglobus Bucharest,Unirea Dej,1.88,3.15,4.15,2.32,1.47,2.07,1.6,D,A,D,O,U,O,Y,N,Y
ROMANIA - LIGA 2,20/04/2024,05:00,FC Arges,CSM Resita,1.78,3.25,4.55,2.07,1.6,1.93,1.7,D,A,D,O,U,O,Y,N,Y
ROMANIA - LIGA 2,20/04/2024,05:00,CSM Slatina,Viitorul Tg. Jiu,1.72,3.25,5.0,2.1,1.57,1.98,1.65,D,A,D,O,U,O,Y,N,Y
ROMANIA - LIGA 2,20/04/2024,05:00,Chindia Targoviste,Steaua Bucuresti,2.62,3.2,2.57,2.07,1.7,1.83,1.87,D,A,D,O,U,O,Y,N,Y
ESTONIA - MEISTRILIIGA,20/04/2024,06:30,Nomme Utd,Tallinna Kalev,2.77,3.4,2.18,1.62,2.02,1.68,2.11,A,A,H,O,U,U,Y,N,Y
ROMANIA - LIGA 2,20/04/2024,06:30,Hunedoara,Mioveni,2.5,2.92,2.95,2.4,1.5,2.0,1.72,D,A,D,O,U,O,Y,N,Y
AUSTRALIA - A-LEAGUE,20/04/2024,06:45,Macarthur FC,Sydney FC,4.33,4.5,1.67,1.36,3.2,1.4,2.75,D,A,A,O,O,U,Y,Y,Y
PORTUGAL - LIGA PORTUGAL 2,20/04/2024,07:00,Penafiel,Pacos Ferreira,2.8,2.9,2.5,2.05,1.8,1.73,2.0,D,H,A,O,U,O,Y,N,Y
TURKEY - 1. LIG,20/04/2024,07:30,Bandirmaspor,Tuzlaspor,1.65,3.75,4.75,1.8,2.0,1.8,1.91,H,A,A,O,U,O,Y,N,N
TURKEY - SUPER LIG,20/04/2024,07:30,Istanbulspor AS,Karagumruk,5.0,4.75,1.57,1.57,2.35,1.67,2.1,H,A,H,U,U,U,N,N,Y
SWEDEN - SUPERETTAN,20/04/2024,08:00,Sandviken,Oster,2.9,3.3,2.2,1.9,1.95,1.7,2.05,H,H,D,U,U,O,Y,Y,N
SWEDEN - SUPERETTAN,20/04/2024,08:00,Skovde AIK,Trelleborg,3.0,3.1,2.3,2.15,1.67,1.91,1.91,H,H,D,U,U,O,Y,Y,N
