League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
INDONESIA - LIGA 1,27/09/2024,05:30,Bali United,Barito Putera,1.52,3.75,6.1,1.62,2.02,1.65,1.98,H,D,A,O,O,O,N,Y,Y
SOUTH KOREA - K LEAGUE 1,27/09/2024,07:30,Pohang,Incheon,2.15,3.4,3.3,2.05,1.75,1.8,1.91,D,D,H,U,O,O,N,N,Y
SOUTH KOREA - K LEAGUE 1,27/09/2024,07:30,Daejeon,Ulsan HD,3.8,3.6,1.9,1.88,1.98,1.73,2.0,D,D,H,U,O,O,N,N,Y
THAILAND - THAI LEAGUE 1,27/09/2024,08:00,Muang Thong Utd,Khonkaen Utd.,1.29,5.5,8.0,1.42,2.67,1.75,1.95,H,H,D,U,U,U,Y,N,Y
SINGAPORE - PREMIER LEAGUE,27/09/2024,08:45,Hougang,DPMM,1.9,4.33,2.8,1.22,4.2,1.25,3.75,H,D,A,O,U,O,Y,N,N
INDONESIA - LIGA 1,27/09/2024,09:00,Persebaya,Dewa United,2.1,3.0,3.55,1.82,1.88,1.57,2.1,H,D,A,O,O,O,N,Y,Y
THAILAND - THAI LEAGUE 1,27/09/2024,09:00,Bangkok Utd,Ratchaburi,1.55,4.1,5.2,1.72,2.05,1.8,1.9,H,H,D,U,U,U,Y,N,Y
UZBEKISTAN - SUPER LEAGUE,27/09/2024,09:00,Qizilqum,Metallurg Bekabad,2.55,2.75,3.0,2.35,1.47,1.93,1.7,D,A,H,O,U,U,N,Y,Y
ARMENIA - PREMIER LEAGUE,27/09/2024,10:00,FC Gandzasar,Shirak Gyumri,4.0,3.7,1.7,1.7,1.91,1.65,2.18,D,H,H,O,O,U,N,Y,Y
RUSSIA - PREMIER LEAGUE,27/09/2024,10:30,Orenburg,Pari NN,1.64,4.36,5.68,1.83,2.13,1.82,1.94,A,H,A,O,U,O,N,Y,Y
INDIA - ISL,27/09/2024,11:00,East Bengal,Goa,2.55,3.4,2.4,1.67,2.15,1.57,2.25,A,H,H,O,O,U,Y,N,Y
UZBEKISTAN - SUPER LEAGUE,27/09/2024,11:15,OKMK,Lok. Tashkent,1.75,3.4,4.55,1.93,1.7,1.85,1.75,D,A,H,O,U,U,N,Y,Y
BULGARIA - PARVA LIGA,27/09/2024,11:30,Lok. Sofia,Hebar,1.8,3.4,4.75,2.2,1.65,2.0,1.73,A,H,A,U,U,U,Y,Y,N
QATAR - QSL,27/09/2024,12:00,Umm-Salal,Qatar SC,2.42,3.4,2.67,1.7,2.07,1.55,2.3,A,H,A,O,O,O,Y,Y,Y
