Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2024-12-18,09:00:00,SERBIA - PRVA LIGA,Graficar Beograd,FK Trayal Krusevac,1.53,5.1,7.8,3.3,1.85,1.78,1.12,1.12,H,H,D,O,U,O,N,Y,Y
2024-12-18,12:00:00,SERBIA - SUPER LIGA,Jedinstvo U.,Crvena zvezda,70.0,1.04,1.05,21.0,2.52,1.01,2.96,1.05,D,A,A,U,O,U,N,Y,N
2024-12-18,15:00:00,SPAIN - LALIGA2,Ferrol,Almeria,4.5,1.92,1.94,3.7,1.87,2.02,1.87,2.0,A,H,A,U,U,O,N,Y,N
2024-12-18,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Tomayapo,3.55,1.88,2.12,3.85,2.18,1.67,1.63,2.22,H,D,A,U,O,O,Y,N,Y
2024-12-18,16:00:00,SPAIN - SEGUNDA RFEF,Bergantinos CF,Deportivo La Coruna II,1.99,2.98,4.2,2.94,1.58,1.96,1.02,1.02,H,D,A,O,U,U,Y,Y,Y
2024-12-18,16:30:00,ITALY - SERIE C,Union Clodiense,Padova,8.8,1.46,1.56,3.85,1.66,2.22,2.44,1.57,A,H,D,U,U,U,Y,Y,Y
2024-12-18,17:00:00,FRANCE - LIGUE 1,Monaco,PSG,4.1,1.95,1.96,4.0,2.54,1.6,1.58,2.6,H,A,H,O,O,U,N,N,Y
2024-12-18,17:15:00,SPAIN - LALIGA2,Mirandes,Gijon,2.72,3.3,3.5,2.9,1.48,2.86,2.16,1.71,A,H,A,U,U,O,N,Y,N
2024-12-18,17:15:00,SPAIN - LALIGA2,Malaga,Eldense,2.48,3.6,3.8,2.98,1.46,2.84,2.16,1.71,A,H,A,U,U,O,N,Y,N
2024-12-18,17:30:00,SPAIN - LALIGA,Espanyol,Valencia,2.72,3.2,3.3,3.05,1.57,2.68,2.12,1.82,H,H,H,O,U,O,N,Y,Y
2024-12-18,17:30:00,SPAIN - LALIGA,Villarreal,Rayo Vallecano,1.93,4.5,4.6,3.75,2.04,1.92,1.8,2.18,H,H,H,O,U,O,N,Y,Y
2024-12-18,20:00:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Wilstermann,1.87,4.1,5.3,3.7,1.73,2.02,1.91,1.81,H,D,A,U,O,O,Y,N,Y
2024-12-18,21:30:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,SA Bulo Bulo,1.21,15.0,17.0,5.5,2.92,1.39,1.84,1.87,H,D,A,U,O,O,Y,N,Y
2024-12-18,21:30:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Bolivar,7.2,1.44,1.47,5.2,2.94,1.43,1.7,2.2,H,D,A,U,O,O,Y,N,Y
2024-12-18,21:30:00,COLOMBIA - PRIMERA A,Deportes Tolima,Atl. Nacional,2.16,4.1,4.9,2.98,1.52,2.62,2.14,1.76,H,D,D,O,U,U,N,N,Y
