Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-03-06,07:30:00,TURKEY - 1. LIG,Erzurumspor,Pendikspor,1.8,5.1,5.9,3.4,1.59,2.4,2.2,1.7,H,A,H,O,U,U,Y,N,Y
2025-03-06,08:00:00,UKRAINE - PREMIER LEAGUE,Zhytomyr,Ch. Odesa,1.33,11.0,15.5,4.5,1.73,1.97,2.52,1.53,A,H,H,U,O,O,N,N,Y
2025-03-06,10:00:00,TURKEY - 1. LIG,Istanbulspor AS,Sakaryaspor,1.86,4.2,4.9,3.35,1.91,1.91,1.86,2.02,H,A,H,O,U,U,Y,N,Y
2025-03-06,10:30:00,UKRAINE - PREMIER LEAGUE,LNZ Cherkasy,Dyn. Kyiv,8.6,1.45,1.53,4.1,1.7,2.14,2.14,1.59,A,H,H,U,O,O,N,N,Y
2025-03-06,13:00:00,UKRAINE - PREMIER LEAGUE,Shakhtar Donetsk,Kryvbas,1.32,10.0,18.0,4.6,1.18,1.43,2.2,1.57,A,H,H,U,O,O,N,N,Y
2025-03-06,14:00:00,ESTONIA - ESILIIGA,Tartu Welco,Tallinna Kalev U21,1.27,6.6,870.0,4.1,3.2,1.01,1.05,1.05,H,A,H,O,O,O,N,Y,Y
2025-03-06,14:30:00,TURKEY - 1. LIG,Umraniyespor,Kocaelispor,4.1,1.97,2.08,3.25,1.68,2.2,1.96,1.86,H,A,H,O,U,U,Y,N,Y
2025-03-06,14:45:00,EUROPE - EUROPA LEAGUE,AZ Alkmaar,Tottenham,3.6,2.12,2.14,3.95,2.54,1.62,1.57,2.66,A,D,D,O,U,O,N,Y,N
2025-03-06,14:45:00,EUROPE - EUROPA LEAGUE,FCSB,Lyon,4.9,1.83,1.85,3.9,2.1,1.86,1.79,2.18,A,D,D,O,U,O,N,Y,N
2025-03-06,14:45:00,EUROPE - EUROPA LEAGUE,Fenerbahce,Rangers,1.67,5.8,6.0,4.3,2.4,1.68,1.73,2.28,A,D,D,O,U,O,N,Y,N
2025-03-06,14:45:00,EUROPE - EUROPA LEAGUE,Real Sociedad,Manchester Utd,2.16,4.0,4.1,3.4,1.79,2.24,1.96,2.0,A,D,D,O,U,O,N,Y,N
2025-03-06,17:00:00,EUROPE - EUROPA LEAGUE,AS Roma,Ath Bilbao,2.44,3.35,3.4,3.35,1.74,2.3,1.95,2.0,A,D,D,O,U,O,N,Y,N
2025-03-06,17:00:00,EUROPE - EUROPA LEAGUE,Plzen,Lazio,4.1,2.02,2.06,3.75,1.96,2.0,1.8,2.16,A,D,D,O,U,O,N,Y,N
2025-03-06,17:00:00,EUROPE - EUROPA LEAGUE,Bodo/Glimt,Olympiacos Piraeus,2.36,3.25,3.3,3.65,2.08,1.89,1.72,2.3,A,D,D,O,U,O,N,Y,N
2025-03-06,17:00:00,EUROPE - EUROPA LEAGUE,Ajax,Eintracht Frankfurt,2.56,2.88,2.92,3.75,2.32,1.73,1.6,2.54,A,D,D,O,U,O,N,Y,N
