Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-01-17,03:00:00,AUSTRALIA - A-LEAGUE,Western United,Newcastle Jets,1.84,4.3,4.5,4.3,2.96,1.5,1.53,2.74,D,D,D,O,U,U,Y,Y,Y
2025-01-17,05:35:00,AUSTRALIA - A-LEAGUE,WS Wanderers,Central Coast Mariners,1.9,4.3,4.5,4.0,2.5,1.64,1.61,2.52,D,D,D,O,U,U,Y,Y,Y
2025-01-17,12:00:00,ROMANIA - LIGA 1,Unirea Dej,Sepsi Sf. Gheorghe,2.86,2.78,2.94,3.2,1.73,2.2,1.81,2.04,D,H,A,O,U,O,Y,Y,N
2025-01-17,14:00:00,TURKEY - 1. LIG,Sanliurfaspor,Ankaragucu,3.9,1.97,2.14,3.45,1.83,1.98,1.79,1.92,A,D,H,U,O,U,N,N,N
2025-01-17,14:00:00,TURKEY - SUPER LIG,Hatayspor,Galatasaray,11.0,1.31,1.33,6.4,3.3,1.38,1.73,2.2,H,D,D,O,O,O,N,N,N
2025-01-17,14:30:00,GERMANY - 2. BUNDESLIGA,Dusseldorf,Darmstadt,2.46,2.98,3.05,3.7,2.34,1.7,1.61,2.52,H,H,H,U,O,O,N,N,Y
2025-01-17,14:30:00,GERMANY - 2. BUNDESLIGA,Regensburg,Hannover,4.2,1.94,1.98,3.8,1.96,1.95,1.84,2.06,H,H,H,U,O,O,N,N,Y
2025-01-17,15:00:00,FRANCE - LIGUE 1,Montpellier,Monaco,5.4,1.65,1.66,4.7,2.84,1.51,1.6,2.56,A,D,H,U,U,O,Y,N,Y
2025-01-17,15:00:00,GERMANY - 3. LIGA,Hannover II,Aue,2.98,2.26,2.4,3.7,2.2,1.7,1.59,2.26,D,A,H,O,U,U,Y,Y,N
2025-01-17,15:00:00,PORTUGAL - LIGA PORTUGAL 2,Benfica B,Leixoes,2.18,3.7,4.1,3.3,1.78,2.1,1.83,2.04,D,H,H,O,U,U,Y,Y,N
2025-01-17,15:00:00,ROMANIA - LIGA 1,FCSB,FC Hermannstadt,1.37,9.8,13.0,5.2,1.9,1.97,2.34,1.64,D,H,A,O,U,O,Y,Y,N
2025-01-17,16:00:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Helmond,1.43,6.8,8.8,5.1,2.66,1.51,1.75,2.16,H,D,H,U,O,O,Y,Y,Y
2025-01-17,16:00:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Excelsior,2.4,2.86,3.15,3.6,2.08,1.8,1.67,2.3,H,D,H,U,O,O,Y,Y,Y
2025-01-17,16:00:00,NETHERLANDS - EERSTE DIVISIE,Venlo,Telstar,3.15,2.2,2.4,3.75,2.24,1.76,1.62,2.3,H,D,H,U,O,O,Y,Y,Y
2025-01-17,16:00:00,NETHERLANDS - EERSTE DIVISIE,Oss,Roda,4.0,1.9,1.98,3.9,2.2,1.71,1.65,2.26,H,D,H,U,O,O,Y,Y,Y
2025-01-17,16:00:00,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,SC Lokeren-Temse,1.62,5.6,7.0,3.65,1.95,1.91,1.8,1.93,D,D,D,O,O,U,N,N,Y
2025-01-17,16:00:00,NETHERLANDS - EERSTE DIVISIE,Dordrecht,Jong AZ,1.67,4.3,4.8,4.7,3.05,1.41,1.52,2.68,H,D,H,U,O,O,Y,Y,Y
2025-01-17,16:00:00,NETHERLANDS - EERSTE DIVISIE,FC Volendam,Vitesse,1.34,7.6,9.4,6.4,3.3,1.32,1.67,2.3,H,D,H,U,O,O,Y,Y,Y
2025-01-17,16:00:00,FRANCE - LIGUE 2,Red Star,Pau FC,2.92,2.66,2.88,3.2,1.87,2.04,1.73,2.06,A,D,H,U,U,O,N,Y,N
2025-01-17,16:00:00,FRANCE - LIGUE 2,Amiens,Bastia,3.25,2.64,2.78,3.0,1.58,2.48,1.89,1.83,A,D,H,U,U,O,N,Y,N
2025-01-17,16:00:00,FRANCE - LIGUE 2,AC Ajaccio,Caen,2.8,3.0,3.2,3.0,1.58,2.46,1.92,1.8,A,D,H,U,U,O,N,Y,N
2025-01-17,16:00:00,FRANCE - LIGUE 2,Grenoble,Martigues,1.52,7.0,7.8,4.5,2.04,1.85,2.04,1.88,A,D,H,U,U,O,N,Y,N
2025-01-17,16:00:00,FRANCE - LIGUE 2,Guingamp,Rodez,1.9,3.95,4.3,3.9,2.4,1.66,1.7,2.3,A,D,H,U,U,O,N,Y,N
2025-01-17,16:30:00,ENGLAND - NATIONAL LEAGUE,Yeovil,Gateshead,2.98,2.32,2.58,3.5,2.04,1.79,1.66,2.24,D,H,H,U,O,U,N,Y,Y
2025-01-17,16:30:00,ITALY - SERIE B,Sampdoria,Cesena,2.5,3.3,3.5,3.2,1.69,2.2,1.81,1.92,D,D,A,U,U,U,N,Y,Y
