League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
UKRAINE - PREMIER LEAGUE,09/04/2024,07:00,Dnipro-1,FK Zorya Luhansk,1.62,3.6,5.1,1.91,1.7,1.91,1.7,D,D,H,U,O,O,Y,N,N
CHINA - SUPER LEAGUE,09/04/2024,07:00,Nantong Zhiyun,Shanghai Port,6.0,4.2,1.53,1.85,2.0,1.95,1.8,A,H,D,O,U,U,Y,N,N
CHINA - SUPER LEAGUE,09/04/2024,08:35,Shandong Taishan,Henan Songshan Longmen,1.5,4.75,6.0,1.73,2.08,1.95,1.8,A,H,D,O,U,U,Y,N,N
CHINA - SUPER LEAGUE,09/04/2024,08:35,Beijing Guoan,Shenzhen Xinpengcheng,1.4,4.75,8.0,2.03,1.83,2.25,1.57,A,H,D,O,U,U,Y,N,N
CHINA - SUPER LEAGUE,09/04/2024,09:00,Shanghai Shenhua,Wuhan Three Towns,1.45,4.5,7.5,1.73,2.08,1.91,1.91,A,H,D,O,U,U,Y,N,N
BULGARIA - PARVA LIGA,09/04/2024,12:30,Lok. Sofia,Beroe,2.63,3.0,2.9,2.35,1.57,2.0,1.73,A,A,H,O,U,O,N,Y,N
SLOVENIA - PRVA LIGA,09/04/2024,13:45,Maribor,Mura,1.36,4.45,8.5,1.78,1.98,2.05,1.7,A,A,D,O,U,O,Y,N,N
SWEDEN - SUPERETTAN,09/04/2024,14:00,Helsingborg,Brage,2.38,3.4,2.9,2.0,1.85,1.75,2.0,D,D,D,O,U,U,N,Y,N
SOUTH AFRICA - PREMIER LEAGUE,09/04/2024,14:30,Cape Town Spurs,Mamelodi Sundowns,9.0,4.55,1.34,1.82,1.93,2.2,1.6,A,D,A,O,O,U,N,Y,N
SCOTLAND - CHAMPIONSHIP,09/04/2024,15:45,Ayr,Morton,2.9,3.5,2.2,1.95,1.9,1.73,2.0,H,A,A,U,O,O,Y,Y,Y
SCOTLAND - CHAMPIONSHIP,09/04/2024,15:45,Raith,Airdrieonians,1.91,3.5,3.5,1.98,1.88,1.8,1.91,H,A,A,U,O,O,Y,Y,Y
WALES - CYMRU PREMIER,09/04/2024,15:45,TNS,Bala,1.17,6.6,13.0,1.38,2.8,2.02,1.7,A,D,A,O,U,O,Y,N,Y
WALES - CYMRU PREMIER,09/04/2024,15:45,Pontypridd,Aberystwyth,2.18,3.35,3.1,2.07,1.7,1.88,1.83,A,D,A,O,U,O,Y,N,Y
ENGLAND - CHAMPIONSHIP,09/04/2024,15:45,Millwall,Leicester,5.0,3.75,1.67,1.93,1.93,1.83,1.83,A,D,H,U,O,O,N,N,N
ENGLAND - CHAMPIONSHIP,09/04/2024,15:45,Sheffield Wed,Norwich,3.2,3.3,2.3,1.93,1.93,1.67,2.1,A,D,H,U,O,O,N,N,N
