League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA MX,14/04/2024,00:10,Monterrey,U.A.N.L.- Tigres,2.1,3.4,3.5,1.95,1.9,1.7,2.05,A,A,D,U,U,O,Y,N,Y
JAPAN - J2 LEAGUE,14/04/2024,02:00,Blaublitz,Okayama,2.75,3.0,2.4,2.6,1.48,2.2,1.62,D,D,D,O,U,O,N,Y,N
JAPAN - J2 LEAGUE,14/04/2024,02:00,Renofa Yamaguchi,Kusatsu,1.73,3.5,4.33,2.25,1.62,2.1,1.67,D,D,D,O,U,O,N,Y,N
JAPAN - J2 LEAGUE,14/04/2024,02:00,Yokohama FC,Fujieda MYFC,1.45,4.33,5.75,1.67,2.15,1.8,1.91,D,D,D,O,U,O,N,Y,N
JAPAN - J2 LEAGUE,14/04/2024,02:00,Kumamoto,Kofu,3.1,3.4,2.2,2.0,1.85,1.73,2.0,D,D,D,O,U,O,N,Y,N
AUSTRALIA - A-LEAGUE,14/04/2024,02:00,Melbourne City,Perth Glory,1.36,5.25,7.5,1.33,3.4,1.57,2.25,A,A,D,U,O,U,Y,N,Y
SOUTH KOREA - K LEAGUE 1,14/04/2024,02:00,Suwon FC,Daejeon,2.38,3.3,2.6,1.75,2.05,1.62,2.2,A,H,H,U,O,O,Y,Y,Y
SOUTH KOREA - K LEAGUE 2,14/04/2024,02:00,Jeonnam,Ansan Greeners,1.57,3.75,4.5,1.62,2.25,1.67,2.1,D,H,H,O,O,O,Y,N,Y
JAPAN - J1 LEAGUE,14/04/2024,03:00,Gamba Osaka,Sagan Tosu,1.95,3.6,3.8,1.95,1.9,1.8,1.95,H,D,A,U,U,U,Y,Y,N
SOUTH KOREA - K LEAGUE 2,14/04/2024,04:30,Asan,Cheonan City,1.7,3.4,4.2,1.9,1.9,1.8,1.91,D,H,H,O,O,O,Y,N,Y
SOUTH KOREA - K LEAGUE 2,14/04/2024,04:30,Suwon Bluewings,Gimpo FC,1.57,3.5,5.25,2.1,1.7,2.1,1.67,D,H,H,O,O,O,Y,N,Y
CHINA - SUPER LEAGUE,14/04/2024,04:30,Changchun Yatai,Chengdu Rongcheng,5.0,4.0,1.67,1.73,2.08,1.75,2.0,D,D,H,U,O,U,Y,Y,N
SOUTH KOREA - K LEAGUE 1,14/04/2024,04:30,Incheon,Daegu,2.15,3.2,3.4,2.25,1.62,1.91,1.8,A,H,H,U,O,O,Y,Y,Y
ROMANIA - LIGA 2,14/04/2024,05:00,Unirea Slobozia,Gloria Buzau,2.5,3.1,2.9,2.22,1.65,1.87,1.83,H,H,H,U,U,U,N,Y,N
AUSTRIA - 2. LIGA,14/04/2024,05:30,Lafnitz,Amstetten,2.4,3.5,2.65,1.65,2.15,1.55,2.3,H,H,D,O,U,O,N,N,Y
AUSTRIA - 2. LIGA,14/04/2024,05:30,Sturm Graz (Am),Horn,2.52,3.3,2.62,1.65,2.15,1.52,2.35,H,H,D,O,U,O,N,N,Y
UKRAINE - PREMIER LEAGUE,14/04/2024,07:00,Vorskla Poltava,Shakhtar Donetsk,8.75,5.1,1.28,1.57,2.12,1.98,1.65,D,D,D,U,U,O,Y,Y,N
SPAIN - PRIMERA RFEF,14/04/2024,07:00,Murcia,Melilla,1.62,3.1,5.75,2.5,1.5,2.5,1.5,A,D,H,O,U,U,Y,N,N
PORTUGAL - LIGA PORTUGAL 2,14/04/2024,07:00,Pacos Ferreira,Nacional,2.63,3.2,2.55,2.0,1.85,1.73,2.0,D,A,A,U,O,U,Y,Y,Y
SPAIN - PRIMERA RFEF,14/04/2024,07:00,Baleares,UD Ibiza,6.5,3.8,1.44,2.15,1.67,2.38,1.53,A,D,H,O,U,U,Y,N,N
SPAIN - PRIMERA RFEF,14/04/2024,07:00,Ceuta,Linares,1.5,3.5,5.75,1.85,1.95,1.91,1.8,A,D,H,O,U,U,Y,N,N
SPAIN - PRIMERA RFEF,14/04/2024,07:00,Osasuna B,Sabadell,2.25,2.9,3.1,2.25,1.62,1.83,1.83,A,D,H,O,U,U,Y,N,N
NETHERLANDS - EREDIVISIE,14/04/2024,07:15,Heracles,Heerenveen,2.63,3.5,2.6,1.62,2.25,1.53,2.38,A,H,A,U,O,O,Y,N,Y
TURKEY - 1. LIG,14/04/2024,07:30,Tuzlaspor,Goztepe,4.75,3.4,1.73,2.05,1.75,1.91,1.8,H,D,D,U,O,O,N,Y,N
POLAND - EKSTRAKLASA,14/04/2024,07:30,LKS Lodz,Radomiak Radom,3.75,3.5,1.95,1.95,1.9,1.8,1.95,H,A,A,U,U,U,Y,N,Y
ROMANIA - LIGA 1,14/04/2024,07:30,FC Botosani,U Craiova 1948,2.3,3.0,3.1,2.1,1.7,1.83,1.83,A,D,H,U,U,O,N,N,Y
ITALY - SERIE A,14/04/2024,07:30,Napoli,Frosinone,1.33,5.5,8.0,1.44,2.75,1.7,2.05,H,D,A,O,U,U,Y,N,N
TURKEY - SUPER LIG,14/04/2024,07:30,Pendikspor,Basaksehir,2.55,3.4,2.8,1.9,1.95,1.67,2.1,D,D,H,O,U,U,Y,Y,N
POLAND - DIVISION 1,14/04/2024,07:40,Lechia Gdansk,Termalica B-B.,1.5,4.0,6.0,1.73,2.08,1.83,1.83,H,D,A,O,U,O,Y,N,N
FRANCE - LIGUE 1,14/04/2024,08:00,Le Havre,Nantes,2.4,2.9,3.4,2.75,1.44,2.1,1.67,A,H,D,O,O,U,N,Y,Y
SWEDEN - SUPERETTAN,14/04/2024,08:00,Trelleborg,Sandviken,2.4,3.2,3.0,2.05,1.75,1.8,1.95,H,H,D,O,O,O,Y,Y,Y
SCOTLAND - PREMIERSHIP,14/04/2024,08:00,Ross County,Rangers,12.0,7.5,1.18,1.44,2.75,2.05,1.7,D,D,D,O,U,O,Y,N,Y
CHINA - SUPER LEAGUE,14/04/2024,08:00,Tianjin Jinmen Tiger,Meizhou Hakka,1.44,4.33,8.5,1.67,2.15,1.91,1.91,D,D,H,U,O,U,Y,Y,N
