Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-02,00:15:00,MEXICO - LIGA MX,Toluca,U.A.N.L.- Tigres,2.18,3.8,3.9,3.45,1.92,2.06,1.81,2.06,D,D,H,O,O,O,Y,Y,N
2025-02-02,07:00:00,SPAIN - SEGUNDA RFEF,Valencia B,Mallorca B,1.43,8.0,12.0,3.85,1.6,2.32,2.52,1.53,A,A,D,U,U,U,N,Y,Y
2025-02-02,07:00:00,SPAIN - SEGUNDA RFEF,San Sebastian Reyes,Atl. Paso,1.5,7.0,11.0,3.65,1.61,2.24,2.34,1.59,A,A,D,U,U,U,N,Y,Y
2025-02-02,07:30:00,TURKEY - SUPER LIG,Adana Demirspor,Kasimpasa,5.3,1.71,1.73,4.3,2.72,1.55,1.6,2.5,A,H,H,O,U,U,N,N,Y
2025-02-02,07:30:00,TURKEY - 1. LIG,Sanliurfaspor,Istanbulspor AS,3.85,2.02,2.06,3.6,1.95,1.91,1.76,2.12,H,A,D,O,O,O,N,Y,Y
2025-02-02,07:30:00,TURKEY - 1. LIG,Umraniyespor,Ankaragucu,3.2,2.36,2.42,3.55,2.08,1.83,1.71,2.24,H,A,D,O,O,O,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Tenerife B,Illescas,1.61,6.0,9.8,3.4,1.56,2.38,2.12,1.52,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Torreense,3.9,2.12,2.22,3.35,1.75,2.22,1.91,1.97,H,A,D,O,U,U,Y,N,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,SD Ejea,Zaragoza B,1.77,3.9,7.2,2.84,1.5,1.7,1.05,1.05,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Juventud Torremolinos,CD Estepona,2.28,3.9,4.9,2.72,1.44,2.74,2.12,1.65,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Villanovense,San Fernando CD,3.3,2.36,2.86,2.62,1.41,2.92,2.2,1.6,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Andratx,Olot,3.1,2.6,3.15,2.42,1.41,2.86,2.12,1.58,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Terrassa,Pena Deportiva,1.69,5.0,6.8,3.4,1.65,2.08,1.93,1.65,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Cadiz CF B,UCAM Murcia,4.6,1.74,2.0,3.05,1.6,2.12,2.12,1.7,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Torrent,Elche B,2.24,3.7,4.9,2.58,1.41,2.8,2.24,1.64,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Deportivo La Coruna II,Pontevedra,4.4,1.81,2.16,3.0,1.61,2.28,1.98,1.73,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,CD Ibiza Islas Pitiusas,Sabadell,3.9,2.2,2.54,2.72,1.45,2.78,2.18,1.68,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Rayo Cantabria,Torrelavega,1.95,3.4,5.1,3.0,1.8,2.0,1.81,1.94,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Numancia,Bergantinos CF,1.35,10.0,14.5,4.3,1.71,2.12,2.5,1.51,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Linares Deportivo,Almeria II,2.3,3.05,4.2,2.88,1.53,2.48,2.04,1.74,A,A,D,U,U,U,N,Y,Y
2025-02-02,08:00:00,SPAIN - SEGUNDA RFEF,Atletico Baleares,Cornella,1.61,6.2,9.2,3.0,1.45,2.74,2.52,1.46,A,A,D,U,U,U,N,Y,Y
