Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-03-01,00:00:00,MEXICO - LIGA MX,Mazatlan FC,Cruz Azul,5.1,1.78,1.82,3.9,1.97,2.0,1.87,1.98,H,H,D,U,U,O,N,Y,Y
2025-03-01,01:00:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Shonan Bellmare,2.36,2.98,3.2,3.6,2.2,1.76,1.62,2.42,A,A,H,O,O,O,Y,Y,N
2025-03-01,01:00:00,AUSTRALIA - A-LEAGUE,Auckland FC,Adelaide United,1.83,4.5,4.7,4.1,2.56,1.59,1.6,2.54,H,A,D,O,O,U,Y,N,Y
2025-03-01,01:00:00,JAPAN - J2 LEAGUE,Vegalta Sendai,Oita Trinita,2.12,4.2,4.7,3.05,1.53,2.66,2.18,1.75,A,D,D,U,U,O,N,N,Y
2025-03-01,02:00:00,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Iwata,2.32,3.05,3.35,3.55,2.08,1.8,1.66,2.32,A,D,D,U,U,O,N,N,Y
2025-03-01,02:00:00,JAPAN - J2 LEAGUE,Sagan Tosu,FC Imabari,2.22,3.8,4.2,3.15,1.6,2.48,2.06,1.83,A,D,D,U,U,O,N,N,Y
2025-03-01,02:00:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Blaublitz,4.5,1.99,2.04,3.4,1.75,2.18,1.94,1.92,A,D,D,U,U,O,N,N,Y
2025-03-01,02:00:00,JAPAN - J2 LEAGUE,Chiba,Montedio Yamagata,2.02,3.7,4.0,3.75,2.12,1.8,1.69,2.28,A,D,D,U,U,O,N,N,Y
2025-03-01,02:00:00,JAPAN - J1 LEAGUE,Kashima Antlers,FC Tokyo,2.02,4.4,4.7,3.3,1.69,2.3,2.04,1.84,A,A,H,O,O,O,Y,Y,N
2025-03-01,02:00:00,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Jeonbuk,2.44,3.05,3.25,3.35,1.86,2.04,1.8,2.08,A,D,A,U,U,U,Y,Y,N
2025-03-01,02:00:00,SOUTH KOREA - K LEAGUE 2,Incheon,Suwon Bluewings,2.58,3.15,3.45,3.0,1.79,2.12,1.79,2.12,D,D,A,O,O,U,Y,N,Y
2025-03-01,03:00:00,AUSTRALIA - A-LEAGUE,Brisbane Roar,Melbourne Victory,4.2,1.87,1.89,4.3,2.5,1.61,1.61,2.48,H,A,D,O,O,U,Y,N,Y
2025-03-01,03:00:00,JAPAN - J1 LEAGUE,Vissel Kobe,Avispa Fukuoka,1.74,6.0,6.8,3.45,1.55,2.6,2.38,1.64,A,A,H,O,O,O,Y,Y,N
2025-03-01,03:00:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,Kyoto,1.81,4.4,4.9,4.1,2.3,1.67,1.68,2.28,A,A,H,O,O,O,Y,Y,N
2025-03-01,04:30:00,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Gimpo FC,3.9,1.97,2.18,2.8,1.57,1.61,1.05,1.05,D,D,A,O,O,U,Y,N,Y
2025-03-01,04:30:00,SOUTH KOREA - K LEAGUE 1,Pohang,Daegu,2.44,2.98,3.2,3.45,1.96,1.96,1.76,2.16,A,D,A,U,U,U,Y,Y,N
2025-03-01,04:30:00,SOUTH KOREA - K LEAGUE 2,Seoul E-Land,Jeonnam,2.38,2.96,3.25,3.45,2.02,1.72,1.68,2.26,D,D,A,O,O,U,Y,N,Y
2025-03-01,04:30:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Anyang,2.2,3.95,4.4,3.1,1.56,2.58,2.16,1.85,A,D,A,U,U,U,Y,Y,N
2025-03-01,04:30:00,CHINA - SUPER LEAGUE,Qingdao Hainiu,Shenzhen Xinpengcheng,2.44,3.2,3.5,3.15,1.79,2.08,1.79,2.04,D,H,H,O,O,O,N,Y,N
2025-03-01,05:35:00,AUSTRALIA - A-LEAGUE,Macarthur FC,Sydney FC,3.4,2.18,2.22,3.95,3.1,1.47,1.45,3.05,H,A,D,O,O,U,Y,N,Y
2025-03-01,06:00:00,ROMANIA - LIGA 2,Selimbar,CSM Slatina,3.15,2.18,2.6,2.74,1.66,2.04,1.84,1.9,A,A,D,U,O,U,N,Y,N
2025-03-01,06:00:00,ROMANIA - LIGA 2,Chindia Targoviste,Concordia,2.66,2.6,3.1,2.74,1.64,2.16,1.88,1.87,A,A,D,U,O,U,N,Y,N
2025-03-01,06:00:00,ROMANIA - LIGA 2,FC Voluntari,CSM Focsani,1.34,12.0,21.0,3.7,1.55,2.34,2.72,1.45,A,A,D,U,O,U,N,Y,N
2025-03-01,06:00:00,ROMANIA - LIGA 2,ASA Unirea Ungheni,Csikszereda M. Ciuc,4.1,1.87,2.12,2.94,1.62,2.2,2.02,1.75,A,A,D,U,O,U,N,Y,N
2025-03-01,06:00:00,ROMANIA - LIGA 2,ACS Muscelul,CSM Resita,6.0,1.52,1.65,3.55,1.85,1.96,2.02,1.75,A,A,D,U,O,U,N,Y,N
2025-03-01,06:00:00,ROMANIA - LIGA 2,CS Afumati,Bihor Oradea,2.46,2.88,3.2,2.88,1.63,2.12,1.9,1.9,A,A,D,U,O,U,N,Y,N
2025-03-01,07:00:00,BULGARIA - PARVA LIGA,Krumovgrad,CSKA 1948 Sofia,2.68,3.25,3.55,2.88,1.5,2.64,2.14,1.74,A,A,A,U,U,U,N,Y,Y
2025-03-01,07:30:00,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Kalju,4.9,1.56,1.64,4.0,2.52,1.53,1.67,2.06,H,A,D,U,O,O,N,N,Y
2025-03-01,07:30:00,TURKEY - 1. LIG,Erokspor A.S,Amed Sportif Faaliyetler,2.68,2.76,3.05,3.2,1.74,2.12,1.86,1.98,H,A,H,O,U,U,Y,N,Y
2025-03-01,08:00:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Felgueiras,2.64,3.1,3.3,3.1,1.61,2.44,1.99,1.8,D,A,A,O,O,O,N,Y,Y
2025-03-01,08:00:00,UKRAINE - PREMIER LEAGUE,Inhulets Petrove,Kryvbas,14.0,1.26,1.31,5.4,1.98,1.86,2.38,1.54,A,H,H,U,O,O,N,N,Y
2025-03-01,08:00:00,ARMENIA - PREMIER LEAGUE,Van,Alashkert,1.82,3.1,4.9,3.85,1.9,1.62,1.79,1.05,A,H,A,O,O,U,Y,Y,N
2025-03-01,08:30:00,ROMANIA - LIGA 2,FC Arges,Metalul Buzau,1.16,3.55,1000.0,2.88,1.38,1.96,2.0,1.55,A,A,D,U,O,U,N,Y,N
2025-03-01,08:35:00,CHINA - SUPER LEAGUE,Shanghai Shenhua,Beijing Guoan,1.84,4.0,4.6,4.0,2.4,1.58,1.62,2.38,D,H,H,O,O,O,N,Y,N
