Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-05-15,00:00,MEXICO 1,Tigres UANL,Toluca,2.25,3.5,3.0,1.62,2.3,1.95,1.8,D,A,H,O,O,U,N,N,Y
2025-05-15,09:15,BULGARIA 1,Krumovgrad,Slavia Sofia,3.1,2.55,2.88,1.52,2.42,2.1,1.67,D,H,H,U,U,U,N,Y,Y
2025-05-15,10:00,PARAGUAY 2,Sp. Carapegua,Resistencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,D,O,U,U,Y,Y,N
2025-05-15,10:00,PARAGUAY 2,Encarnacion FC,Rubio Nu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,D,O,U,U,Y,Y,N
2025-05-15,10:00,TURKEY 2,Bandirmaspor,Erzurumspor,2.7,2.63,3.1,1.65,2.1,1.83,1.83,H,H,A,O,U,U,N,N,N
2025-05-15,12:55,SAUDI ARABIA 1,Al Qadisiya,Al Wehda,1.3,7.0,5.75,2.52,1.53,1.91,1.8,A,A,D,O,O,O,Y,N,Y
2025-05-15,13:00,FINLAND 2,Tampere Utd,EPS,1.53,3.9,5.0,2.6,1.48,1.53,2.38,D,D,D,U,O,U,N,Y,Y
2025-05-15,13:00,ESTONIA 2,Tartu Welco,Nomme Utd,2.12,2.72,3.65,0.0,0.0,0.0,0.0,H,A,H,U,U,U,N,Y,Y
2025-05-15,13:05,SAUDI ARABIA 1,Al Riyadh,Al Shabab,3.8,1.75,4.0,2.42,1.57,1.57,2.25,A,A,D,O,O,O,Y,N,Y
2025-05-15,14:00,SPAIN 1,Rayo Vallecano,Betis,3.1,2.4,3.25,1.87,1.95,1.75,2.0,A,D,H,U,O,O,Y,N,N
2025-05-15,14:00,SPAIN 1,Osasuna,Atl. Madrid,3.6,2.1,3.3,1.78,2.05,1.91,1.91,A,D,H,U,O,O,Y,N,N
2025-05-15,14:00,DENMARK 2,Esbjerg,Hvidovre IF,2.25,2.88,3.6,2.2,1.62,1.53,2.38,H,A,D,O,U,U,N,N,N
2025-05-15,14:00,SWEDEN 1,Djurgarden,Mjallby,2.35,2.9,3.4,1.65,2.15,1.95,1.8,A,D,A,O,O,U,Y,N,N
2025-05-15,14:00,SWEDEN 1,Elfsborg,Brommapojkarna,1.8,4.0,4.0,2.2,1.62,1.62,2.2,A,D,A,O,O,U,Y,N,N
2025-05-15,14:00,SWEDEN 1,Goteborg,Oster,1.53,6.0,4.2,2.0,1.75,1.91,1.91,A,D,A,O,O,U,Y,N,N
2025-05-15,14:00,NORWAY 2,Ranheim,Raufoss,2.05,3.4,3.6,2.0,1.72,1.67,2.1,D,H,A,O,O,O,N,Y,Y
2025-05-15,14:00,SWEDEN 1,Varnamo,Malmo FF,6.0,1.53,4.1,1.9,1.83,1.95,1.8,A,D,A,O,O,U,Y,N,N
2025-05-15,14:00,TURKEY 2,Istanbulspor AS,Boluspor,1.85,3.9,3.7,2.0,1.72,1.67,2.1,H,H,A,O,U,U,N,N,N
2025-05-15,14:00,SWEDEN 1,Norrkoping,Degerfors,1.85,3.9,3.7,1.95,1.78,1.7,2.05,A,D,A,O,O,U,Y,N,N
2025-05-15,14:15,BULGARIA 1,Septemvri Sofia,Hebar,1.38,7.0,5.0,2.72,1.42,1.62,2.2,D,H,H,U,U,U,N,Y,Y
2025-05-15,14:45,PORTUGAL 2,Penafiel,Chaves,3.2,2.1,3.4,1.78,1.95,1.8,1.91,H,A,D,U,O,O,Y,Y,N
2025-05-15,15:00,SAUDI ARABIA 1,Al Raed,Al Ittihad,7.5,1.27,6.0,2.9,1.42,1.8,1.91,A,A,D,O,O,O,Y,N,Y
2025-05-15,15:30,SWITZERLAND 1,Servette,Lugano,2.2,3.1,3.5,2.15,1.65,1.53,2.38,D,A,H,U,U,O,N,N,Y
2025-05-15,15:30,POLAND 1,Widzew Lodz,Legia,3.7,1.95,3.5,2.05,1.72,1.62,2.2,A,H,A,O,U,O,N,Y,N
2025-05-15,15:30,SWITZERLAND 1,Young Boys,Luzern,1.8,3.8,4.0,2.5,1.5,1.44,2.63,D,A,H,U,U,O,N,N,Y
2025-05-15,15:45,ENGLAND 5,Rochdale,Southend,2.6,2.7,3.3,1.75,2.0,1.7,2.05,D,H,D,O,U,U,N,N,N
2025-05-15,16:00,ENGLAND 3,Charlton,Wycombe,2.15,3.4,3.3,1.6,2.25,1.95,1.8,D,D,A,U,O,U,Y,N,Y
2025-05-15,16:30,SPAIN 1,Espanyol,Barcelona,7.5,1.33,5.5,2.7,1.47,1.75,2.0,A,D,H,U,O,O,Y,N,N
2025-05-15,16:30,SPAIN 1,Getafe,Ath Bilbao,3.5,2.5,2.7,1.4,2.95,2.25,1.57,A,D,H,U,O,O,Y,N,N
2025-05-15,16:45,PORTUGAL 2,Mafra,Torreense,3.5,2.05,3.5,1.9,1.85,1.73,2.0,H,A,D,U,O,O,Y,Y,N
2025-05-15,17:30,ECUADOR 2,Guayaquil City,Leones del Norte,1.98,3.7,3.2,1.47,2.32,2.07,1.6,D,D,H,O,O,O,N,N,Y
2025-05-15,19:00,COPA SUDAMERICANA,Independiente (Arg),Guarani (Par),1.36,11.0,4.33,1.87,1.95,2.25,1.57,H,A,A,U,U,U,Y,Y,N
2025-05-15,19:00,COPA LIBERTADORES,Palmeiras (Bra),Bolivar (Bol),1.25,10.0,6.25,2.62,1.5,1.95,1.8,H,A,H,O,U,O,Y,Y,N
2025-05-15,19:00,COPA LIBERTADORES,Talleres Cordoba (Arg),Alianza Lima (Per),1.65,5.5,3.7,1.72,2.15,2.1,1.67,H,A,H,O,U,O,Y,Y,N
2025-05-15,19:00,COPA LIBERTADORES,Nacional (Uru),Internacional (Bra),2.9,2.7,3.0,1.65,2.25,1.95,1.8,H,A,H,O,U,O,Y,Y,N
2025-05-15,19:00,COPA SUDAMERICANA,Racing Montevideo (Uru),Corinthians (Bra),5.25,1.66,3.6,1.65,2.25,2.2,1.62,H,A,A,U,U,U,Y,Y,N
2025-05-15,21:00,ECUADOR 2,San Antonio,Nueve de Octubre,1.72,5.0,3.2,1.45,2.37,2.22,1.52,D,D,H,O,O,O,N,N,Y
2025-05-15,21:30,COPA SUDAMERICANA,Atletico-MG (Bra),Caracas (Ven),1.1,21.0,7.5,2.8,1.44,2.25,1.57,H,A,A,U,U,U,Y,Y,N
2025-05-15,21:30,COPA LIBERTADORES,River Plate (Arg),Ind. del Valle (Ecu),1.38,11.0,4.1,1.75,2.1,2.5,1.5,H,A,H,O,U,O,Y,Y,N
2025-05-15,21:30,COLOMBIA 1,Ind. Medellin,Deportes Tolima,1.95,4.1,3.1,1.5,2.47,2.2,1.62,H,H,A,O,O,U,N,Y,Y
2025-05-15,21:30,COPA LIBERTADORES,Flamengo RJ (Bra),LDU Quito (Ecu),1.17,15.0,7.5,2.32,1.62,2.5,1.5,H,A,H,O,U,O,Y,Y,N
2025-05-15,21:35,BRAZIL 2,Ferroviaria,Avai,2.4,3.1,2.9,1.47,2.57,2.2,1.62,A,A,A,O,U,U,Y,N,Y
2025-05-15,23:00,MEXICO 1,Cruz Azul,Club America,2.6,2.9,3.0,1.65,2.25,1.95,1.8,D,A,H,O,O,U,N,N,Y
2025-05-15,23:00,COPA SUDAMERICANA,Cienciano (Per),Deportes Iquique (Chi),1.53,7.0,3.75,1.87,1.95,2.0,1.73,H,A,A,U,U,U,Y,Y,N
2025-05-15,23:00,COPA SUDAMERICANA,Once Caldas (Col),GV San Jose (Bol),1.1,26.0,7.5,2.4,1.57,3.25,1.33,H,A,A,U,U,U,Y,Y,N
