League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA DE EXPANSION MX,16/08/2024,00:05,Tampico Madero,Correcaminos,2.1,3.25,3.3,1.9,1.82,1.7,1.93,H,H,A,U,O,U,Y,Y,Y
INDONESIA - LIGA 1,16/08/2024,05:30,Malut United,Persebaya,2.9,3.05,2.4,2.0,1.65,1.75,1.85,D,A,H,O,U,U,N,Y,N
INDONESIA - LIGA 1,16/08/2024,05:30,PSBS Biak Numfor,PSM Makassar,3.25,3.2,2.15,1.78,1.93,1.57,2.1,D,A,H,O,U,U,N,Y,N
SOUTH KOREA - K LEAGUE 1,16/08/2024,07:30,Daegu,Gimcheon Sangmu,2.9,3.1,2.3,2.05,1.8,1.73,2.0,A,D,H,U,O,U,Y,N,N
SOUTH KOREA - K LEAGUE 1,16/08/2024,07:30,Seoul,Jeju Utd,1.9,3.4,3.6,1.93,1.93,1.73,2.0,A,D,H,U,O,U,Y,N,N
CHINA - SUPER LEAGUE,16/08/2024,08:00,Henan Songshan Longmen,Cangzhou,1.91,3.9,3.5,1.73,2.08,1.67,2.1,D,A,D,U,O,U,Y,N,Y
MONGOLIA - PREMIER LEAGUE,16/08/2024,08:15,FC Ulaanbaatar,Falcons,5.3,4.85,1.4,1.27,3.28,1.43,2.73,A,A,H,O,O,U,N,N,N
CHINA - SUPER LEAGUE,16/08/2024,08:35,Tianjin Jinmen Tiger,Wuhan Three Towns,1.91,3.8,3.5,1.67,2.15,1.62,2.2,D,A,D,U,O,U,Y,N,Y
CHINA - SUPER LEAGUE,16/08/2024,09:00,Beijing Guoan,Zhejiang Professional,1.67,4.33,4.5,1.33,3.4,1.36,3.0,D,A,D,U,O,U,Y,N,Y
THAILAND - THAI LEAGUE 1,16/08/2024,09:00,Pathum United,Rayong FC,1.26,5.2,11.0,1.47,2.5,1.87,1.85,D,A,D,O,U,U,Y,Y,N
INDONESIA - LIGA 1,16/08/2024,09:00,Barito Putera,Madura United,2.2,3.5,2.87,1.65,1.98,1.57,2.12,D,A,H,O,U,U,N,Y,N
