Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-06-01,02:00,JAPAN 2,Iwaki,Kumamoto,2.63,2.6,3.2,1.7,2.07,1.83,1.83,D,H,A,O,U,U,N,Y,Y
2025-06-01,03:00,JAPAN 1,Shonan Bellmare,Okayama,2.55,2.9,3.0,1.55,2.45,2.0,1.75,A,D,A,U,O,U,Y,Y,N
2025-06-01,03:00,JAPAN 1,Cerezo Osaka,Shimizu S-Pulse,2.3,2.9,3.5,1.98,1.83,1.67,2.1,A,D,A,U,O,U,Y,Y,N
2025-06-01,04:00,JAPAN 1,Urawa Reds,Yokohama FC,2.05,3.9,3.1,1.55,2.47,2.1,1.67,A,D,A,U,O,U,Y,Y,N
2025-06-01,04:30,SOUTH KOREA 2,Asan,Gimpo FC,2.1,3.3,3.1,1.65,2.15,1.91,1.8,D,H,A,U,O,U,Y,N,N
2025-06-01,07:00,SOUTH KOREA 2,Cheonan City,Incheon,6.5,1.36,4.5,2.07,1.7,2.0,1.73,D,H,A,U,O,U,Y,N,N
2025-06-01,07:00,SOUTH KOREA 2,Suwon Bluewings,Bucheon FC 1995,1.73,4.1,3.7,1.9,1.83,1.73,2.0,D,H,A,U,O,U,Y,N,N
2025-06-01,07:00,SPAIN 4,CF Talavera,Torrent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,D,A,O,O,U,N,Y,Y
2025-06-01,07:00,SOUTH KOREA 1,Pohang,Gangwon,2.05,3.9,3.25,1.62,2.2,2.0,1.73,A,D,A,O,O,U,N,N,N
2025-06-01,07:00,SOUTH KOREA 1,Gimcheon Sangmu,Suwon FC,1.65,4.75,4.0,2.07,1.7,1.73,2.0,A,D,A,O,O,U,N,N,N
2025-06-01,07:00,SOUTH KOREA 1,Daegu,Gwangju FC,3.4,2.2,3.3,1.75,2.02,1.83,1.83,A,D,A,O,O,U,N,N,N
2025-06-01,07:00,UKRAINE 1,Vorskla Poltava,Kudrivka-Nyva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,U,Y,Y,Y
2025-06-01,08:30,ESTONIA 1,Parnu JK Vaprus,Kuressaare,1.85,3.6,3.45,2.02,1.62,0.0,0.0,A,A,A,U,U,U,N,N,N
2025-06-01,09:00,SWEDEN 1,Halmstad,Djurgarden,3.75,2.0,3.4,1.83,1.91,1.8,1.95,A,D,D,O,U,U,N,Y,N
2025-06-01,09:00,FINLAND 2,Rovaniemi,EPS,2.05,2.75,3.9,2.6,1.48,1.44,2.63,D,D,A,O,O,U,N,N,Y
2025-06-01,09:00,SWEDEN 1,Brommapojkarna,Goteborg,2.55,2.63,3.5,1.98,1.78,1.67,2.1,A,D,D,O,U,U,N,Y,N
2025-06-01,09:00,SWEDEN 1,Malmo FF,Hacken,1.53,5.5,4.33,2.25,1.6,1.7,2.05,A,D,D,O,U,U,N,Y,N
2025-06-01,09:30,UKRAINE 1,Metalist 1925,Livyi Bereg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,U,Y,Y,Y
2025-06-01,09:30,NORWAY 1,Fredrikstad,Sarpsborg 08,2.2,3.0,3.6,1.95,1.8,1.67,2.1,A,A,A,O,U,O,N,N,Y
2025-06-01,10:00,PARAGUAY 1,Olimpia Asuncion,Recoleta,1.57,5.5,3.9,1.83,1.91,2.0,1.73,A,A,A,O,O,O,Y,Y,Y
2025-06-01,10:00,SWEDEN 2,Sundsvall,Falkenberg,2.63,2.55,3.4,1.75,1.95,1.8,1.95,D,H,A,O,O,O,Y,N,Y
