League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
SOUTH KOREA - K LEAGUE 2,27/05/2024,07:30,Bucheon FC 1995,Asan,2.35,2.88,3.0,2.25,1.62,1.83,1.83,A,H,A,O,U,O,N,Y,Y
SOUTH KOREA - K LEAGUE 2,27/05/2024,07:30,Ansan Greeners,Busan,4.75,3.7,1.6,1.88,1.93,1.83,1.83,A,H,A,O,U,O,N,Y,Y
EGYPT - PREMIER LEAGUE,27/05/2024,10:00,Pyramids,El Gouna,1.31,4.75,8.75,1.5,2.25,1.8,1.8,A,D,H,O,U,O,N,Y,Y
FINLAND - VEIKKAUSLIIGA,27/05/2024,12:00,VPS,Inter Turku,1.83,3.7,3.7,1.67,2.15,1.62,2.2,H,D,D,U,O,O,N,N,Y
FINLAND - VEIKKAUSLIIGA,27/05/2024,12:00,Lahti,SJK,3.25,3.5,1.91,1.85,2.0,1.8,1.95,H,D,D,U,O,O,N,N,Y
EGYPT - PREMIER LEAGUE,27/05/2024,13:00,Al Ittihad,Zamalek,3.75,3.1,2.0,1.93,1.7,1.75,1.85,A,D,H,O,U,O,N,Y,Y
ESTONIA - MEISTRILIIGA,27/05/2024,13:00,Tammeka,Narva,1.9,3.55,3.3,1.65,1.98,1.61,2.25,D,H,H,U,U,U,Y,N,N
BULGARIA - PARVA LIGA,27/05/2024,14:00,Botev Plovdiv,Arda,4.1,3.9,1.8,1.67,2.15,1.62,2.2,H,H,D,U,O,O,N,N,N
BULGARIA - PARVA LIGA,27/05/2024,14:00,Slavia Sofia,CSKA 1948 Sofia,3.75,3.6,1.91,1.88,1.98,1.73,2.0,H,H,D,U,O,O,N,N,N
SWEDEN - SUPERETTAN,27/05/2024,14:00,Utsikten,Brage,2.3,3.4,2.88,1.98,1.88,1.75,2.0,A,D,D,O,U,O,Y,Y,Y
SWEDEN - SUPERETTAN,27/05/2024,14:00,Trelleborg,Sundsvall,1.73,3.8,4.2,1.75,2.05,1.7,2.05,A,D,D,O,U,O,Y,Y,Y
SWEDEN - ALLSVENSKAN,27/05/2024,14:00,Norrkoping,Varnamo,1.95,3.75,3.4,1.73,2.08,1.7,2.05,D,H,A,U,O,O,N,Y,N
ROMANIA - LIGA 1,27/05/2024,14:00,Csikszereda M. Ciuc,Din. Bucuresti,4.2,3.75,1.7,1.8,2.0,1.8,1.91,H,D,D,U,U,O,Y,N,N
NORWAY - OBOS-LIGAEN,27/05/2024,14:00,Stabaek,Egersund,1.95,3.8,3.2,1.48,2.6,1.44,2.63,H,H,H,U,U,O,N,Y,N
NORWAY - OBOS-LIGAEN,27/05/2024,14:00,Sandnes,Kongsvinger,3.5,4.75,1.7,1.4,2.88,1.5,2.5,H,H,H,U,U,O,N,Y,N
NORWAY - OBOS-LIGAEN,27/05/2024,14:00,Raufoss,Lyn,2.5,3.5,2.5,1.83,2.03,1.67,2.1,H,H,H,U,U,O,N,Y,N
NORWAY - OBOS-LIGAEN,27/05/2024,14:00,Mjondalen,Moss,2.45,3.5,2.6,1.7,2.1,1.57,2.25,H,H,H,U,U,O,N,Y,N
NORWAY - OBOS-LIGAEN,27/05/2024,14:00,Aalesund,Asane,2.0,3.75,3.1,1.65,2.2,1.57,2.25,H,H,H,U,U,O,N,Y,N
NORWAY - OBOS-LIGAEN,27/05/2024,14:00,Bryne,Ranheim,1.9,3.7,3.5,1.65,2.2,1.57,2.25,H,H,H,U,U,O,N,Y,N
SWEDEN - ALLSVENSKAN,27/05/2024,14:10,AIK,Goteborg,2.0,3.6,3.5,2.05,1.75,1.91,1.91,D,H,A,U,O,O,N,Y,N
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Ahli SC,Al Feiha,1.44,4.75,5.75,1.44,2.63,1.62,2.18,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Nassr,Al Ittihad,1.67,4.75,3.6,1.3,3.4,1.44,2.62,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Hazem,Abha,4.75,4.33,1.55,1.5,2.5,1.6,2.2,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Shabab,Al Fateh,1.6,3.9,5.25,1.53,2.38,1.55,2.32,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Khaleej,Al Riyadh,4.75,4.0,1.65,1.7,2.1,1.75,1.95,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Taee,Al Akhdoud,2.3,3.75,2.63,1.62,2.25,1.53,2.35,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Wehda,Al Hilal,8.0,6.0,1.29,1.36,3.0,1.7,2.05,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Damac,Al Raed,2.45,3.4,2.7,1.85,1.95,1.62,2.15,D,H,D,U,O,U,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/05/2024,15:00,Al Taawon,Al Ettifaq,1.91,3.5,3.7,1.7,2.1,1.62,2.15,D,H,D,U,O,U,Y,Y,Y
GERMANY - BUNDESLIGA,27/05/2024,15:30,Dusseldorf,Bochum,2.2,3.4,3.3,1.75,2.05,1.62,2.2,A,A,D,U,O,U,Y,N,Y
ICELAND - BESTA DEILD KARLA,27/05/2024,16:15,Fylkir,Kopavogur,2.1,3.85,2.9,1.5,2.42,1.47,2.5,A,H,D,U,U,U,N,N,N
PERU - LIGA 1,27/05/2024,16:30,Union Comercio,Cienciano,2.35,3.25,3.1,1.95,1.9,1.67,2.1,D,D,H,U,U,U,N,Y,N
BRAZIL - SERIE B,27/05/2024,19:00,Coritiba,Operario,2.0,3.1,4.1,2.6,1.48,2.25,1.57,H,D,D,O,O,U,N,N,N
BOLIVIA - DIVISION PROFESIONAL,27/05/2024,19:00,GV San Jose,SA Bulo Bulo,1.73,3.5,4.0,1.73,2.08,1.6,2.05,D,H,D,O,O,U,Y,Y,N
ARGENTINA - LIGA PROFESIONAL,27/05/2024,19:00,Union de Santa Fe,Barracas Central,2.05,3.1,4.1,2.5,1.5,2.1,1.67,H,D,D,U,U,U,Y,N,N
PARAGUAY - PRIMERA DIVISION,27/05/2024,20:30,General Caballero JLM,2 de Mayo,3.1,3.1,2.2,2.08,1.73,1.8,1.91,A,H,A,O,O,O,N,Y,N
BRAZIL - SERIE B,27/05/2024,21:00,Botafogo SP,Novorizontino,2.75,3.0,2.7,2.88,1.4,2.25,1.57,H,D,D,O,O,U,N,N,N
BOLIVIA - DIVISION PROFESIONAL,27/05/2024,21:00,Royal Pari,Independiente,1.7,3.8,4.33,1.8,2.0,1.73,2.0,D,H,D,O,O,U,Y,Y,N
ARGENTINA - LIGA PROFESIONAL,27/05/2024,21:00,Atl. Tucuman,Platense,2.1,3.0,4.33,2.88,1.4,2.25,1.57,H,D,D,U,U,U,Y,N,N
ECUADOR - LIGA PRO,27/05/2024,21:00,Libertad,Dep. Cuenca,2.6,3.1,2.63,2.15,1.67,1.83,1.83,D,H,H,O,U,U,N,N,Y
BRAZIL - SERIE B,27/05/2024,21:30,Avai,Goias,2.7,3.1,2.7,2.25,1.62,1.91,1.8,H,D,D,O,O,U,N,N,N
