League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA MX,06/04/2024,00:10,Club Tijuana,Necaxa,1.8,3.8,4.2,1.7,2.1,1.7,2.05,A,D,A,O,O,U,N,N,Y
AUSTRALIA - A-LEAGUE,06/04/2024,01:30,Western United,Macarthur FC,2.0,3.8,3.3,1.36,3.1,1.36,3.0,A,D,D,U,O,U,N,N,N
JAPAN - J1 LEAGUE,06/04/2024,02:00,Hokkaido Consadole Sapporo,Gamba Osaka,2.63,3.6,2.55,1.73,2.08,1.57,2.25,D,H,D,O,U,O,Y,N,N
SOUTH KOREA - K LEAGUE 2,06/04/2024,02:00,Anyang,Ansan Greeners,1.5,4.2,6.0,1.67,2.15,1.8,1.91,H,H,H,U,O,O,N,N,Y
SOUTH KOREA - K LEAGUE 1,06/04/2024,02:00,Ulsan HD,Suwon FC,1.62,3.8,5.25,1.67,2.15,1.67,2.1,D,D,D,U,O,U,Y,N,Y
AUSTRALIA - A-LEAGUE,06/04/2024,03:30,Central Coast Mariners,Wellington Phoenix,1.8,4.0,4.33,1.75,2.05,1.75,2.0,A,D,D,U,O,U,N,N,N
SOUTH KOREA - K LEAGUE 2,06/04/2024,04:30,Seoul E-Land,Gimpo FC,2.0,3.25,3.3,2.2,1.65,1.91,1.8,H,H,H,U,O,O,N,N,Y
SOUTH KOREA - K LEAGUE 2,06/04/2024,04:30,Asan,Seongnam,2.5,3.2,2.63,1.98,1.83,1.73,2.0,H,H,H,U,O,O,N,N,Y
SOUTH KOREA - K LEAGUE 1,06/04/2024,04:30,Gimcheon Sangmu,Gwangju FC,2.7,3.1,2.75,2.05,1.75,1.73,2.0,D,D,D,U,O,U,Y,N,Y
SOUTH KOREA - K LEAGUE 1,06/04/2024,04:30,Incheon,Jeju Utd,2.15,3.4,3.3,2.1,1.7,1.83,1.83,D,D,D,U,O,U,Y,N,Y
CHINA - SUPER LEAGUE,06/04/2024,04:30,Tianjin Jinmen Tiger,Chengdu Rongcheng,2.63,3.3,2.7,2.1,1.7,1.91,1.91,A,A,A,O,U,O,Y,Y,Y
ROMANIA - LIGA 2,06/04/2024,05:00,FC Arges,Ceahlaul,2.27,3.15,3.1,2.2,1.62,1.91,1.8,D,H,A,U,U,O,Y,N,Y
ROMANIA - LIGA 2,06/04/2024,05:00,CSM Slatina,Tunari,1.93,3.25,3.8,2.12,1.57,1.93,1.7,D,H,A,U,U,O,Y,N,Y
ROMANIA - LIGA 2,06/04/2024,05:00,CSC Dumbravita,CSM Resita,3.05,3.15,2.25,2.02,1.62,1.78,1.82,D,H,A,U,U,O,Y,N,Y
ROMANIA - LIGA 2,06/04/2024,05:00,Chindia Targoviste,Concordia,2.32,3.1,3.1,2.32,1.55,2.0,1.72,D,H,A,U,U,O,Y,N,Y
ROMANIA - LIGA 2,06/04/2024,05:00,Metaloglobus Bucharest,Alexandria,1.8,3.3,4.35,2.02,1.62,1.88,1.72,D,H,A,U,U,O,Y,N,Y
ROMANIA - LIGA 2,06/04/2024,05:30,Selimbar,Hunedoara,2.95,3.1,2.4,2.25,1.6,1.91,1.8,D,H,A,U,U,O,Y,N,Y
AUSTRALIA - A-LEAGUE,06/04/2024,05:45,Melbourne Victory,Melbourne City,2.25,3.6,3.1,1.6,2.3,1.5,2.5,A,D,D,U,O,U,N,N,N
ESTONIA - MEISTRILIIGA,06/04/2024,06:30,Kalju,Levadia,6.9,3.65,1.45,1.78,1.85,1.88,1.88,H,H,H,U,U,O,Y,N,N
PORTUGAL - LIGA PORTUGAL 2,06/04/2024,07:00,Penafiel,Os Belenenses,1.91,3.25,3.6,2.15,1.67,1.91,1.8,D,D,H,O,U,U,Y,N,Y
TURKEY - 1. LIG,06/04/2024,07:30,Bodrumspor,Keciorengucu,1.6,3.75,5.5,2.05,1.75,2.0,1.73,H,D,H,U,O,U,N,Y,Y
GERMANY - 2. BUNDESLIGA,06/04/2024,08:00,Elversberg,Magdeburg,2.38,3.75,2.8,1.53,2.4,1.44,2.63,A,H,D,O,O,O,N,Y,N
GERMANY - 2. BUNDESLIGA,06/04/2024,08:00,Nurnberg,Holstein Kiel,3.3,3.6,2.15,1.6,2.3,1.5,2.5,A,H,D,O,O,O,N,Y,N
GERMANY - 2. BUNDESLIGA,06/04/2024,08:00,Hamburger SV,Kaiserslautern,1.65,4.33,4.75,1.5,2.5,1.5,2.5,A,H,D,O,O,O,N,Y,N
SWEDEN - SUPERETTAN,06/04/2024,08:00,Ostersund,Trelleborg,1.8,3.6,4.2,1.88,1.98,1.75,2.0,D,D,D,U,U,O,N,Y,Y
DENMARK - 1ST DIVISION,06/04/2024,08:30,Kolding IF,Fredericia,2.15,3.4,3.4,1.75,2.05,1.62,2.2,D,H,A,U,O,O,N,Y,N
ESTONIA - MEISTRILIIGA,06/04/2024,08:30,Paide,Kuressaare,1.35,4.65,6.5,1.53,2.2,2.04,1.74,H,H,H,U,U,O,Y,N,N
ENGLAND - CHAMPIONSHIP,06/04/2024,08:30,Norwich,Ipswich,2.63,3.75,2.45,1.62,2.3,1.53,2.38,D,H,A,U,O,O,N,N,N
ENGLAND - PREMIER LEAGUE,06/04/2024,08:30,Crystal Palace,Manchester City,9.5,5.0,1.33,1.67,2.2,2.05,1.7,D,D,H,O,O,U,Y,Y,N
CHINA - SUPER LEAGUE,06/04/2024,08:35,Zhejiang Professional,Qingdao West Coast,1.4,5.0,7.0,1.65,2.2,1.91,1.91,A,A,A,O,U,O,Y,Y,Y
DENMARK - 1ST DIVISION,06/04/2024,09:00,Sonderjyske,Hobro,1.4,4.75,7.5,1.73,2.08,2.0,1.73,D,H,A,U,O,O,N,Y,N
FINLAND - VEIKKAUSLIIGA,06/04/2024,09:00,Gnistan,Inter Turku,3.3,3.5,2.0,1.83,2.03,1.7,2.05,H,H,D,U,O,O,N,Y,Y
GERMANY - 3. LIGA,06/04/2024,09:00,Aue,Freiburg II,1.67,4.0,4.75,1.93,1.93,1.83,1.83,D,H,A,U,U,O,N,N,N
GERMANY - 3. LIGA,06/04/2024,09:00,Munich 1860,Viktoria Koln,1.83,3.75,4.0,1.7,2.1,1.62,2.2,D,H,A,U,U,O,N,N,N
GERMANY - 3. LIGA,06/04/2024,09:00,Preussen Munster,Regensburg,2.0,3.5,3.5,1.85,2.0,1.67,2.1,D,H,A,U,U,O,N,N,N
GERMANY - 3. LIGA,06/04/2024,09:00,Sandhausen,Dortmund II,1.73,4.0,4.33,1.62,2.25,1.67,2.1,D,H,A,U,U,O,N,N,N
ITALY - SERIE B,06/04/2024,09:00,Spezia,Lecco,1.67,3.8,5.5,1.95,1.9,1.91,1.91,A,H,H,O,U,U,Y,Y,Y
ITALY - SERIE B,06/04/2024,09:00,Sudtirol,Parma,4.5,3.3,1.91,2.35,1.57,2.05,1.7,A,H,H,O,U,U,Y,Y,Y
ITALY - SERIE B,06/04/2024,09:00,Ternana,Modena,2.8,3.2,2.6,2.1,1.7,1.8,1.95,A,H,H,O,U,U,Y,Y,Y
GERMANY - 3. LIGA,06/04/2024,09:00,Lubeck,Verl,3.1,3.6,2.2,1.8,2.0,1.62,2.2,D,H,A,U,U,O,N,N,N
ARMENIA - PREMIER LEAGUE,06/04/2024,09:00,Van,BKMA,2.52,3.25,2.47,1.78,1.87,1.64,2.2,A,D,H,U,U,U,Y,N,Y
ITALY - SERIE B,06/04/2024,09:00,FeralpiSalo,Cosenza,2.45,3.2,3.1,2.25,1.62,1.95,1.8,A,H,H,O,U,U,Y,Y,Y
ITALY - SERIE B,06/04/2024,09:00,Brescia,Pisa,2.7,3.2,2.8,2.35,1.57,2.0,1.75,A,H,H,O,U,U,Y,Y,Y
HUNGARY - OTP BANK LIGA,06/04/2024,09:15,Fehervar FC,Mezokovesd-Zsory,1.62,3.6,5.25,1.83,2.03,1.8,1.91,A,D,H,O,U,O,N,Y,Y
AUSTRIA - 2. LIGA,06/04/2024,09:30,Grazer AK,Leoben,1.83,3.55,3.95,1.87,1.87,1.78,1.93,H,H,H,U,O,U,N,N,Y
AUSTRIA - 2. LIGA,06/04/2024,09:30,Amstetten,Dornbirn,2.0,3.45,3.45,1.7,2.07,1.6,2.22,H,H,H,U,O,U,N,N,Y
UKRAINE - PREMIER LEAGUE,06/04/2024,09:30,Veres-Rivne,Obolon,2.47,2.85,3.0,2.52,1.4,2.1,1.57,A,D,H,O,U,U,N,Y,N
AUSTRIA - 2. LIGA,06/04/2024,09:30,Bregenz,Sturm Graz (Am),1.88,3.65,3.65,1.72,2.05,1.65,2.12,H,H,H,U,O,U,N,N,Y
CZECH REPUBLIC - FORTUNA:LIGA,06/04/2024,10:00,Liberec,Slovacko,2.38,3.1,3.1,1.95,1.9,1.67,2.1,H,D,A,O,U,U,Y,Y,N
SLOVAKIA - NIKE LIGA,06/04/2024,10:00,Ruzomberok,Trnava,3.85,3.1,2.05,2.5,1.52,2.12,1.65,A,H,H,U,O,O,N,Y,N
SWEDEN - ALLSVENSKAN,06/04/2024,10:00,Brommapojkarna,AIK,3.25,3.4,2.2,1.85,2.0,1.67,2.1,D,A,D,U,U,O,N,N,N
SPAIN - PRIMERA RFEF,06/04/2024,10:00,R. Sociedad B,Sestao,1.7,3.4,4.33,2.38,1.53,2.38,1.53,D,H,A,U,O,U,Y,Y,Y
POLAND - EKSTRAKLASA,06/04/2024,10:00,Korona Kielce,Stal Mielec,1.8,3.5,4.5,2.15,1.67,1.95,1.8,A,D,H,O,O,O,Y,N,N
URUGUAY - PRIMERA DIVISION,06/04/2024,10:00,River Plate,Wanderers,2.5,2.9,2.88,2.4,1.53,2.0,1.73,H,D,H,U,O,U,N,N,N
FRANCE - LIGUE 2,06/04/2024,10:00,St Etienne,Concarneau,1.44,4.5,7.0,1.62,2.25,1.8,1.91,A,D,D,U,U,O,N,Y,N
SLOVENIA - PRVA LIGA,06/04/2024,10:00,Rogaska,O. Ljubljana,4.9,3.95,1.6,1.65,2.15,1.7,2.05,A,D,H,U,U,U,Y,N,Y
SOUTH AFRICA - PREMIER LEAGUE,06/04/2024,10:00,Richards Bay,Swallows,2.85,2.65,2.85,2.52,1.47,2.1,1.65,D,A,D,O,U,U,Y,N,Y
SOUTH AFRICA - PREMIER LEAGUE,06/04/2024,10:00,Chippa Utd.,Kaizer Chiefs,3.6,2.82,2.25,2.5,1.47,2.05,1.7,D,A,D,O,U,U,Y,N,Y
POLAND - DIVISION 1,06/04/2024,10:00,Termalica B-B.,Zaglebie Sosnowiec,1.62,4.33,4.75,1.7,2.1,1.8,1.91,H,H,A,U,U,O,N,Y,N
CZECH REPUBLIC - FORTUNA:LIGA,06/04/2024,10:00,Karvina,Plzen,5.0,4.0,1.62,1.7,2.1,1.75,2.0,H,D,A,O,U,U,Y,Y,N
ITALY - SERIE A,06/04/2024,10:00,AC Milan,Lecce,1.36,4.75,8.5,1.7,2.1,2.0,1.75,A,D,D,O,O,U,N,Y,Y
CZECH REPUBLIC - FORTUNA:LIGA,06/04/2024,10:00,Zlin,Sigma Olomouc,2.45,3.25,2.88,2.03,1.83,1.75,2.0,H,D,A,O,U,U,Y,Y,N
PORTUGAL - LIGA PORTUGAL 2,06/04/2024,10:00,Leixoes,Leiria,2.38,3.1,3.0,2.1,1.7,1.83,1.83,D,D,H,O,U,U,Y,N,Y
SWEDEN - SUPERETTAN,06/04/2024,10:00,Degerfors,Sundsvall,1.6,4.0,5.0,1.67,2.15,1.75,2.0,D,D,D,U,U,O,N,Y,Y
SWEDEN - SUPERETTAN,06/04/2024,10:00,Varberg,Oster,3.0,3.4,2.15,1.83,2.03,1.67,2.1,D,D,D,U,U,O,N,Y,Y
SWEDEN - SUPERETTAN,06/04/2024,10:00,Sandviken,Orebro,2.5,3.4,2.5,1.73,2.08,1.62,2.2,D,D,D,U,U,O,N,Y,Y
TURKEY - 1. LIG,06/04/2024,10:00,Umraniyespor,Sanliurfaspor,2.55,3.25,2.6,1.95,1.85,1.73,2.0,H,D,H,U,O,U,N,Y,Y
WALES - CYMRU PREMIER,06/04/2024,10:30,Colwyn Bay,Pontypridd,2.52,3.45,2.52,1.87,1.87,1.72,2.02,D,A,H,O,U,U,Y,Y,N
GERMANY - BUNDESLIGA,06/04/2024,10:30,Freiburg,RB Leipzig,4.75,4.33,1.65,1.53,2.5,1.57,2.25,D,D,A,U,O,O,N,N,N
WALES - CYMRU PREMIER,06/04/2024,10:30,Cardiff Metropolitan,Connahs Q.,3.65,3.65,1.88,1.78,1.98,1.7,2.02,D,A,H,O,U,U,Y,Y,N
GERMANY - BUNDESLIGA,06/04/2024,10:30,Union Berlin,Bayer Leverkusen,5.75,4.33,1.55,1.87,2.03,1.95,1.8,D,D,A,U,O,O,N,N,N
GERMANY - BUNDESLIGA,06/04/2024,10:30,Mainz,Darmstadt,1.4,5.0,7.5,1.73,2.1,1.95,1.8,D,D,A,U,O,O,N,N,N
GERMANY - BUNDESLIGA,06/04/2024,10:30,Heidenheim,Bayern Munich,6.5,6.0,1.36,1.33,3.4,1.53,2.38,D,D,A,U,O,O,N,N,N
GERMANY - BUNDESLIGA,06/04/2024,10:30,FC Koln,Bochum,2.25,3.5,3.1,1.8,2.0,1.62,2.2,D,D,A,U,O,O,N,N,N
SCOTLAND - PREMIERSHIP,06/04/2024,11:00,St. Mirren,Hearts,2.88,3.1,2.6,2.1,1.7,1.8,1.95,A,A,D,O,U,U,Y,N,N
NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Raufoss,Valerenga,5.0,4.0,1.62,1.65,2.2,1.67,2.1,D,A,A,O,U,O,Y,N,N
NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Ranheim,Sandnes,1.75,4.2,4.0,1.48,2.6,1.5,2.5,D,A,A,O,U,O,Y,N,N
SCOTLAND - LEAGUE TWO,06/04/2024,11:00,Stenhousemuir,East Fife,1.8,3.5,4.0,1.88,1.98,1.8,1.91,H,D,D,U,U,U,N,Y,N
NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Levanger,Moss,2.38,3.4,2.9,1.73,2.08,1.57,2.25,D,A,A,O,U,O,Y,N,N
NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Start,Aalesund,2.88,3.6,2.15,1.7,2.1,1.62,2.2,D,A,A,O,U,O,Y,N,N
SCOTLAND - PREMIERSHIP,06/04/2024,11:00,Livingston,Aberdeen,3.6,3.4,2.1,2.15,1.67,1.95,1.8,A,A,D,O,U,U,Y,N,N
NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Sogndal,Mjondalen,1.55,4.5,5.0,1.53,2.4,1.62,2.2,D,A,A,O,U,O,Y,N,N
SCOTLAND - PREMIERSHIP,06/04/2024,11:00,Kilmarnock,Ross County,1.5,4.2,7.0,1.93,1.93,1.95,1.8,A,A,D,O,U,U,Y,N,N
ENGLAND - LEAGUE TWO,06/04/2024,11:00,Accrington,Crewe,2.7,3.6,2.5,1.7,2.1,1.57,2.25,H,H,A,O,U,O,N,Y,Y
SCOTLAND - PREMIERSHIP,06/04/2024,11:00,Hibernian,St Johnstone,1.5,4.33,6.5,1.93,1.93,2.0,1.75,A,A,D,O,U,U,Y,N,N
ENGLAND - LEAGUE ONE,06/04/2024,11:00,Leyton Orient,Cheltenham,1.95,3.6,3.8,2.2,1.65,2.0,1.75,D,D,H,U,O,O,Y,Y,N
NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Stabaek,Bryne,1.75,4.0,4.0,1.7,2.1,1.67,2.1,D,A,A,O,U,O,Y,N,N
NORTHERN IRELAND - NIFL PREMIERSHIP,06/04/2024,11:00,Dungannon,Carrick Rangers,2.05,3.7,3.1,1.53,2.35,1.47,2.5,A,D,D,O,O,U,Y,Y,Y
NORTHERN IRELAND - NIFL PREMIERSHIP,06/04/2024,11:00,Glenavon,Newry City,1.4,4.65,6.5,1.5,2.42,1.7,2.05,A,D,D,O,O,U,Y,Y,Y
BELGIUM - CHALLENGER PRO LEAGUE,06/04/2024,11:00,Lierse K.,Club Brugge KV U23,1.95,3.6,3.6,1.57,2.35,1.5,2.5,D,D,H,U,O,U,N,Y,N
NORTHERN IRELAND - NIFL PREMIERSHIP,06/04/2024,11:00,Loughgall,Ballymena,1.95,3.55,3.5,1.75,2.02,1.65,2.12,A,D,D,O,O,U,Y,Y,Y
NORTHERN IRELAND - NIFL PREMIERSHIP,06/04/2024,11:00,Coleraine,Cliftonville,3.25,3.6,2.02,1.65,2.15,1.57,2.27,A,D,D,O,O,U,Y,Y,Y
NORTHERN IRELAND - NIFL PREMIERSHIP,06/04/2024,11:00,Larne,Crusaders,1.62,4.0,4.7,1.72,2.05,1.75,1.95,A,D,D,O,O,U,Y,Y,Y
ENGLAND - LEAGUE ONE,06/04/2024,11:00,Northampton,Carlisle,2.0,3.5,3.75,2.0,1.85,1.8,1.95,D,D,H,U,O,O,Y,Y,N
ENGLAND - LEAGUE ONE,06/04/2024,11:00,Portsmouth,Shrewsbury,1.4,4.75,8.0,1.75,2.05,2.0,1.75,D,D,H,U,O,O,Y,Y,N
BELGIUM - JUPILER PRO LEAGUE,06/04/2024,11:00,Charleroi,RWDM,1.67,3.75,5.0,1.88,1.98,1.8,1.95,A,D,A,U,O,U,N,Y,N
SCOTLAND - PREMIERSHIP,06/04/2024,11:00,Dundee FC,Motherwell,2.38,3.3,3.1,1.95,1.9,1.7,2.05,A,A,D,O,U,U,Y,N,N
NORTHERN IRELAND - NIFL CHAMPIONSHIP,06/04/2024,11:00,Ballinamallard,Newington,2.3,3.55,2.67,1.75,1.95,1.62,2.02,D,A,D,O,U,U,N,N,Y
NORTHERN IRELAND - NIFL CHAMPIONSHIP,06/04/2024,11:00,Bangor FC,H&W Welders,1.87,3.75,3.45,1.45,2.37,1.44,2.42,D,A,D,O,U,U,N,N,Y
ENGLAND - LEAGUE TWO,06/04/2024,11:00,AFC Wimbledon,Salford,1.91,3.5,4.2,1.95,1.9,1.73,2.0,H,H,A,O,U,O,N,Y,Y
SCOTLAND - CHAMPIONSHIP,06/04/2024,11:00,Airdrieonians,Morton,2.63,3.4,2.38,2.1,1.7,1.83,1.83,A,A,A,O,O,U,N,Y,Y
ENGLAND - LEAGUE TWO,06/04/2024,11:00,Barrow,Swindon,1.7,4.0,4.75,1.73,2.08,1.73,2.0,H,H,A,O,U,O,N,Y,Y
