Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2024-11-29,00:10:00,MEXICO - LIGA MX,Monterrey,U.N.A.M.- Pumas,2.2,3.75,4.1,3.3,1.71,2.3,1.95,1.88,H,H,D,U,O,U,N,N,Y
2024-11-29,05:35:00,AUSTRALIA - A-LEAGUE,Adelaide United,Perth Glory,1.42,8.0,8.2,5.8,3.95,1.31,1.54,2.76,A,H,A,U,U,U,Y,Y,N
2024-11-29,09:30:00,BULGARIA - PARVA LIGA,Spartak Varna,CSKA 1948 Sofia,2.5,3.0,3.4,3.1,1.68,2.24,1.89,1.96,A,D,H,O,O,O,N,N,Y
2024-11-29,10:30:00,UKRAINE - PREMIER LEAGUE,Vorskla Poltava,Inhulets Petrove,1.58,6.6,8.4,3.75,1.72,2.12,2.12,1.67,D,H,A,U,U,O,Y,N,Y
2024-11-29,10:30:00,SERBIA - SUPER LIGA,IMT Novi Beograd,Vojvodina,3.15,2.16,2.4,3.35,1.86,1.9,1.64,2.08,D,D,D,O,O,O,Y,N,N
2024-11-29,12:00:00,BULGARIA - PARVA LIGA,Septemvri,Cherno More,7.8,1.49,1.58,4.0,1.68,2.18,2.26,1.6,A,D,H,O,O,O,N,N,Y
2024-11-29,12:00:00,ROMANIA - LIGA 1,FC Botosani,Farul Constanta,2.82,2.86,3.0,3.15,1.71,2.28,1.86,2.02,D,H,A,O,U,O,Y,Y,N
2024-11-29,12:30:00,SERBIA - SUPER LIGA,Cukaricki,Sp. Subotica,1.58,5.3,8.6,3.05,1.63,1.96,1.94,1.63,D,D,D,O,O,O,Y,N,N
2024-11-29,13:30:00,SLOVENIA - PRVA LIGA,Domzale,Bravo,4.8,1.84,1.99,3.4,1.68,2.14,1.96,1.8,H,H,H,O,O,U,N,N,Y
2024-11-29,14:00:00,TURKEY - 1. LIG,Kocaelispor,Adanaspor AS,1.27,12.0,16.0,5.8,1.98,1.81,2.38,1.53,D,D,D,U,U,O,Y,N,N
2024-11-29,14:00:00,TURKEY - SUPER LIG,Antalyaspor,Sivasspor,2.08,3.9,4.3,3.4,1.35,1.27,1.78,2.12,H,H,H,O,O,O,Y,N,N
2024-11-29,14:00:00,AUSTRIA - BUNDESLIGA,Stripfing,Rapid Vienna (Am),3.05,2.22,2.42,3.65,1.47,1.44,1.05,1.05,D,D,A,U,U,O,N,N,Y
2024-11-29,14:00:00,POLAND - DIVISION 1,Pruszkow,Polonia Warszawa,2.6,2.74,3.15,3.2,1.8,1.99,1.7,2.04,D,H,H,O,U,O,N,Y,Y
2024-11-29,14:00:00,CROATIA - HNL,Varazdin,Sibenik,1.61,7.2,8.6,3.55,1.65,2.32,2.26,1.67,D,H,A,O,O,U,N,Y,Y
2024-11-29,14:00:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Sarajevo,Zrinjski,1.65,3.7,480.0,3.0,1.25,1.07,1.02,1.02,H,H,H,U,O,U,N,Y,Y
2024-11-29,14:00:00,AUSTRIA - BUNDESLIGA,Horn,Admira,6.4,1.5,1.57,4.5,2.12,1.77,1.92,1.96,D,D,A,U,U,O,N,N,Y
2024-11-29,14:00:00,POLAND - EKSTRAKLASA,Cracovia,Zaglebie,1.97,4.0,4.4,3.65,2.16,1.74,1.6,2.22,A,H,H,U,U,U,Y,N,N
2024-11-29,14:00:00,AUSTRIA - BUNDESLIGA,Voitsberg,A. Lustenau,2.82,2.44,2.72,3.45,1.81,1.83,1.05,1.05,D,D,A,U,U,O,N,N,Y
2024-11-29,14:00:00,AUSTRIA - BUNDESLIGA,St. Polten,Lafnitz,1.48,6.2,7.2,4.9,2.6,1.54,1.7,2.22,D,D,A,U,U,O,N,N,Y
2024-11-29,14:30:00,GERMANY - 2. BUNDESLIGA,Magdeburg,Hertha Berlin,2.46,2.68,2.84,4.1,2.68,1.51,1.49,2.7,H,H,D,O,O,U,N,Y,Y
2024-11-29,14:30:00,GERMANY - 2. BUNDESLIGA,Schalke,Kaiserslautern,2.22,3.3,3.4,3.85,2.34,1.65,1.57,2.4,H,H,D,O,O,U,N,Y,Y
2024-11-29,14:30:00,SERBIA - SUPER LIGA,Tekstilac Odzaci,OFK Beograd,3.6,2.08,2.4,3.1,1.6,2.08,1.92,1.8,D,D,D,O,O,O,Y,N,N
2024-11-29,15:00:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Leixoes,2.44,3.5,3.7,3.0,1.58,2.5,2.06,1.83,D,D,A,O,U,O,N,Y,N
2024-11-29,15:00:00,DENMARK - SUPERLIGA,Brondby,Aalborg,1.42,7.4,8.2,5.3,2.66,1.51,1.71,2.16,D,D,A,O,U,O,Y,N,Y
2024-11-29,15:00:00,GERMANY - 3. LIGA,Arminia Bielefeld,Ingolstadt,2.12,3.55,3.75,3.75,2.26,1.71,1.6,2.38,H,H,D,O,O,U,Y,Y,Y
2024-11-29,15:00:00,DENMARK - 1ST DIVISION,Hvidovre IF,Hobro,2.14,3.35,3.9,3.2,1.85,1.78,1.05,1.05,D,D,H,O,O,O,Y,Y,Y
2024-11-29,15:00:00,DENMARK - 1ST DIVISION,Kolding IF,Horsens,2.82,2.72,2.92,3.2,1.69,2.08,1.8,1.92,D,D,H,O,O,O,Y,Y,Y
2024-11-29,15:30:00,SWITZERLAND - CHALLENGE LEAGUE,Lausanne Ouchy,Xamax,1.93,3.75,4.1,4.2,2.56,1.51,1.52,2.44,D,D,H,U,O,U,Y,N,N
2024-11-29,15:45:00,ROMANIA - LIGA 1,FC Rapid Bucuresti,Petrolul,1.92,4.8,6.0,3.25,1.61,2.42,2.14,1.76,D,H,A,O,U,O,Y,Y,N
2024-11-29,16:00:00,NETHERLANDS - EERSTE DIVISIE,Excelsior,Jong Ajax,1.39,7.2,8.0,5.7,3.5,1.3,1.57,2.4,A,H,A,U,O,U,N,Y,Y
2024-11-29,16:00:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,FC Emmen,2.08,3.6,3.9,3.75,2.2,1.72,1.64,2.32,A,H,A,U,O,U,N,Y,Y
2024-11-29,16:00:00,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,Eindhoven FC,1.61,5.1,5.9,4.7,2.88,1.43,1.56,2.46,A,H,A,U,O,U,N,Y,Y
2024-11-29,16:00:00,NETHERLANDS - EERSTE DIVISIE,Vitesse,Helmond,2.5,2.56,2.78,3.9,2.24,1.64,1.56,2.44,A,H,A,U,O,U,N,Y,Y
