Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-04-25,06:35,AUSTRALIA 1,Macarthur FC,Melbourne Victory,3.0,2.1,4.1,2.75,1.45,1.4,2.75,D,D,H,O,O,O,N,Y,Y
2025-04-25,07:00,JAPAN 2,Chiba,Blaublitz,1.73,4.33,3.9,1.83,1.91,1.83,1.83,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,Fujieda MYFC,Kumamoto,2.55,2.63,3.4,1.86,1.87,1.73,2.0,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,Iwata,Oita Trinita,2.1,3.6,3.25,1.58,2.29,2.0,1.73,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,Mito,Kofu,2.15,3.6,3.1,1.63,2.19,1.91,1.8,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,Sagan Tosu,Montedio Yamagata,2.63,2.55,3.4,1.83,1.91,1.73,2.0,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,V-Varen Nagasaki,Iwaki,1.7,4.75,3.75,1.94,1.8,1.8,1.91,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,Vegalta Sendai,Ehime,1.65,5.25,3.75,1.76,1.99,2.0,1.73,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 2,Omiya Ardija,Hokkaido Consadole Sapporo,1.95,3.25,4.0,2.09,1.69,1.67,2.1,A,D,H,U,U,O,N,Y,N
2025-04-25,07:00,JAPAN 1,Machida,Shonan Bellmare,1.95,4.2,3.3,1.56,2.34,2.05,1.7,H,A,H,U,U,U,Y,Y,Y
2025-04-25,07:00,JAPAN 1,Verdy,Cerezo Osaka,2.63,2.63,3.4,1.64,2.17,1.91,1.91,H,A,H,U,U,U,Y,Y,Y
2025-04-25,07:00,JAPAN 1,Kyoto,Yokohama FC,2.2,3.6,3.1,1.5,2.47,2.1,1.67,H,A,H,U,U,U,Y,Y,Y
2025-04-25,07:00,JAPAN 1,Avispa Fukuoka,Okayama,2.2,3.6,3.1,1.47,2.55,2.2,1.62,H,A,H,U,U,U,Y,Y,Y
2025-04-25,07:00,JAPAN 1,Kashima Antlers,Nagoya Grampus,2.1,3.8,3.1,1.56,2.33,2.0,1.75,H,A,H,U,U,U,Y,Y,Y
2025-04-25,07:30,JAPAN 1,FC Tokyo,Gamba Osaka,3.1,2.38,3.1,1.6,2.25,1.95,1.8,H,A,H,U,U,U,Y,Y,Y
2025-04-25,07:30,ITALY 2,Frosinone,Spezia,3.6,2.05,3.3,1.67,2.13,1.95,1.8,H,A,D,U,U,U,Y,Y,Y
2025-04-25,07:30,JAPAN 1,Urawa Reds,Sanfrecce Hiroshima,2.9,2.5,3.3,1.65,2.16,1.91,1.91,H,A,H,U,U,U,Y,Y,Y
2025-04-25,08:35,CHINA 1,Beijing Guoan,Henan Songshan Longmen,1.55,5.5,4.0,2.12,1.67,1.75,2.0,H,D,H,U,O,U,Y,N,N
2025-04-25,09:00,CHINA 1,Yunnan Yukun,Shanghai Port,3.9,1.73,4.2,2.65,1.44,1.5,2.5,H,D,H,U,O,U,Y,N,N
2025-04-25,09:30,UKRAINE 1,Inhulets,Oleksandriya,10.25,1.29,4.55,1.7,2.07,2.6,1.38,D,A,D,O,U,O,N,N,N
2025-04-25,10:00,ISRAEL 2,Bnei Yehuda,M. Herzliya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,A,O,O,U,N,N,Y
2025-04-25,10:00,ISRAEL 2,Hapoel Kfar Saba,H. Ironi Rishon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,A,O,O,U,N,N,Y
2025-04-25,10:00,ISRAEL 2,Hapoel Afula,Hapoel Umm al-Fahm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,A,O,O,U,N,N,Y
2025-04-25,10:00,ISRAEL 2,MS Kafr Qasim,Ramat Hasharon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,A,O,O,U,N,N,Y
2025-04-25,10:00,ISRAEL 2,Maccabi Jaffa,Nof Hagalil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,H,A,O,O,U,N,N,Y
2025-04-25,10:00,ITALY 2,Salernitana,Cosenza,1.8,4.75,3.4,1.71,2.06,1.95,1.8,H,A,D,U,U,U,Y,Y,Y
2025-04-25,10:00,ITALY 2,Reggiana,Cittadella,1.95,4.0,3.25,1.55,2.36,2.05,1.7,H,A,D,U,U,U,Y,Y,Y
2025-04-25,10:00,ITALY 2,Carrarese,Sampdoria,3.2,2.45,2.9,1.6,2.24,1.95,1.8,H,A,D,U,U,U,Y,Y,Y
2025-04-25,10:00,ITALY 2,Bari,Modena,2.4,3.1,3.1,1.61,2.23,1.91,1.91,H,A,D,U,U,U,Y,Y,Y
2025-04-25,10:00,ITALY 2,Brescia,Pisa,3.8,2.0,3.3,1.66,2.14,1.95,1.8,H,A,D,U,U,U,Y,Y,Y
2025-04-25,10:30,ROMANIA 2,CSM Resita,Metaloglobus Bucharest,2.4,2.92,3.2,1.66,2.1,1.93,1.78,H,A,H,U,U,O,Y,N,Y
2025-04-25,10:30,EGYPT 2,Al-Sekka,Alexandria SC,1.65,4.8,3.35,1.53,2.35,2.33,1.54,A,D,D,U,U,U,N,N,N
2025-04-25,11:00,PORTUGAL 3,Santarem,SC Lusitania,1.9,3.7,3.4,1.67,2.08,1.88,1.72,A,H,A,O,U,U,Y,Y,Y
2025-04-25,11:00,PORTUGAL 3,Caldas,Academica,2.47,2.62,3.3,1.95,1.77,1.6,2.05,A,H,A,O,U,U,Y,Y,Y
2025-04-25,11:00,CROATIA 2,Zrinski Osjecko,Vukovar 1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,A,D,U,U,U,N,Y,N
2025-04-25,11:30,ITALY 3,Trento,L.R. Vicenza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,A,H,O,U,O,Y,Y,Y
