Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-10-22,00:00,MEXICO 1,Mazatlan FC,Santos Laguna,1.91,3.7,3.7,2.1,1.7,1.62,2.2,D,H,A,O,O,O,Y,Y,N
2025-10-22,00:05,MEXICO 1,Monterrey,Juarez,1.57,5.25,4.0,2.1,1.7,1.75,2.0,D,H,A,O,O,O,Y,Y,N
2025-10-22,09:30,ITALY 3,Juventus U23,Campobasso,2.1,3.2,3.2,1.7,2.02,1.83,1.88,D,D,D,U,U,U,N,Y,Y
2025-10-22,11:00,EGYPT 1,Al Ahly,Al Ittihad,1.26,13.5,4.65,1.75,1.98,2.72,1.4,H,H,D,U,O,U,Y,N,N
2025-10-22,12:00,ESTONIA 1,Harju JK Laagri,Tammeka,2.27,2.47,3.75,2.48,1.4,1.39,2.62,H,A,A,U,O,O,N,Y,Y
2025-10-22,12:00,ESTONIA 1,Tallinna Kalev,Kalju,10.0,1.2,5.6,2.6,1.36,1.91,1.74,H,A,A,U,O,O,N,Y,Y
2025-10-22,12:00,FINLAND 1,Inter Turku,Gnistan,1.36,6.25,5.0,2.88,1.4,1.67,2.1,D,A,A,O,O,U,Y,N,Y
2025-10-22,13:00,NORWAY 2,Stabaek,Asane,1.48,5.5,4.33,2.4,1.53,1.62,2.2,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,NORWAY 2,Raufoss,Sogndal,2.8,2.3,3.5,2.3,1.6,1.5,2.5,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,NORWAY 2,Ranheim,Mjondalen,1.4,5.75,5.0,2.5,1.5,1.73,2.0,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,NORWAY 2,Odd,Lillestrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,NORWAY 2,Kongsvinger,Hodd,1.42,5.75,4.75,2.88,1.4,1.57,2.25,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,ESTONIA 1,Levadia,Paide,1.75,3.9,3.6,1.88,1.72,1.71,1.94,H,A,A,U,O,O,N,Y,Y
2025-10-22,13:00,NORWAY 2,Start,Skeid,1.2,10.0,6.5,0.0,0.0,0.0,0.0,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,NORWAY 2,Egersund,Moss,1.73,4.1,3.8,2.25,1.62,1.62,2.2,H,A,A,O,O,O,Y,N,N
2025-10-22,13:00,FINLAND 1,HJK,SJK,1.9,3.25,4.33,3.1,1.36,1.4,2.75,D,A,A,O,O,U,Y,N,Y
2025-10-22,13:00,NORWAY 2,Aalesund,Lyn,1.8,4.0,3.7,2.1,1.7,1.67,2.1,H,A,A,O,O,O,Y,N,N
2025-10-22,13:30,CZECH 1,Bohemians,Mlada Boleslav,2.2,3.2,3.25,2.05,1.75,1.62,2.2,D,D,D,U,U,U,Y,N,Y
2025-10-22,13:45,EUROPA CHAMPIONS LEAGUE,Ath Bilbao,Qarabag,1.3,10.0,5.25,2.3,1.62,1.95,1.8,D,A,H,O,O,O,N,Y,N
2025-10-22,13:45,EUROPA CHAMPIONS LEAGUE,Galatasaray,Bodo/Glimt,1.55,5.0,4.75,3.0,1.4,1.44,2.63,D,A,H,O,O,O,N,Y,N
2025-10-22,14:00,SPAIN 3,Hercules,Atl. Madrid B,2.25,2.88,3.2,1.62,2.25,2.0,1.73,A,H,A,O,O,O,N,Y,Y
2025-10-22,14:00,EGYPT 1,Al Masry,Smouha,2.1,3.85,2.92,1.52,2.37,2.0,1.72,H,H,D,U,O,U,Y,N,N
2025-10-22,14:00,TURKEY 1,Konyaspor,Besiktas,3.05,2.15,3.5,2.05,1.75,1.62,2.2,D,H,D,U,U,U,N,N,Y
2025-10-22,14:00,TURKEY 1,Rizespor,Basaksehir,2.25,3.2,3.05,1.9,1.9,1.67,2.1,D,H,D,U,U,U,N,N,Y
2025-10-22,15:45,ENGLAND 2,Wrexham,Oxford Utd,1.91,3.8,3.4,1.85,2.0,1.8,1.91,H,H,A,U,O,O,Y,N,Y
2025-10-22,15:45,ENGLAND 2,Watford,West Brom,2.65,2.55,3.25,1.67,2.2,1.83,1.83,H,H,A,U,O,O,Y,N,Y
2025-10-22,15:45,ENGLAND 2,Swansea,QPR,2.01,3.5,3.3,1.73,2.1,1.83,1.83,H,H,A,U,O,O,Y,N,Y
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Bayern Munich,Club Brugge KV,1.2,13.0,6.5,3.75,1.29,1.7,2.05,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Chelsea,Ajax,1.25,10.0,7.0,3.0,1.4,1.8,1.95,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Eintracht Frankfurt,Liverpool,5.0,1.57,4.5,3.0,1.4,1.44,2.63,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Real Madrid,Juventus,1.45,6.25,4.5,2.3,1.62,1.75,2.0,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Sporting CP,Marseille,2.15,3.1,3.7,2.3,1.62,1.53,2.38,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Monaco,Tottenham,3.0,2.3,3.5,2.3,1.62,1.5,2.5,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,EUROPA CHAMPIONS LEAGUE,Atalanta,Slavia Prague,1.45,6.0,4.75,2.5,1.53,1.7,2.05,D,A,H,O,O,O,N,Y,N
2025-10-22,16:00,ENGLAND 2,Sheffield Wed,Middlesbrough,4.75,1.66,3.75,1.9,1.95,1.83,1.83,H,H,A,U,O,O,Y,N,Y
2025-10-22,18:30,VENEZUELA 1,Carabobo,Metropolitanos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,A,D,U,U,O,Y,Y,Y
2025-10-22,19:00,BRAZIL 1,Bahia,Internacional,1.91,4.33,3.4,1.67,2.15,1.95,1.8,H,H,D,O,U,O,N,Y,N
2025-10-22,19:30,ARGENTINA 1,Huracan,Central Cordoba,1.86,5.5,2.95,1.36,3.1,2.63,1.44,H,D,H,U,O,O,N,Y,N
2025-10-22,20:30,VENEZUELA 1,Dep. Tachira,Caracas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,A,D,U,U,O,Y,Y,Y
2025-10-22,21:30,COPA LIBERTADORES,Flamengo RJ (Bra),Racing Club (Arg),1.38,8.0,4.75,1.88,1.98,2.25,1.57,A,H,H,U,O,U,Y,Y,N
2025-10-22,21:30,USA 1,Chicago Fire,Orlando City,1.96,3.5,3.75,2.5,1.5,1.5,2.5,D,D,A,U,O,U,N,N,Y
2025-10-22,22:00,MEXICO 1,Pachuca,Tigres UANL,2.5,2.57,3.5,1.93,1.88,1.7,2.05,D,H,A,O,O,O,Y,Y,N
2025-10-22,22:00,MEXICO 1,Queretaro,Guadalajara Chivas,5.0,1.68,3.5,1.83,1.98,1.91,1.91,D,H,A,O,O,O,Y,Y,N
2025-10-22,23:00,USA 2,Sacramento Republic,Charleston,2.42,2.67,3.2,1.8,1.9,1.72,2.02,H,D,D,U,U,U,Y,Y,Y
2025-10-22,23:30,USA 1,Portland Timbers,Real Salt Lake,2.1,3.2,3.6,2.3,1.6,1.53,2.38,D,D,A,U,O,U,N,N,Y
