League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
JAPAN - J2 LEAGUE,25/05/2024,01:55,Ehime,Tochigi SC,2.38,3.3,3.0,2.03,1.83,1.73,2.0,H,H,A,O,U,U,N,Y,Y
JAPAN - J2 LEAGUE,25/05/2024,02:00,V-Varen Nagasaki,Chiba,2.63,3.2,2.7,1.73,2.08,1.57,2.25,H,H,A,O,U,U,N,Y,Y
JAPAN - J2 LEAGUE,25/05/2024,02:00,Fujieda MYFC,Kagoshima Utd,2.2,3.25,3.3,2.0,1.85,1.73,2.0,H,H,A,O,U,U,N,Y,Y
JAPAN - J1 LEAGUE,25/05/2024,02:00,Iwata,Shonan Bellmare,3.1,3.1,2.38,2.05,1.75,1.8,1.95,H,A,A,O,U,O,Y,Y,N
JAPAN - J1 LEAGUE,25/05/2024,02:00,Hokkaido Consadole Sapporo,Kashima Antlers,3.1,3.5,2.2,1.88,1.98,1.7,2.05,H,A,A,O,U,O,Y,Y,N
SOUTH KOREA - K LEAGUE 1,25/05/2024,02:00,Jeonbuk,Gimcheon Sangmu,2.3,3.5,2.8,1.67,2.15,1.57,2.25,A,D,A,U,O,O,N,N,N
JAPAN - J2 LEAGUE,25/05/2024,04:00,Kofu,Yokohama FC,3.4,3.4,2.1,2.05,1.8,1.8,1.91,H,H,A,O,U,U,N,Y,Y
JAPAN - J1 LEAGUE,25/05/2024,04:00,Albirex Niigata,Avispa Fukuoka,2.2,3.1,3.5,2.6,1.48,2.1,1.67,H,A,A,O,U,O,Y,Y,N
JAPAN - J1 LEAGUE,25/05/2024,04:00,Kawasaki Frontale,Kashiwa Reysol,2.05,3.6,3.4,1.67,2.15,1.62,2.2,H,A,A,O,U,O,Y,Y,N
SOUTH KOREA - K LEAGUE 1,25/05/2024,04:30,Ulsan HD,Daejeon,1.65,3.9,4.5,1.65,2.2,1.67,2.1,A,D,A,U,O,O,N,N,N
AUSTRALIA - A-LEAGUE,25/05/2024,06:45,Central Coast Mariners,Melbourne Victory,2.2,3.4,3.3,2.0,1.85,1.75,2.0,D,D,D,U,U,O,N,Y,Y
SOUTH KOREA - K LEAGUE 1,25/05/2024,07:00,Incheon,Gwangju FC,2.7,2.75,2.9,2.1,1.7,1.8,1.91,A,D,A,U,O,O,N,N,N
SOUTH KOREA - K LEAGUE 1,25/05/2024,07:00,Pohang,Seoul,2.15,3.25,3.3,2.05,1.75,1.8,1.91,A,D,A,U,O,O,N,N,N
SOUTH KOREA - K LEAGUE 2,25/05/2024,07:00,Suwon Bluewings,Seoul E-Land,2.1,3.2,3.1,2.03,1.78,1.8,1.91,A,D,D,U,U,U,N,Y,Y
CHINA - SUPER LEAGUE,25/05/2024,08:35,Shandong Taishan,Zhejiang Professional,1.8,4.33,3.75,1.4,2.88,1.44,2.63,D,A,A,O,U,O,N,N,Y
CHINA - SUPER LEAGUE,25/05/2024,09:00,Wuhan Three Towns,Meizhou Hakka,1.8,3.9,4.0,1.67,2.15,1.62,2.2,D,A,A,O,U,O,N,N,Y
SPAIN - LALIGA,25/05/2024,09:00,Osasuna,Villarreal,2.55,3.7,2.6,1.5,2.63,1.4,2.75,H,A,H,O,U,U,N,Y,Y
UKRAINE - PREMIER LEAGUE,25/05/2024,09:30,Kryvbas,Minaj,2.5,3.75,2.37,1.52,2.2,1.47,2.32,H,H,A,U,O,O,N,N,Y
UKRAINE - PREMIER LEAGUE,25/05/2024,09:30,Metalist 1925,Veres-Rivne,2.85,3.5,2.22,1.55,2.15,1.47,2.32,H,H,A,U,O,O,N,N,Y
