Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-01-23,11:00:00,EGYPT - PREMIER LEAGUE,Petrojet,Al Masry,3.85,2.34,2.5,2.9,1.46,2.84,2.12,1.67,D,D,D,U,O,U,Y,Y,Y
2025-01-23,14:00:00,EGYPT - PREMIER LEAGUE,Future FC,Zamalek,4.8,2.0,2.06,3.1,1.52,2.56,2.14,1.65,D,D,D,U,O,U,Y,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,AZ Alkmaar,AS Roma,3.35,2.34,2.36,3.6,2.08,1.89,1.71,2.3,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,Qarabag FK,FCSB,2.32,3.4,3.45,3.5,2.04,1.91,1.73,2.24,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,Malmo FF,Twente,2.92,2.66,2.68,3.5,2.22,1.74,1.61,2.52,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,Hoffenheim,Tottenham,2.98,2.42,2.44,3.9,2.8,1.52,1.48,2.96,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,FC Porto,Olympiacos Piraeus,1.67,6.0,6.4,4.1,1.97,1.96,1.93,1.99,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,Bodo/Glimt,Maccabi Tel Aviv,1.64,6.0,6.2,4.4,2.52,1.61,1.7,2.34,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,Fenerbahce,Lyon,2.22,3.45,3.5,3.85,2.62,1.59,1.52,2.84,D,H,A,O,U,U,N,Y,Y
2025-01-23,14:45:00,EUROPE - EUROPA LEAGUE,Plzen,Anderlecht,2.16,3.85,3.9,3.5,1.99,1.93,1.74,2.26,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,ENGLAND - LEAGUE ONE,Wrexham,Birmingham,3.5,2.28,2.32,3.4,1.7,2.24,1.93,1.92,A,D,H,O,O,U,Y,N,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Elfsborg,Nice,2.94,2.56,2.58,3.65,2.28,1.71,1.6,2.56,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Royale Union SG,Braga,2.08,3.95,4.0,3.65,2.26,1.73,1.65,2.44,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Eintracht Frankfurt,Ferencvaros,1.58,5.9,6.2,4.8,2.68,1.56,1.65,2.38,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Ludogorets,Midtjylland,2.58,3.1,3.15,3.4,1.89,2.06,1.8,2.16,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Lazio,Real Sociedad,2.46,3.45,3.5,3.2,1.7,2.36,1.98,2.0,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Rigas Futbola Skola,Ajax,9.2,1.39,1.4,5.6,2.7,1.54,1.82,2.1,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,PAOK,Slavia Prague,2.76,2.72,2.76,3.6,2.02,1.94,1.72,2.24,D,H,A,O,U,U,N,Y,Y
2025-01-23,17:00:00,EUROPE - EUROPA LEAGUE,Manchester Utd,Rangers,1.47,7.8,8.4,5.0,2.48,1.65,1.85,2.1,D,H,A,O,U,U,N,Y,Y
2025-01-23,19:00:00,ARGENTINA - LIGA PROFESIONAL,Godoy Cruz,Rosario Central,2.36,3.6,4.1,2.94,1.45,3.0,2.08,1.74,D,D,D,U,U,O,N,Y,N
2025-01-23,19:00:00,ARGENTINA - LIGA PROFESIONAL,Tigre,Velez Sarsfield,4.3,2.12,2.2,3.1,1.56,2.52,2.08,1.78,D,D,D,U,U,O,N,Y,N
2025-01-23,21:30:00,ARGENTINA - LIGA PROFESIONAL,Defensa y Justicia,Banfield,2.1,4.1,4.5,3.3,1.59,2.5,2.12,1.79,D,D,D,U,U,O,N,Y,N
2025-01-23,21:30:00,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Ind. Rivadavia,2.34,3.8,4.2,3.0,1.5,2.66,2.2,1.72,D,D,D,U,U,O,N,Y,N
2025-01-23,21:30:00,ARGENTINA - LIGA PROFESIONAL,Lanus,Dep. Riestra,1.72,6.4,7.0,3.65,1.58,2.5,2.34,1.66,D,D,D,U,U,O,N,Y,N
