League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
SOUTH AFRICA - PREMIER LEAGUE,12/06/2024,10:00,Baroka,Pretoria U.,2.35,2.62,3.65,2.95,1.35,2.3,1.55,D,A,D,U,U,O,N,N,Y
FINLAND - VEIKKAUSLIIGA,12/06/2024,12:00,AC Oulu,Lahti,1.8,3.8,4.2,1.93,1.93,1.8,1.95,H,H,H,O,O,U,N,N,Y
FINLAND - VEIKKAUSLIIGA,12/06/2024,12:00,Inter Turku,Ilves,3.6,3.8,1.91,1.7,2.1,1.62,2.2,H,H,H,O,O,U,N,N,Y
FINLAND - VEIKKAUSLIIGA,12/06/2024,12:00,KuPS,Haka,1.53,4.5,5.25,1.7,2.1,1.8,1.95,H,H,H,O,O,U,N,N,Y
FINLAND - VEIKKAUSLIIGA,12/06/2024,12:00,Mariehamn,VPS,3.75,3.5,1.95,2.08,1.73,1.91,1.91,H,H,H,O,O,U,N,N,Y
FINLAND - VEIKKAUSLIIGA,12/06/2024,12:00,SJK,Ekenas,1.44,4.75,6.5,1.67,2.15,1.91,1.91,H,H,H,O,O,U,N,N,Y
FINLAND - YKKONEN,12/06/2024,12:30,VIFK,Rovaniemi,2.55,3.6,2.25,1.6,2.3,1.53,2.38,D,A,H,O,U,O,Y,Y,Y
FINLAND - VEIKKAUSLIIGA,12/06/2024,13:00,Gnistan,HJK,3.6,3.7,1.91,2.0,1.85,1.8,1.95,H,H,H,O,O,U,N,N,Y
FINLAND - YKKONEN,12/06/2024,13:00,Atlantis,KuPS Akatemia,1.4,4.5,5.5,1.53,2.4,1.73,2.0,D,A,H,O,U,O,Y,Y,Y
NORWAY - OBOS-LIGAEN,12/06/2024,14:00,Stabaek,Mjondalen,1.65,4.33,4.33,1.48,2.6,1.53,2.38,D,A,A,O,O,O,Y,N,Y
SPAIN - LALIGA2,12/06/2024,16:00,Eibar,R. Oviedo,2.05,3.2,3.9,2.35,1.57,2.1,1.67,D,A,H,O,U,O,N,N,N
ARGENTINA - LIGA PROFESIONAL,12/06/2024,17:00,Godoy Cruz,Rosario Central,2.15,3.1,3.75,2.88,1.4,2.25,1.57,H,A,D,O,U,U,Y,Y,Y
ARGENTINA - LIGA PROFESIONAL,12/06/2024,19:00,Argentinos Jrs,Central Cordoba,1.42,4.2,9.0,1.98,1.88,2.1,1.67,H,A,D,O,U,U,Y,Y,Y
ARGENTINA - LIGA PROFESIONAL,12/06/2024,21:15,Gimnasia L.P.,Barracas Central,1.67,3.9,5.0,1.93,1.93,1.95,1.8,H,A,D,O,U,U,Y,Y,Y
ARGENTINA - LIGA PROFESIONAL,12/06/2024,21:15,Independiente,Banfield,2.0,3.1,4.33,2.7,1.44,2.25,1.57,H,A,D,O,U,U,Y,Y,Y
