Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-07,05:35:00,AUSTRALIA - A-LEAGUE,Adelaide United,Melbourne City,2.04,3.75,3.8,3.95,2.72,1.56,1.53,2.8,H,H,H,O,O,O,Y,Y,Y
2025-02-07,07:45:00,AUSTRALIA - A-LEAGUE,Perth Glory,Central Coast Mariners,3.3,2.28,2.32,3.75,2.2,1.75,1.64,2.38,H,H,H,O,O,O,Y,Y,Y
2025-02-07,11:00:00,EGYPT - PREMIER LEAGUE,Haras El Hodood,Enppi,3.35,2.68,3.0,2.56,1.4,3.15,2.12,1.57,A,A,D,O,U,O,N,N,N
2025-02-07,11:00:00,EGYPT - PREMIER LEAGUE,Smouha,Pyramids,5.9,1.78,1.89,3.25,1.63,2.38,1.94,1.78,A,A,D,O,U,O,N,N,N
2025-02-07,11:00:00,SLOVENIA - PRVA LIGA,Bravo,NK Primorje,1.49,8.6,11.0,4.0,1.6,2.36,2.3,1.47,H,D,A,O,O,O,N,Y,N
2025-02-07,11:00:00,SERBIA - SUPER LIGA,Tekstilac Odzaci,Cukaricki,6.0,1.75,1.83,3.25,1.61,2.3,1.98,1.64,H,H,H,U,O,O,N,Y,Y
2025-02-07,12:30:00,BULGARIA - PARVA LIGA,Arda,Spartak Varna,1.77,5.7,6.8,3.3,1.61,2.34,2.14,1.72,A,A,A,O,O,U,Y,N,N
2025-02-07,13:30:00,SLOVENIA - PRVA LIGA,Nafta Lendava,Radomlje,2.88,2.74,3.1,2.92,1.53,2.58,1.93,1.65,H,D,A,O,O,O,N,Y,N
2025-02-07,14:00:00,EGYPT - PREMIER LEAGUE,Zamalek,El Ismaily,1.43,9.8,12.0,4.1,1.75,2.18,2.16,1.59,A,A,D,O,U,O,N,N,N
2025-02-07,14:00:00,EGYPT - PREMIER LEAGUE,El Gaish,El Gouna,1.91,5.7,6.8,2.74,1.34,2.8,2.5,1.47,A,A,D,O,U,O,N,N,N
2025-02-07,14:00:00,TURKEY - SUPER LIG,Samsunspor,Hatayspor,1.5,7.4,7.8,4.7,2.28,1.71,1.91,2.0,A,H,A,O,U,O,Y,N,Y
2025-02-07,14:00:00,POLAND - EKSTRAKLASA,Stal Mielec,Jagiellonia,3.25,2.22,2.36,3.65,2.16,1.76,1.53,2.16,D,A,H,O,O,U,N,N,N
2025-02-07,14:00:00,CROATIA - HNL,D. Zagreb,Sibenik,1.13,26.0,55.0,8.6,2.62,1.43,2.44,1.42,H,H,H,U,U,U,N,N,Y
2025-02-07,14:00:00,TURKEY - 1. LIG,Genclerbirligi,Erokspor A.S,2.04,3.45,4.5,3.2,1.7,2.16,1.91,1.78,D,A,D,U,U,O,N,Y,N
2025-02-07,14:30:00,GERMANY - 2. BUNDESLIGA,Preussen Munster,Hamburger SV,3.7,2.0,2.08,3.95,2.4,1.67,1.63,2.38,A,H,H,O,O,U,Y,N,N
2025-02-07,14:30:00,GERMANY - 2. BUNDESLIGA,Greuther Furth,Regensburg,1.91,4.4,4.7,3.85,2.14,1.78,1.73,2.22,A,H,H,O,O,U,Y,N,N
2025-02-07,15:00:00,PORTUGAL - LIGA PORTUGAL 2,Benfica B,Feirense,0.0,0.0,0.0,0.0,1.17,1.01,0.0,0.0,D,A,A,O,U,O,Y,Y,Y
2025-02-07,15:00:00,FRANCE - LIGUE 1,Nantes,Brest,2.48,3.25,3.35,3.35,1.76,2.26,1.93,2.0,D,H,H,O,O,O,Y,Y,N
2025-02-07,15:00:00,GERMANY - 3. LIGA,Sandhausen,Arminia Bielefeld,3.25,2.18,2.34,3.7,2.32,1.63,1.52,2.44,H,D,A,U,U,O,N,N,Y
2025-02-07,15:00:00,ROMANIA - LIGA 1,FC Botosani,Din. Bucuresti,3.1,2.68,2.76,3.1,1.58,2.46,1.86,1.75,H,D,H,O,U,O,Y,Y,Y
2025-02-07,15:30:00,SWITZERLAND - CHALLENGE LEAGUE,Stade Nyonnais,Schaffhausen,2.54,2.72,2.94,3.5,2.06,1.83,1.59,2.24,A,D,D,U,O,O,N,N,Y
2025-02-07,15:30:00,FRANCE - NATIONAL,Rouen,Nimes,1.92,4.0,5.4,3.2,1.62,2.32,1.91,1.65,D,D,A,U,O,O,Y,N,N
2025-02-07,15:30:00,FRANCE - NATIONAL,Bourg-en-Bresse,Quevilly Rouen,2.84,2.76,3.15,2.94,1.58,2.4,1.81,1.74,D,D,A,U,O,O,Y,N,N
2025-02-07,15:30:00,FRANCE - NATIONAL,Chateauroux,Valenciennes,3.05,2.64,2.86,2.86,1.5,2.44,1.9,1.65,D,D,A,U,O,O,Y,N,N
2025-02-07,15:30:00,FRANCE - NATIONAL,Sochaux,Gobelins F.C.,1.97,4.1,5.4,3.0,1.64,2.28,1.86,1.68,D,D,A,U,O,O,Y,N,N
2025-02-07,15:30:00,FRANCE - NATIONAL,Concarneau,Orleans,2.88,2.56,3.0,2.9,1.69,2.02,1.71,2.02,D,D,A,U,O,O,Y,N,N
