League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
FINLAND - VEIKKAUSLIIGA,07/06/2024,12:00,Haka,Mariehamn,1.83,3.5,3.6,1.83,2.03,1.7,2.05,H,A,D,O,U,O,Y,Y,N
FINLAND - VEIKKAUSLIIGA,07/06/2024,12:00,Lahti,Inter Turku,3.5,3.5,1.83,1.75,2.05,1.67,2.1,H,A,D,O,U,O,Y,Y,N
FINLAND - VEIKKAUSLIIGA,07/06/2024,12:00,VPS,Ilves,2.88,3.4,2.1,1.73,2.08,1.62,2.2,H,A,D,O,U,O,Y,Y,N
FINLAND - VEIKKAUSLIIGA,07/06/2024,14:00,HJK,SJK,1.83,3.5,3.4,1.88,1.98,1.75,2.0,H,A,D,O,U,O,Y,Y,N
IRELAND - PREMIER DIVISION,07/06/2024,15:45,Derry City,Galway,1.73,3.5,5.0,2.35,1.57,2.2,1.62,D,H,A,U,O,U,Y,N,Y
IRELAND - PREMIER DIVISION,07/06/2024,15:45,Drogheda,St. Patricks,3.0,3.25,2.3,2.0,1.85,1.7,2.05,D,H,A,U,O,U,Y,N,Y
IRELAND - PREMIER DIVISION,07/06/2024,15:45,Shelbourne,Dundalk,1.83,3.25,4.75,2.4,1.53,2.2,1.62,D,H,A,U,O,U,Y,N,Y
IRELAND - PREMIER DIVISION,07/06/2024,15:45,Waterford,Sligo Rovers,2.05,3.3,3.4,2.15,1.67,1.95,1.8,D,H,A,U,O,U,Y,N,Y
BRAZIL - SERIE B,07/06/2024,19:00,Coritiba,Ituano,1.45,4.33,6.5,2.15,1.67,2.38,1.53,H,H,H,O,O,U,Y,N,N
CHILE - PRIMERA DIVISION,07/06/2024,20:00,U. Espanola,Union La Calera,1.62,4.1,4.75,1.57,2.35,1.57,2.25,D,A,A,U,U,O,N,N,N
BRAZIL - SERIE B,07/06/2024,21:00,Novorizontino,Santos,3.4,3.1,2.3,2.5,1.5,2.1,1.67,H,H,H,O,O,U,Y,N,N
