Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2024-12-06,05:35:00,AUSTRALIA - A-LEAGUE,Brisbane Roar,Melbourne City,3.1,2.32,2.36,3.9,2.58,1.6,1.54,2.72,A,H,A,O,O,O,N,Y,Y
2024-12-06,08:30:00,ROMANIA - LIGA 2,Bihor Oradea,Chindia Targoviste,1.64,6.4,8.0,3.6,1.52,2.5,2.32,1.59,A,H,D,U,U,U,N,Y,N
2024-12-06,12:00:00,ROMANIA - LIGA 2,FC Botosani,ACS Muscelul,1.12,1.12,1000.0,1.04,1.07,1.01,0.0,0.0,A,H,D,U,U,U,N,Y,N
2024-12-06,12:00:00,ROMANIA - LIGA 2,FC Botosani,ACS Muscelul Campulung Elite,1.21,9.0,44.0,5.2,1.87,1.62,1.05,1.01,A,H,D,U,U,U,N,Y,N
2024-12-06,14:00:00,TURKEY - SUPER LIG,Trabzonspor,Kasimpasa,2.16,3.65,3.7,3.65,2.3,1.73,1.64,2.42,D,D,D,U,O,U,Y,Y,N
2024-12-06,14:00:00,POLAND - DIVISION 1,Stal Stalowa Wola,Legnica,4.9,1.78,1.91,3.6,1.92,1.94,1.84,2.0,H,H,A,U,U,O,N,Y,N
2024-12-06,14:00:00,CROATIA - HNL,D. Zagreb,Slaven Belupo,1.3,10.0,12.5,6.2,2.66,1.55,1.98,1.86,A,D,D,O,U,O,Y,N,Y
2024-12-06,14:00:00,POLAND - EKSTRAKLASA,Radomiak Radom,GKS Katowice,2.48,3.0,3.15,3.5,2.1,1.86,1.71,2.26,A,D,H,U,O,O,Y,N,N
2024-12-06,14:00:00,AUSTRIA - BUNDESLIGA,Amstetten,Voitsberg,2.26,3.4,3.65,3.4,1.86,2.1,1.85,2.02,H,D,A,O,O,O,Y,N,Y
2024-12-06,14:00:00,AUSTRIA - BUNDESLIGA,First Vienna,Liefering,2.44,2.96,3.1,3.7,2.04,1.9,1.74,2.2,H,D,A,O,O,O,Y,N,Y
2024-12-06,14:00:00,AUSTRIA - BUNDESLIGA,St. Polten,Floridsdorfer AC,1.79,5.1,5.6,3.75,1.79,2.2,1.96,1.77,H,D,A,O,O,O,Y,N,Y
2024-12-06,14:30:00,GERMANY - 2. BUNDESLIGA,Paderborn,Schalke,1.74,5.2,5.4,4.1,2.38,1.71,1.7,2.26,D,D,D,U,O,O,Y,N,N
2024-12-06,14:30:00,GERMANY - 2. BUNDESLIGA,Elversberg,Nurnberg,2.34,3.25,3.3,3.7,2.42,1.69,1.6,2.56,D,D,D,U,O,O,Y,N,N
2024-12-06,14:30:00,ITALY - SERIE A,Inter,Parma,1.21,16.0,16.5,8.6,3.75,1.35,1.91,2.06,A,A,H,O,U,U,N,N,Y
2024-12-06,15:00:00,ROMANIA - LIGA 1,Sepsi Sf. Gheorghe,FC Rapid Bucuresti,2.9,2.88,2.96,3.15,1.72,2.28,1.87,2.0,D,H,A,O,U,O,Y,Y,N
2024-12-06,15:00:00,GERMANY - 3. LIGA,Verl,Saarbrucken,2.78,2.56,2.7,3.6,2.16,1.8,1.64,2.36,H,A,D,O,O,U,Y,N,Y
2024-12-06,15:00:00,FRANCE - LIGUE 1,Lille,Brest,1.76,5.7,5.8,3.8,1.89,2.1,1.98,1.98,H,A,H,O,U,O,Y,N,N
2024-12-06,15:30:00,SWITZERLAND - CHALLENGE LEAGUE,Stade Nyonnais,Xamax,3.45,2.06,2.14,4.0,2.6,1.58,1.54,2.6,D,D,H,U,U,O,Y,Y,Y
2024-12-06,16:00:00,BELGIUM - CHALLENGER PRO LEAGUE,Lierse K.,RFC Liege,2.12,3.25,3.55,3.95,2.38,1.66,1.58,2.36,D,A,D,U,O,O,N,N,Y
2024-12-06,16:00:00,FRANCE - LIGUE 2,Martigues,Guingamp,5.6,1.62,1.65,4.6,2.3,1.73,1.8,2.14,H,D,H,U,O,U,N,Y,Y
2024-12-06,16:00:00,FRANCE - LIGUE 2,Red Star,Bastia,3.2,2.64,2.68,3.15,1.58,2.62,2.1,1.83,H,D,H,U,O,U,N,Y,Y
2024-12-06,16:00:00,NETHERLANDS - EREDIVISIE,PSV,Twente,1.34,9.4,10.5,6.4,3.6,1.37,1.68,2.38,D,A,A,U,O,U,N,N,Y
2024-12-06,16:00:00,FRANCE - LIGUE 2,Lorient,Troyes,1.47,8.0,8.8,4.8,2.2,1.8,2.04,1.9,H,D,H,U,O,U,N,Y,Y
2024-12-06,16:00:00,FRANCE - LIGUE 2,Rodez,Pau FC,2.26,3.3,3.45,3.7,2.28,1.76,1.62,2.32,H,D,H,U,O,U,N,Y,Y
2024-12-06,16:00:00,FRANCE - LIGUE 2,Laval,Caen,2.42,3.2,3.35,3.5,1.96,2.0,1.77,2.2,H,D,H,U,O,U,N,Y,Y
2024-12-06,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Always Ready,GV San Jose,1.04,1.04,1000.0,1.01,1.15,1.01,1.01,1.01,D,H,D,U,U,U,N,N,Y
2024-12-06,16:00:00,BELGIUM - CHALLENGER PRO LEAGUE,Club Brugge KV U23,Anderlecht U23,2.2,3.35,3.6,3.6,2.18,1.78,1.65,2.3,D,A,D,U,O,O,N,N,Y
2024-12-06,16:00:00,FRANCE - LIGUE 2,Annecy,Clermont,2.46,3.35,3.45,3.25,1.69,2.4,1.99,1.91,H,D,H,U,O,U,N,Y,Y
