Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-05-09,00:10,MEXICO 1,Club Leon,Cruz Azul,3.3,2.25,3.25,1.72,2.15,1.91,1.91,H,D,A,U,U,O,N,Y,Y
2025-05-09,06:35,AUSTRALIA 1,Western United,Adelaide United,1.8,3.75,4.2,2.9,1.42,1.37,2.75,D,H,H,U,O,O,N,N,N
2025-05-09,08:35,CHINA 1,Shanghai Port,Qingdao Hainiu,1.22,9.5,7.5,2.9,1.36,1.8,1.95,H,D,D,U,O,O,Y,Y,Y
2025-05-09,09:30,UKRAINE 1,FK Zorya Luhansk,Shakhtar Donetsk,8.25,1.29,5.1,2.15,1.55,1.93,1.7,D,H,D,U,U,U,N,N,N
2025-05-09,10:00,ISRAEL 2,MS Kafr Qasim,Nof Hagalil,2.7,2.5,3.15,1.57,2.1,1.85,1.75,A,A,H,U,O,O,N,N,N
2025-05-09,10:00,ISRAEL 2,H. Raanana,Ramat Hasharon,2.0,3.65,3.15,2.18,1.53,1.42,2.45,A,A,H,U,O,O,N,N,N
2025-05-09,10:00,ISRAEL 2,Maccabi Jaffa,Hapoel Afula,2.35,2.9,3.15,1.72,1.88,1.7,1.93,A,A,H,U,O,O,N,N,N
2025-05-09,10:00,ISRAEL 2,Bnei Yehuda,Hapoel Kfar Saba,2.05,3.15,3.55,1.82,1.8,1.7,1.93,A,A,H,U,O,O,N,N,N
2025-05-09,10:00,ISRAEL 2,H. Akko,Hapoel Umm al-Fahm,1.72,4.55,3.5,1.65,1.98,1.9,1.72,A,A,H,U,O,O,N,N,N
2025-05-09,10:50,CROATIA 2,Sesvete,Croatia Zmijavci,1.83,4.1,3.1,1.52,2.2,2.2,1.62,A,A,H,O,O,U,N,Y,Y
2025-05-09,11:00,EGYPT 1,Ceramica Cleopatra,Zamalek,3.9,2.07,2.95,1.7,2.05,1.8,1.91,D,D,D,U,U,O,N,N,N
2025-05-09,11:45,BULGARIA 1,Arda,Ludogorets,3.25,2.2,3.25,1.65,2.15,1.83,1.83,D,D,H,U,O,U,N,Y,N
2025-05-09,12:00,SLOVAKIA 2,Lubovna,Zvolen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,SLOVAKIA 2,FK Humenne,Samorin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,SLOVAKIA 2,Presov,Slovan Bratislava B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,SLOVAKIA 2,Povazska Bystrica,Pohronie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,SLOVAKIA 2,Petrzalka,Malzenice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,SLOVAKIA 2,L. Mikulas,Zilina B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,SLOVAKIA 2,Z. Moravce-Vrable,Puchov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,H,O,U,U,Y,Y,Y
2025-05-09,12:00,ROMANIA 1,Gloria Buzau,Unirea Slobozia,8.0,1.33,4.75,1.85,1.9,2.38,1.53,A,H,D,O,U,O,Y,Y,Y
2025-05-09,12:00,UKRAINE 1,Polissya Zhytomyr,Dyn. Kyiv,4.35,1.78,3.35,1.57,2.12,2.0,1.65,D,H,D,U,U,U,N,N,N
