League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MONGOLIA - PREMIER LEAGUE,26/09/2024,05:15,Khaan Khuns-Erchim,FC Ulaanbaatar,3.25,4.4,1.75,1.2,4.33,1.22,4.08,A,A,A,U,U,U,N,Y,N
INDONESIA - LIGA 1,26/09/2024,05:30,PSIS Semarang,Arema FC,1.98,3.35,3.55,1.85,1.85,1.65,1.98,H,D,A,O,O,O,N,Y,Y
MONGOLIA - PREMIER LEAGUE,26/09/2024,08:15,Khoromkhon,Khangarid,2.9,4.3,1.88,1.18,3.72,1.22,4.05,A,A,A,U,U,U,N,Y,N
GEORGIA - CRYSTALBET EROVNULI LIGA,26/09/2024,08:30,Samtredia,Telavi,3.3,3.0,2.1,2.18,1.53,1.97,1.79,D,A,H,U,O,O,N,Y,N
INDONESIA - LIGA 1,26/09/2024,09:00,PSS Sleman,Malut United,2.37,3.05,2.92,1.93,1.7,1.72,1.9,H,D,A,O,O,O,N,Y,Y
UZBEKISTAN - SUPER LEAGUE,26/09/2024,10:30,Din. Samarkand,Termez Surkhon,2.27,3.0,3.2,2.15,1.55,1.85,1.75,D,A,H,O,U,U,N,Y,Y
UZBEKISTAN - SUPER LEAGUE,26/09/2024,10:30,Navbahor Namangan,Sogdiana,1.9,3.15,4.1,2.1,1.57,1.9,1.72,D,A,H,O,U,U,N,Y,Y
INDIA - ISL,26/09/2024,11:00,Chennaiyin,Mohammedan,1.7,3.9,3.7,1.75,2.05,1.73,2.0,A,H,H,O,O,U,Y,N,Y
GEORGIA - CRYSTALBET EROVNULI LIGA,26/09/2024,12:00,Iberia 1999,Gagra,1.44,4.2,5.6,1.6,2.05,1.77,2.0,D,A,H,U,O,O,N,Y,N
QATAR - QSL,26/09/2024,12:00,Al Arabi,Al Rayyan,3.35,4.0,1.88,1.45,2.55,1.45,2.55,A,H,A,O,O,O,Y,Y,Y
BAHRAIN - PREMIER LEAGUE,26/09/2024,13:00,Ali CSC,Al-Shabbab,2.7,3.3,2.47,1.65,2.15,1.52,2.37,A,D,D,U,O,U,Y,N,N
BAHRAIN - PREMIER LEAGUE,26/09/2024,13:00,Sitra,Manama Club,2.5,3.2,2.75,1.95,1.8,1.72,2.0,A,D,D,U,O,U,Y,N,N
