Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-07-13,00:00,USA 2,Sacramento Republic,El Paso,1.83,4.0,3.3,1.57,2.23,2.02,1.7,A,H,A,U,O,O,Y,N,Y
2025-07-13,00:05,MEXICO 1,Cruz Azul,Mazatlan FC,1.27,13.0,5.5,2.0,1.7,2.2,1.62,D,H,D,U,U,U,N,Y,N
2025-07-13,07:00,SOUTH KOREA 2,Incheon,Asan,1.7,4.5,3.6,1.75,1.95,2.0,1.73,D,A,D,U,O,U,N,Y,Y
2025-07-13,07:00,SOUTH KOREA 2,Ansan Greeners,Seoul E-Land,4.0,1.85,3.4,1.68,2.02,1.91,1.8,D,A,D,U,O,U,N,Y,Y
2025-07-13,07:00,SOUTH KOREA 2,Bucheon FC 1995,Gimpo FC,2.15,3.3,3.25,1.6,2.16,1.83,1.83,D,A,D,U,O,U,N,Y,Y
2025-07-13,08:30,ESTONIA 1,Tallinna Kalev,Harju JK Laagri,3.05,1.93,3.75,2.6,1.37,1.45,2.57,A,H,H,O,U,U,N,N,N
2025-07-13,09:00,SWEDEN 1,GAIS,Hammarby,2.7,2.5,3.4,1.83,1.97,1.75,2.0,H,D,D,U,O,U,Y,N,N
2025-07-13,09:00,SWEDEN 1,Brommapojkarna,Oster,1.7,4.5,4.0,2.23,1.66,1.7,2.05,H,D,D,U,O,U,Y,N,N
2025-07-13,09:30,NORWAY 1,Bryne,Valerenga,2.3,2.9,3.5,2.05,1.74,1.62,2.2,D,D,A,O,U,U,Y,Y,N
2025-07-13,10:00,FINLAND 1,Gnistan,Haka,2.1,2.75,3.7,2.18,1.58,1.5,2.5,H,A,D,O,U,O,N,N,Y
2025-07-13,10:00,FINLAND 2,Klubi 04,JIPPO,2.18,2.77,3.7,2.6,1.43,1.42,2.45,D,H,H,U,U,O,Y,N,Y
2025-07-13,11:00,FINLAND 2,JJK Jyvaskyla,OLS Oulu,2.8,2.05,3.7,2.63,1.41,1.44,2.63,D,H,H,U,U,O,Y,N,Y
2025-07-13,11:30,SWEDEN 1,Varnamo,Djurgarden,4.5,1.73,3.8,1.85,1.96,1.91,1.91,H,D,D,U,O,U,Y,N,N
2025-07-13,11:30,SWEDEN 1,AIK,Degerfors,1.53,5.75,4.1,1.94,1.86,2.0,1.75,H,D,D,U,O,U,Y,N,N
2025-07-13,12:00,NORWAY 1,Kristiansund,Sarpsborg 08,2.8,2.3,3.6,2.38,1.56,1.5,2.5,D,D,A,O,U,U,Y,Y,N
2025-07-13,12:00,NORWAY 1,Stromsgodset,Tromso,3.75,1.95,3.5,1.98,1.79,1.62,2.2,D,D,A,O,U,U,Y,Y,N
2025-07-13,12:00,NORWAY 1,Rosenborg,HamKam,1.5,5.75,4.33,2.08,1.72,1.8,1.95,D,D,A,O,U,U,Y,Y,N
2025-07-13,12:00,NORWAY 1,Haugesund,KFUM Oslo,4.0,1.85,3.6,1.85,1.91,1.8,1.95,D,D,A,O,U,U,Y,Y,N
2025-07-13,12:30,FINLAND 1,AC Oulu,KTP,1.7,3.9,3.8,2.17,1.6,1.67,2.1,H,A,D,O,U,O,N,N,Y
2025-07-13,12:30,FINLAND 2,SalPa,KaPa,2.65,2.35,3.5,2.33,1.52,1.38,2.6,D,H,H,U,U,O,Y,N,Y
2025-07-13,12:30,FINLAND 2,JaPS,PK-35,3.0,2.12,3.5,2.35,1.52,1.45,2.4,D,H,H,U,U,O,Y,N,Y
2025-07-13,12:30,FINLAND 2,Ekenas,SJK Akatemia,1.44,5.7,4.55,2.9,1.34,1.47,2.32,D,H,H,U,U,O,Y,N,Y
2025-07-13,12:30,ROMANIA 1,Otelul,Petrolul,2.15,3.5,2.88,1.47,2.63,2.0,1.73,H,A,A,U,U,U,N,N,N
2025-07-13,13:00,ICELAND 1,Hafnarfjordur,KA Akureyri,1.93,3.6,3.55,2.23,1.57,1.53,2.35,D,A,D,O,O,O,Y,Y,Y
2025-07-13,13:00,PERU 1,Sporting Cristal,Grau,1.5,5.25,4.2,2.18,1.63,1.83,1.83,A,A,A,U,U,U,N,N,N
2025-07-13,13:30,SWEDEN 1,Hacken,Halmstad,1.6,4.75,4.33,2.23,1.66,1.7,2.05,H,D,D,U,O,U,Y,N,N
2025-07-13,13:40,ARGENTINA 2,Colon Santa Fe,Almirante Brown,1.7,5.5,3.4,1.4,2.54,2.5,1.5,H,H,H,U,O,U,N,Y,N
2025-07-13,14:00,ARGENTINA 2,Deportivo Madryn,Almagro,1.5,7.5,3.7,1.5,2.3,2.63,1.44,H,H,H,U,O,U,N,Y,N
2025-07-13,14:15,ARGENTINA 1,Sarmiento Junin,Independiente,4.2,2.05,3.1,1.48,2.43,2.25,1.57,A,D,D,U,U,U,N,N,Y
2025-07-13,14:15,NORWAY 1,Brann,Viking,2.3,2.7,3.8,2.7,1.44,1.4,2.75,D,D,A,O,U,U,Y,Y,N
2025-07-13,15:00,ECUADOR 1,Vinotinto,Mushuc Runa,2.45,2.7,3.3,1.81,1.89,1.73,2.0,A,H,H,O,O,U,N,Y,Y
2025-07-13,15:00,ARGENTINA 2,Alvarado,San Miguel,4.2,2.05,2.9,1.38,2.7,2.63,1.44,H,H,H,U,O,U,N,Y,N
2025-07-13,15:00,ARGENTINA 2,Arsenal Sarandi,Racing Cordoba,3.2,2.55,2.8,1.37,2.8,2.5,1.5,H,H,H,U,O,U,N,Y,N
