League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
SOUTH KOREA - K LEAGUE 2,10/04/2024,02:00,Suwon Bluewings,Jeonnam,1.91,3.1,3.6,2.15,1.67,2.0,1.73,H,D,H,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,10/04/2024,02:00,Seongnam,Seoul E-Land,2.3,3.1,2.88,2.15,1.67,1.83,1.83,H,D,H,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,10/04/2024,02:00,Cheongju,Gimpo FC,2.25,3.1,2.8,2.35,1.57,2.0,1.73,H,D,H,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,10/04/2024,02:00,Anyang,Bucheon FC 1995,1.95,3.2,3.5,2.1,1.7,1.83,1.83,H,D,H,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,10/04/2024,04:30,Ansan Greeners,Asan,3.6,3.1,1.95,2.1,1.7,1.83,1.83,H,D,H,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,10/04/2024,04:30,Cheonan City,Busan,3.5,3.3,1.91,2.08,1.73,1.91,1.8,H,D,H,O,U,O,N,Y,N
JAPAN - J1 LEAGUE,10/04/2024,07:00,Yokohama F. Marinos,Gamba Osaka,1.85,3.75,4.0,1.53,2.4,1.5,2.5,A,H,H,U,O,U,N,Y,N
CHINA - SUPER LEAGUE,10/04/2024,08:00,Qingdao West Coast,Tianjin Jinmen Tiger,3.2,3.6,2.2,1.88,1.98,1.7,2.05,A,D,H,O,U,U,Y,N,Y
CHINA - SUPER LEAGUE,10/04/2024,08:35,Cangzhou,Changchun Yatai,2.15,3.5,3.3,1.75,2.05,1.62,2.2,A,D,H,O,U,U,Y,N,Y
CHINA - SUPER LEAGUE,10/04/2024,08:35,Chengdu Rongcheng,Zhejiang Professional,2.0,3.3,4.0,1.9,1.95,1.7,2.05,A,D,H,O,U,U,Y,N,Y
CHINA - SUPER LEAGUE,10/04/2024,09:00,Meizhou Hakka,Qingdao Hainiu,2.25,3.2,3.25,2.0,1.85,1.75,2.0,A,D,H,O,U,U,Y,N,Y
SLOVENIA - PRVA LIGA,10/04/2024,09:45,Celje,Bravo,1.38,4.6,7.3,1.72,2.05,2.02,1.7,H,A,D,O,O,O,Y,N,N
ROMANIA - LIGA 2,10/04/2024,11:00,Csikszereda M. Ciuc,Mioveni,2.18,3.1,3.35,2.3,1.55,2.0,1.72,D,H,D,U,U,O,Y,N,N
SLOVENIA - PRVA LIGA,10/04/2024,11:45,Domzale,Rogaska,2.18,3.45,3.0,1.8,1.95,1.65,2.1,H,A,D,O,O,O,Y,N,N
ROMANIA - LIGA 2,10/04/2024,13:00,Hunedoara,Unirea Slobozia,1.88,3.35,4.0,2.25,1.6,2.05,1.7,D,H,D,U,U,O,Y,N,N
HUNGARY - OTP BANK LIGA,10/04/2024,13:00,Ferencvaros,DVTK,1.29,5.75,9.0,1.53,2.4,1.91,1.8,A,A,H,O,O,U,Y,Y,N
ITALY - SERIE C,10/04/2024,13:00,Pro Sesto,L.R. Vicenza,5.1,3.15,1.78,2.5,1.47,2.27,1.57,D,D,H,U,U,U,N,N,N
SLOVENIA - PRVA LIGA,10/04/2024,13:45,O. Ljubljana,Radomlje,1.44,4.45,6.2,1.65,2.15,1.85,1.85,H,A,D,O,O,O,Y,N,N
GERMANY - 3. LIGA,10/04/2024,14:00,Saarbrucken,Unterhaching,1.53,4.0,5.5,1.73,2.08,1.83,1.83,H,H,H,O,O,O,Y,N,Y
ENGLAND - LEAGUE ONE,10/04/2024,15:45,Wycombe,Derby,4.0,3.75,1.91,2.0,1.85,1.8,1.95,A,H,D,O,O,O,N,N,Y
