League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
AUSTRALIA - A-LEAGUE,12/04/2024,04:00,Wellington Phoenix,Melbourne Victory,3.3,3.6,2.1,1.67,2.2,1.57,2.25,H,H,H,O,O,U,N,Y,Y
AUSTRALIA - A-LEAGUE,12/04/2024,06:45,Adelaide United,Macarthur FC,1.75,4.5,4.0,1.3,3.5,1.33,3.25,H,H,H,O,O,U,N,Y,Y
JAPAN - J1 LEAGUE,12/04/2024,07:00,Kashiwa Reysol,Urawa Reds,2.8,3.0,2.7,2.15,1.67,1.8,1.95,H,A,H,U,U,O,N,Y,N
ARMENIA - PREMIER LEAGUE,12/04/2024,09:00,Pyunik Yerevan,Alashkert,1.5,3.95,5.2,1.65,1.98,1.81,1.95,A,H,H,U,U,U,N,N,N
ROMANIA - LIGA 1,12/04/2024,11:30,UTA Arad,FC Hermannstadt,2.25,2.9,3.25,2.5,1.5,2.1,1.67,A,D,D,O,O,U,Y,N,N
BULGARIA - PARVA LIGA,12/04/2024,11:45,Botev Plovdiv,Botev Vratsa,1.33,5.0,10.0,1.7,2.1,2.1,1.67,A,H,A,U,U,O,N,Y,Y
ARMENIA - PREMIER LEAGUE,12/04/2024,12:00,Ararat-Armenia,Ararat Yerevan,1.34,4.6,6.9,1.57,2.12,1.94,1.82,A,H,H,U,U,U,N,N,N
CROATIA - HNL,12/04/2024,12:00,Rudes,Slaven Belupo,4.5,3.5,1.83,1.98,1.88,1.8,1.91,H,D,A,O,U,U,Y,Y,N
FINLAND - VEIKKAUSLIIGA,12/04/2024,12:00,Haka,Ekenas,1.65,3.6,4.5,1.73,2.08,1.75,2.0,H,H,H,O,O,O,N,N,Y
SLOVAKIA - NIKE LIGA,12/04/2024,12:30,Zilina,Ruzomberok,1.78,3.7,4.15,1.8,1.98,1.72,2.0,H,H,A,O,O,U,N,Y,N
FRANCE - NATIONAL,12/04/2024,12:45,Niort,GOAL FC,1.88,3.35,4.0,2.07,1.7,1.9,1.82,H,H,D,O,O,O,N,Y,N
FINLAND - YKKONEN,12/04/2024,13:00,Atlantis,Vaajakoski,1.8,3.5,3.75,1.7,2.1,1.57,2.1,A,H,H,O,U,U,Y,Y,Y
CYPRUS - CYTA CHAMPIONSHIP,12/04/2024,13:00,AEL Limassol,Othellos Athienou,1.65,3.55,4.85,1.78,1.93,1.7,1.93,A,A,H,O,U,O,N,N,Y
POLAND - DIVISION 1,12/04/2024,13:00,Zaglebie Sosnowiec,Leczna,3.1,3.1,2.3,2.15,1.67,1.83,1.83,D,H,A,U,U,U,N,N,N
POLAND - EKSTRAKLASA,12/04/2024,13:00,Warta Poznan,Korona Kielce,2.45,3.1,2.75,2.5,1.5,2.1,1.67,H,H,H,O,U,O,Y,N,N
FINLAND - VEIKKAUSLIIGA,12/04/2024,13:00,VPS,SJK,2.45,3.2,2.6,1.93,1.93,1.7,2.05,H,H,H,O,O,O,N,N,Y
AUSTRIA - 2. LIGA,12/04/2024,13:10,Liefering,Grazer AK,2.55,3.65,2.42,1.65,2.15,1.57,2.27,D,H,D,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,12/04/2024,13:10,Kapfenberg,Stripfing,2.1,3.35,3.3,1.85,1.88,1.7,2.05,D,H,D,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,12/04/2024,13:10,Dornbirn,First Vienna,3.6,3.55,1.93,1.8,1.95,1.7,2.05,D,H,D,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,12/04/2024,13:10,St. Polten,Admira,2.0,3.35,3.5,1.93,1.8,1.75,1.95,D,H,D,O,O,U,N,Y,N
GERMANY - 2. BUNDESLIGA,12/04/2024,13:30,Greuther Furth,Kaiserslautern,2.4,3.5,2.88,1.7,2.1,1.54,2.25,H,H,A,O,O,U,N,Y,N
DENMARK - 1ST DIVISION,12/04/2024,13:30,Naestved,Horsens,2.3,3.5,3.0,1.8,2.0,1.62,2.2,D,D,H,U,U,U,Y,N,Y
DENMARK - 1ST DIVISION,12/04/2024,13:30,Koge,B.93,2.4,3.6,2.8,1.62,2.25,1.53,2.38,D,D,H,U,U,U,Y,N,Y
DENMARK - 1ST DIVISION,12/04/2024,13:30,Hobro,Aalborg,4.33,3.5,1.91,2.0,1.85,1.83,1.83,D,D,H,U,U,U,Y,N,Y
GERMANY - 2. BUNDESLIGA,12/04/2024,13:30,Hertha Berlin,Hansa Rostock,1.67,4.0,5.0,1.53,2.4,1.57,2.25,H,H,A,O,O,U,N,Y,N
TURKEY - SUPER LIG,12/04/2024,14:00,Trabzonspor,Sivasspor,1.55,4.0,6.0,1.73,2.08,1.8,1.91,D,H,A,O,O,U,N,Y,N
DENMARK - SUPERLIGA,12/04/2024,14:00,Odense,Viborg,2.25,3.5,3.1,1.8,2.0,1.62,2.2,D,A,H,O,O,U,Y,N,N
TURKEY - 1. LIG,12/04/2024,14:00,Manisa FK,Eyupspor,3.3,3.4,2.1,1.98,1.83,1.8,1.91,H,D,D,O,U,U,Y,Y,N
GERMANY - 3. LIGA,12/04/2024,14:00,Duisburg,Mannheim,2.8,3.3,2.4,1.88,1.98,1.67,2.1,H,H,H,O,O,O,Y,N,Y
SWEDEN - SUPERETTAN,12/04/2024,14:00,Sundsvall,Skovde AIK,2.05,3.4,3.2,1.9,1.95,1.75,2.0,D,D,D,U,O,O,Y,N,N
FINLAND - VEIKKAUSLIIGA,12/04/2024,14:00,Inter Turku,AC Oulu,1.73,3.4,4.33,1.73,2.08,1.67,2.1,H,H,H,O,O,O,N,N,Y
BULGARIA - PARVA LIGA,12/04/2024,14:15,CSKA Sofia,Pirin Blagoevgrad,1.2,7.0,13.0,1.67,2.15,2.75,1.4,A,H,A,U,U,O,N,Y,Y
SWITZERLAND - CHALLENGE LEAGUE,12/04/2024,14:30,Xamax,Aarau,2.1,3.55,3.1,1.57,2.25,1.5,2.4,D,D,A,U,U,O,N,Y,N
ROMANIA - LIGA 1,12/04/2024,14:30,Univ. Craiova,Farul Constanta,1.8,3.4,4.2,1.98,1.88,1.8,1.91,A,D,D,O,O,U,Y,N,N
FRANCE - NATIONAL,12/04/2024,14:30,Cholet,Sochaux,3.15,3.25,2.18,1.93,1.8,1.72,2.0,H,H,D,O,O,O,N,Y,N
AUSTRIA - BUNDESLIGA,12/04/2024,14:30,LASK,Salzburg,4.33,3.75,1.8,1.95,1.9,1.8,1.95,D,D,D,O,U,U,Y,Y,N
