Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-06-26,08:35,CHINA 1,Shanghai Port,Dalian Yingbo,1.4,6.5,5.0,2.82,1.38,1.5,2.5,D,A,A,O,U,U,N,Y,N
2025-06-26,09:00,CHINA 1,Yunnan Yukun,Henan Songshan Longmen,3.0,2.2,3.75,2.15,1.62,1.53,2.38,D,A,A,O,U,U,N,Y,N
2025-06-26,14:00,FINLAND 2,Jazz Pori,Keski-Uusimaa,2.05,2.7,4.0,3.5,1.3,1.33,3.25,D,H,A,O,U,U,N,N,Y
2025-06-26,16:00,WORLD - FIFA CLUB WORLD CUP,Juventus,Manchester City,4.2,1.85,3.5,1.88,1.93,1.8,1.95,,,,,,,,,
2025-06-26,16:00,WORLD - FIFA CLUB WORLD CUP,Wydad,Al Ain,2.4,2.88,3.5,1.98,1.85,1.67,2.1,,,,,,,,,
2025-06-26,16:15,ICELAND 2,Njardvik,Keflavik,2.4,2.6,3.5,2.27,1.5,1.42,2.47,D,A,H,U,U,O,N,Y,Y
2025-06-26,19:30,ARGENTINA COPA,Tigre,Banfield,2.4,3.8,2.72,1.33,3.4,2.5,1.5,A,A,H,U,U,O,Y,Y,N
2025-06-26,21:35,BRAZIL 2,CRB,America MG,2.35,3.0,3.1,1.65,2.15,1.91,1.8,H,H,D,O,U,U,Y,Y,Y
2025-06-26,22:00,WORLD - FIFA CLUB WORLD CUP,Al Hilal,Pachuca,1.55,5.25,4.5,2.8,1.45,1.5,2.5,,,,,,,,,
2025-06-26,22:00,WORLD - FIFA CLUB WORLD CUP,Salzburg,Real Madrid,8.0,1.27,5.25,3.3,1.34,1.62,2.2,,,,,,,,,
