Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-06-08,00:00,USA 2,Sacramento Republic,FC Tulsa,1.6,5.0,3.7,1.75,1.95,2.0,1.72,D,A,A,U,U,U,Y,N,Y
2025-06-08,02:00,JAPAN 2,Toyama,Mito,3.4,2.1,3.3,1.65,2.15,1.91,1.8,D,H,A,O,U,U,N,Y,Y
2025-06-08,02:00,JAPAN 2,Omiya Ardija,Ehime,1.53,5.5,4.2,2.07,1.7,1.8,1.91,D,H,A,O,U,U,N,Y,Y
2025-06-08,06:00,UKRAINE 2,Podillya Khmelnytskyi,Kolos Kovalivka 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-06-08,07:00,UKRAINE 2,FC Chernihiv,MFC Metalurh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-06-08,07:00,SOUTH KOREA 2,Incheon,Bucheon FC 1995,1.65,4.75,3.8,1.8,1.93,2.0,1.73,D,H,A,U,O,U,Y,N,N
2025-06-08,07:00,SOUTH KOREA 2,Gimpo FC,Cheonan City,1.85,3.9,3.6,1.82,1.93,1.83,1.83,D,H,A,U,O,U,Y,N,N
2025-06-08,10:00,FINLAND 2,EPS,KPV Kokkola,2.88,2.1,3.5,2.7,1.44,1.36,3.0,D,D,A,O,O,U,N,N,Y
2025-06-08,10:00,FINLAND 2,Jazz Pori,Rovaniemi,1.62,4.0,4.1,3.5,1.3,1.33,3.25,D,D,A,O,O,U,N,N,Y
2025-06-08,10:30,URUGUAY 1,Progreso,Miramar,2.2,3.4,3.2,1.65,2.15,1.83,1.83,A,A,H,O,U,U,N,N,Y
2025-06-08,11:00,ITALY 4,Livorno,Siracusa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,H,A,U,O,O,N,Y,Y
2025-06-08,12:00,SPAIN 3,Real Sociedad B,Merida AD,1.83,4.4,3.25,1.7,2.05,1.91,1.8,D,A,D,U,O,O,Y,N,Y
2025-06-08,12:30,FINLAND 2,KuPS Akatemia,Tampere Utd,3.9,1.67,3.9,3.5,1.3,1.33,3.25,D,D,A,O,O,U,N,N,Y
