League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
INDONESIA - LIGA 1,17/10/2024,05:30,Dewa United,Persik Kediri,2.02,3.05,3.75,1.72,1.9,1.55,2.15,H,D,A,O,O,O,N,Y,Y
INDONESIA - LIGA 1,17/10/2024,09:00,PSIS Semarang,Persija Jakarta,2.95,2.95,2.42,2.0,1.65,1.72,1.88,H,D,A,O,O,O,N,Y,Y
THAILAND - THAI LEAGUE 1,17/10/2024,09:00,Buriram,Uthai Thani,1.21,6.0,11.75,1.4,2.75,1.88,1.82,H,H,D,U,U,U,Y,N,Y
NIGERIA - NPFL,17/10/2024,11:00,Bendel,Bayelsa United,1.65,3.15,6.1,2.77,1.33,2.7,1.35,H,H,A,O,U,U,Y,N,N
INDIA - ISL,17/10/2024,11:00,North East Utd,Chennaiyin,2.3,3.8,2.63,1.67,2.15,1.62,2.2,A,H,H,O,O,U,Y,N,Y
NIGERIA - NPFL,17/10/2024,12:00,Heartland,Ikorodu City,1.6,3.25,6.5,2.57,1.39,2.52,1.4,H,H,A,O,U,U,Y,N,N
NIGERIA - NPFL,17/10/2024,12:00,Rivers United,Shooting,1.39,3.75,9.75,2.32,1.47,2.67,1.36,H,H,A,O,U,U,Y,N,N
NIGERIA - NPFL,17/10/2024,12:00,Plateau United,Remo Stars,1.65,3.1,6.3,2.45,1.42,2.32,1.47,H,H,A,O,U,U,Y,N,N
ARMENIA - PREMIER LEAGUE,17/10/2024,12:00,Shirak Gyumri,West Armenia,1.62,3.8,4.35,1.72,1.9,1.71,2.08,A,H,A,U,U,U,Y,Y,Y
URUGUAY - PRIMERA DIVISION,17/10/2024,13:30,Cerro Largo,Maldonado,2.0,3.4,3.8,2.35,1.57,2.1,1.67,A,A,D,O,U,O,N,Y,Y
PERU - LIGA 1,17/10/2024,15:00,Union Comercio,Comerciantes Unidos,1.91,3.3,4.0,1.88,1.98,1.73,2.0,H,D,D,O,O,U,N,Y,N
BRAZIL - BRASILEIRO U23,17/10/2024,15:00,Sport Recife U23,CRB U23,1.83,3.7,3.4,1.42,2.42,1.47,2.6,H,A,A,U,O,U,N,N,N
URUGUAY - PRIMERA DIVISION,17/10/2024,16:00,Fenix,CA Cerro,2.25,3.3,3.2,2.4,1.53,2.1,1.67,A,A,D,O,U,O,N,Y,Y
ENGLAND - LEAGUE ONE,17/10/2024,16:00,Shrewsbury,Exeter,2.88,3.5,2.4,2.0,1.85,1.75,2.0,D,A,A,U,U,U,Y,Y,Y
PERU - LIGA 1,17/10/2024,17:15,Cusco,Los Chankas,1.55,3.9,6.0,1.67,2.15,1.73,2.0,H,D,D,O,O,U,N,Y,N
COSTA RICA - PRIMERA DIVISION,17/10/2024,19:00,Cartagines,San Carlos,2.5,3.25,2.63,1.83,1.98,1.67,2.1,H,H,A,O,U,U,N,N,N
URUGUAY - PRIMERA DIVISION,17/10/2024,19:30,Nacional,Miramar,1.38,4.2,9.5,1.9,1.95,2.2,1.62,A,A,D,O,U,O,N,Y,Y
BRAZIL - SERIE B,17/10/2024,20:00,America MG,Goias,1.7,3.4,5.5,2.2,1.65,2.1,1.67,A,H,D,O,U,O,N,Y,N
PERU - LIGA 1,17/10/2024,20:00,Sport Huancayo,Grau,1.85,3.3,4.33,2.25,1.62,2.0,1.73,H,D,D,O,O,U,N,Y,N
COSTA RICA - PRIMERA DIVISION,17/10/2024,21:00,Sporting San Jose,Santa Ana,1.85,3.4,3.8,1.8,2.0,1.67,2.1,H,H,A,O,U,U,N,N,N
MEXICO - LIGA DE EXPANSION MX,17/10/2024,22:00,Atl. Morelia,Zacatecas Mineros,2.65,3.1,2.57,1.8,1.91,1.57,2.12,D,A,H,U,O,O,Y,Y,Y
COSTA RICA - PRIMERA DIVISION,16/10/2024,23:00,Puntarenas FC,Herediano,3.0,3.2,2.25,2.25,1.62,1.91,1.8,H,H,A,O,U,U,N,N,N
COSTA RICA - PRIMERA DIVISION,16/10/2024,23:00,Alajuelense,Liberia,1.36,4.33,8.0,1.53,2.4,1.8,1.91,H,H,A,O,U,U,N,N,N
COSTA RICA - PRIMERA DIVISION,17/10/2024,23:00,Guanacasteca,Saprissa,3.9,3.5,1.83,1.85,1.95,1.73,2.0,H,H,A,O,U,U,N,N,N
