Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-10-07,02:00,SOUTH KOREA 2,Seoul E-Land,Hwaseong,1.73,4.2,3.9,2.0,1.8,1.8,1.91,D,D,H,U,O,U,Y,N,N
2025-10-07,04:30,SOUTH KOREA 2,Cheongju,Gimpo FC,3.8,1.95,3.4,1.7,2.1,1.91,1.8,D,D,H,U,O,U,Y,N,N
2025-10-07,14:30,FRANCE 3,Versailles,Villefranche,1.87,4.15,3.2,1.6,2.07,1.9,1.7,D,A,H,O,U,U,Y,N,N
2025-10-07,15:45,WALES 1,Bala,Connahs Q.,3.3,2.07,3.4,1.85,1.85,1.7,2.02,D,D,H,U,O,O,N,N,N
2025-10-07,15:45,WALES 1,Barry,Briton Ferry,1.85,3.55,3.9,2.5,1.47,1.47,2.5,D,D,H,U,O,O,N,N,N
2025-10-07,15:45,WALES 1,Caernarfon,TNS,5.3,1.52,4.25,2.27,1.57,1.7,2.05,D,D,H,U,O,O,N,N,N
2025-10-07,15:45,WALES 1,Flint,Colwyn Bay,2.25,2.77,3.65,2.22,1.6,1.52,2.37,D,D,H,U,O,O,N,N,N
2025-10-07,15:45,WALES 1,Llanelli,Cardiff Metropolitan,4.33,1.75,3.6,1.8,1.9,1.83,1.83,D,D,H,U,O,O,N,N,N
2025-10-07,15:45,WALES 1,Penybont,Haverfordwest,1.65,4.8,3.8,1.98,1.75,1.75,1.95,D,D,H,U,O,O,N,N,N
2025-10-07,20:00,BRAZIL 2,Amazonas,Criciuma,2.57,2.65,3.1,1.53,2.4,2.1,1.67,H,D,A,U,O,O,Y,N,Y
2025-10-07,21:30,BRAZIL 2,Goias,CRB,1.91,3.6,3.6,1.65,2.2,1.91,1.8,H,D,A,U,O,O,Y,N,Y
2025-10-07,21:30,COLOMBIA 1,Millonarios,America De Cali,2.15,3.5,3.2,1.5,2.5,2.1,1.67,D,H,D,O,O,U,N,Y,N
2025-10-07,21:35,BRAZIL 2,Botafogo SP,Paysandu PA,2.25,3.3,3.0,1.5,2.5,2.1,1.67,H,D,A,U,O,O,Y,N,Y
2025-10-07,23:00,USA 2,Oakland Roots,Hartford Athletic,2.9,2.18,3.35,1.78,1.93,1.8,1.91,H,A,H,U,U,U,N,Y,N
