Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Hokkaido Consadole Sapporo,Kashiwa Reysol,3.4,2.3,2.36,3.55,2.16,1.81,1.67,2.22,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Urawa Reds,Albirex Niigata,2.7,3.0,3.1,3.25,1.86,2.08,1.81,2.14,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Nagoya Grampus,2.1,3.45,3.55,4.0,2.5,1.62,1.58,2.52,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Gamba Osaka,Sanfrecce Hiroshima,4.3,1.87,1.92,3.85,2.06,1.87,1.8,2.16,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Kashima Antlers,Machida,2.78,2.86,2.96,3.3,1.77,2.22,1.86,2.06,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Vissel Kobe,Shonan Bellmare,1.41,9.0,10.0,5.1,2.22,1.78,2.0,1.84,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,FC Tokyo,Cerezo Osaka,2.7,2.76,2.8,3.55,2.1,1.85,1.68,2.26,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Kyoto,Verdy,2.58,2.9,3.0,3.45,1.91,2.02,1.76,2.18,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,Avispa Fukuoka,1.89,4.8,5.0,3.65,1.9,2.04,1.87,1.99,A,H,A,U,U,O,Y,N,Y
2024-12-08,02:00:00,JAPAN - J1 LEAGUE,Sagan Tosu,Iwata,3.7,2.08,2.14,3.8,2.34,1.69,1.63,2.46,A,H,A,U,U,O,Y,N,Y
2024-12-08,03:00:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Perth Glory,1.27,12.5,13.5,6.8,3.15,1.43,1.89,2.0,D,D,A,O,U,U,Y,N,N
2024-12-08,04:00:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Sydney FC,3.95,2.02,2.06,3.8,2.28,1.71,1.66,2.42,D,D,A,O,U,U,Y,N,N
2024-12-08,06:00:00,ROMANIA - LIGA 2,Metalul Buzau,Ceahlaul,2.24,2.26,2.36,3.0,1.46,2.0,1.92,1.89,A,H,D,U,U,U,N,Y,N
2024-12-08,06:00:00,ROMANIA - LIGA 2,Steaua Bucuresti,ASA Unirea Ungheni,1.38,8.6,14.0,3.95,1.79,2.0,2.34,1.6,A,H,D,U,U,U,N,Y,N
2024-12-08,06:30:00,AUSTRIA - BUNDESLIGA,Rapid Vienna (Am),Horn,1.62,5.3,5.8,4.5,2.5,1.56,1.63,2.34,H,D,A,O,O,O,Y,N,Y
2024-12-08,07:00:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Septemvri,2.1,3.9,4.8,3.05,1.63,2.28,1.96,1.86,H,H,D,O,O,U,Y,Y,N
2024-12-08,07:30:00,SPAIN - SEGUNDA RFEF,Getafe B,Guadalajara Chivas,2.16,3.55,4.4,2.84,1.58,2.18,1.98,1.81,A,A,H,O,U,U,Y,N,Y
2024-12-08,07:30:00,TURKEY - SUPER LIG,Eyupspor,Samsunspor,3.05,2.58,2.66,3.4,1.91,2.0,1.78,2.2,D,D,D,U,O,U,Y,Y,N
2024-12-08,07:30:00,SPAIN - SEGUNDA RFEF,Cornella,Valencia B,2.7,2.56,3.55,2.72,1.4,2.46,2.1,1.7,A,A,H,O,U,U,Y,N,Y
