League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
JAPAN - J1 LEAGUE,15/06/2024,04:00,Yokohama F. Marinos,Machida,2.88,3.5,2.25,1.62,2.25,1.5,2.5,H,D,D,O,U,O,Y,N,N
ESTONIA - MEISTRILIIGA,15/06/2024,06:00,Kalju,Flora,2.57,3.25,2.42,1.62,2.02,1.62,2.21,A,H,H,U,U,O,N,N,N
ESTONIA - MEISTRILIIGA,15/06/2024,06:00,Tallinna Kalev,Paide,5.6,4.1,1.45,1.53,2.18,1.87,1.87,A,H,H,U,U,O,N,N,N
SOUTH KOREA - K LEAGUE 1,15/06/2024,06:00,Pohang,Daejeon,1.73,3.7,4.5,1.93,1.93,1.83,1.83,A,A,D,U,O,O,Y,Y,N
JAPAN - J2 LEAGUE,15/06/2024,06:00,Fujieda MYFC,Yokohama FC,6.0,3.9,1.55,1.98,1.88,2.0,1.73,D,D,D,O,O,U,N,Y,N
JAPAN - J1 LEAGUE,15/06/2024,06:30,Sanfrecce Hiroshima,Verdy,1.48,4.1,7.5,1.83,2.03,1.95,1.8,H,D,D,O,U,O,Y,N,N
JAPAN - J1 LEAGUE,15/06/2024,07:00,Kyoto,Hokkaido Consadole Sapporo,2.15,3.4,3.4,1.88,1.98,1.7,2.05,H,D,D,O,U,O,Y,N,N
JAPAN - J1 LEAGUE,15/06/2024,07:00,Cerezo Osaka,Urawa Reds,2.63,3.25,2.63,1.98,1.88,1.7,2.05,H,D,D,O,U,O,Y,N,N
SOUTH KOREA - K LEAGUE 2,15/06/2024,07:00,Jeonnam,Bucheon FC 1995,2.3,3.0,3.3,2.35,1.57,2.0,1.73,D,A,H,O,U,O,Y,N,Y
SOUTH KOREA - K LEAGUE 1,15/06/2024,07:00,Gwangju FC,Gimcheon Sangmu,1.95,3.6,3.75,2.03,1.83,1.8,1.91,A,A,D,U,O,O,Y,Y,N
SOUTH KOREA - K LEAGUE 2,15/06/2024,07:00,Gyeongnam,Suwon Bluewings,3.3,3.1,2.2,2.25,1.62,1.91,1.8,D,A,H,O,U,O,Y,N,Y
JAPAN - J2 LEAGUE,15/06/2024,07:00,Kagoshima Utd,Montedio Yamagata,3.4,3.2,2.1,2.0,1.85,1.8,1.91,D,D,D,O,O,U,N,Y,N
SOUTH KOREA - K LEAGUE 2,15/06/2024,07:30,Seongnam,Anyang,2.9,3.1,2.38,2.1,1.7,1.83,1.83,D,A,H,O,U,O,Y,N,Y
ESTONIA - MEISTRILIIGA,15/06/2024,08:00,Parnu JK Vaprus,Narva,2.62,3.3,2.37,1.78,1.85,1.74,2.02,A,H,H,U,U,O,N,N,N
SOUTH KOREA - K LEAGUE 1,15/06/2024,08:00,Gangwon,Suwon FC,2.4,3.3,2.9,1.8,2.0,1.62,2.2,A,A,D,U,O,O,Y,Y,N
CHINA - SUPER LEAGUE,15/06/2024,08:35,Zhejiang Professional,Changchun Yatai,1.42,5.0,6.25,1.3,3.5,1.44,2.63,D,H,H,U,U,O,Y,Y,N
CHINA - SUPER LEAGUE,15/06/2024,09:00,Henan Songshan Longmen,Beijing Guoan,2.15,3.25,3.5,1.88,1.98,1.67,2.1,D,H,H,U,U,O,Y,Y,N
SWEDEN - SUPERETTAN,15/06/2024,10:00,Gefle,Landskrona,3.2,3.4,2.2,1.83,2.03,1.67,2.1,D,D,H,U,O,O,Y,N,Y
