Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-27,00:00:00,MEXICO - LIGA MX,Toluca,Queretaro,1.31,10.5,12.0,6.4,2.9,1.5,1.94,1.92,H,H,D,U,U,O,N,Y,Y
2025-02-27,00:05:00,MEXICO - LIGA MX,Atl. San Luis,Guadalajara Chivas,3.7,2.14,2.18,3.65,2.0,1.96,1.78,2.14,H,H,D,U,U,O,N,Y,Y
2025-02-27,10:00:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,Radnik,3.4,2.36,2.78,2.76,1.38,2.96,2.22,1.61,D,A,D,U,U,U,N,Y,Y
2025-02-27,11:00:00,SERBIA - PRVA LIGA,Zemun,Smederevo,1.9,3.95,6.2,2.8,1.47,2.38,2.2,1.57,D,A,D,U,U,U,N,Y,Y
2025-02-27,11:00:00,EGYPT - PREMIER LEAGUE,Smouha,Al Masry,3.2,2.68,3.1,2.78,1.41,2.5,1.12,1.12,H,H,H,U,O,U,Y,Y,N
2025-02-27,11:00:00,EGYPT - PREMIER LEAGUE,El Gaish,National Bank Egypt,3.3,2.68,3.1,2.68,1.29,2.12,1.05,1.05,H,H,H,U,O,U,Y,Y,N
2025-02-27,13:00:00,SERBIA - SUPER LIGA,Napredak,Tekstilac Odzaci,1.95,4.6,5.4,3.05,1.59,2.38,2.06,1.73,H,A,H,O,U,O,N,Y,Y
2025-02-27,14:00:00,EGYPT - PREMIER LEAGUE,Zamalek,ZED,2.0,4.7,5.3,3.1,1.56,2.5,2.18,1.76,H,H,H,U,O,U,Y,Y,N
2025-02-27,14:00:00,ROMANIA - LIGA 2,Ceahlaul,Steaua Bucuresti,4.1,2.0,2.1,3.05,1.55,2.42,2.1,1.74,A,A,D,U,O,U,N,Y,N
2025-02-27,14:30:00,SERBIA - SUPER LIGA,Radnicki 1923,IMT Novi Beograd,1.69,5.0,6.6,3.6,2.14,1.69,1.69,2.18,H,A,H,O,U,O,N,Y,Y
2025-02-27,15:00:00,DENMARK - 1ST DIVISION,Hvidovre IF,Fredericia,2.3,3.0,3.35,3.65,2.1,1.76,1.69,2.32,D,A,D,U,O,U,Y,N,Y
2025-02-27,15:00:00,PERU - LIGA 1,Los Chankas,Cienciano,2.32,3.1,3.6,3.15,1.95,1.87,1.71,2.24,A,A,D,U,O,O,Y,Y,Y
2025-02-27,15:00:00,SERBIA - SUPER LIGA,TSC,Cukaricki,2.24,3.15,3.65,3.3,2.08,1.76,1.65,2.28,H,A,H,O,U,O,N,Y,Y
2025-02-27,16:45:00,ITALY - SERIE A,Bologna,AC Milan,3.0,2.64,2.66,3.4,1.91,2.08,1.8,2.16,D,H,H,U,U,O,N,Y,Y
2025-02-27,17:00:00,ENGLAND - PREMIER LEAGUE,West Ham,Leicester,1.73,5.3,5.4,4.2,2.28,1.75,1.77,2.24,A,A,D,U,U,O,N,N,N
2025-02-27,17:00:00,ENGLAND - LEAGUE TWO,Barrow,Carlisle,2.16,3.8,4.0,3.4,1.69,2.26,1.96,1.89,H,A,D,U,O,U,Y,Y,Y
2025-02-27,17:30:00,PERU - LIGA 1,ADT Tarma,Sport Boys,1.35,9.2,13.5,4.6,2.04,1.78,2.1,1.73,A,A,D,U,O,O,Y,Y,Y
2025-02-27,22:00:00,COLOMBIA - PRIMERA A,Ind. Medellin,Llaneros FC,1.38,9.0,13.5,4.2,1.72,1.84,2.12,1.55,H,D,H,O,O,O,Y,Y,N
