Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-03-09,00:05:00,MEXICO - LIGA MX,Guadalajara Chivas,Club America,3.45,2.4,2.44,3.3,1.74,2.28,1.9,2.0,H,H,D,U,U,O,N,Y,Y
2025-03-09,01:05:00,JAPAN - J2 LEAGUE,Hokkaido Consadole Sapporo,Chiba,3.05,2.32,2.46,3.55,2.1,1.79,1.63,2.1,A,D,D,U,U,O,N,N,Y
2025-03-09,02:00:00,JAPAN - J1 LEAGUE,Kyoto,Avispa Fukuoka,2.3,3.45,3.7,3.3,1.62,2.44,2.08,1.83,A,A,H,O,O,O,Y,Y,N
2025-03-09,02:00:00,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Jeju Utd,1.81,4.9,5.3,3.7,1.89,2.02,1.89,1.99,A,D,A,U,U,U,Y,Y,N
2025-03-09,02:00:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Asan,3.95,1.96,2.1,3.6,1.9,1.96,1.82,2.06,D,D,A,O,O,U,Y,N,Y
2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Iwaki,Sagan Tosu,2.36,3.3,3.65,3.15,1.72,2.2,1.88,2.0,A,D,D,U,U,O,N,N,Y
2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Kofu,Fujieda MYFC,1.92,4.0,5.4,3.4,1.79,1.92,1.79,1.87,A,D,D,U,U,O,N,N,Y
2025-03-09,02:00:00,SOUTH KOREA - K LEAGUE 2,Seoul E-Land,Suwon Bluewings,2.92,2.5,2.72,3.3,1.82,2.06,1.71,1.89,D,D,A,O,O,U,Y,N,Y
2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Tokushima,Kumamoto,2.16,3.8,4.1,3.15,1.73,2.2,1.94,1.92,A,D,D,U,U,O,N,N,Y
2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Blaublitz,2.24,3.45,3.8,3.35,1.72,2.18,1.92,1.94,A,D,D,U,U,O,N,N,Y
2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Toyama,Iwata,3.8,2.14,2.3,3.3,1.72,2.22,1.87,1.8,A,D,D,U,U,O,N,N,Y
2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Oita Trinita,Mito,2.2,4.0,4.3,3.15,1.59,2.5,2.08,1.83,A,D,D,U,U,O,N,N,Y
2025-03-09,03:00:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Auckland FC,3.95,1.94,1.98,3.95,2.36,1.66,1.63,2.36,H,A,D,O,O,U,Y,N,Y
2025-03-09,04:30:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Incheon,5.0,1.8,1.89,3.55,1.88,2.04,1.89,1.92,D,D,A,O,O,U,Y,N,Y
2025-03-09,04:30:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Pohang,1.54,3.3,870.0,1.81,1.08,1.03,1.05,1.05,A,D,A,U,U,U,Y,Y,N
2025-03-09,04:30:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Gangwon,2.26,3.7,3.85,3.3,1.75,2.26,1.9,2.0,A,D,A,U,U,U,Y,Y,N
2025-03-09,06:00:00,ROMANIA - LIGA 2,FC Botosani,Metalul Buzau,1.56,5.8,8.6,3.75,1.65,2.02,2.14,1.66,A,A,D,U,O,U,N,Y,N
2025-03-09,06:30:00,AUSTRIA - BUNDESLIGA,Floridsdorfer AC,First Vienna,3.45,2.24,2.44,3.2,1.81,2.12,1.88,2.02,H,D,A,O,O,U,Y,Y,Y
2025-03-09,07:00:00,SPAIN - SEGUNDA RFEF,Guadalajara Chivas,CD Union Sur Yaiza,1.34,9.0,15.5,4.1,1.73,1.82,2.34,1.58,H,A,D,U,O,O,Y,Y,Y
2025-03-09,07:00:00,BULGARIA - PARVA LIGA,Botev Plovdiv,Arda,2.28,3.4,3.95,3.0,1.55,2.34,2.06,1.72,A,A,A,U,U,U,N,Y,Y
2025-03-09,07:30:00,ESTONIA - MEISTRILIIGA,Harju JK Laagri,Tallinna Kalev,1.96,3.25,4.0,4.1,2.32,1.56,1.55,2.52,H,A,D,U,O,O,N,N,Y
2025-03-09,07:30:00,SPAIN - SEGUNDA RFEF,Getafe B,Navalcarnero,1.5,4.1,8.8,2.52,1.56,1.53,2.02,1.69,H,A,D,U,O,O,Y,Y,Y
2025-03-09,07:30:00,TURKEY - SUPER LIG,Sivasspor,Goztepe,3.7,2.24,2.3,3.35,1.78,2.22,1.91,2.04,H,D,D,U,O,O,Y,Y,N
2025-03-09,08:00:00,SPAIN - SEGUNDA RFEF,Valladolid Promesas,Coruxo FC,2.06,3.4,4.9,2.42,1.54,2.02,1.84,1.8,H,A,D,U,O,O,Y,Y,Y
2025-03-09,08:00:00,PORTUGAL - LIGA PORTUGAL 2,Mafra,FC Porto B,2.36,3.35,3.6,3.2,1.71,2.22,1.93,1.94,D,A,A,O,O,O,N,Y,Y
2025-03-09,08:00:00,POLAND - DIVISION 1,Polonia Warszawa,Kotwica Kolobrzeg,1.29,11.5,16.0,5.8,2.34,1.62,2.18,1.76,H,D,D,O,O,O,N,N,Y
