Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-01-06,05:00:00,AUSTRALIA - A-LEAGUE,Macarthur FC,Adelaide United,3.05,2.28,2.32,4.1,3.4,1.4,1.38,3.4,D,A,D,O,O,O,N,Y,N
2025-01-06,11:00:00,ITALY - SERIE C,Entella,Rimini,1.69,6.0,7.4,3.2,1.51,2.52,2.22,1.63,D,D,A,U,U,O,Y,Y,N
2025-01-06,11:00:00,ITALY - SERIE C,Pianese,Ascoli,2.76,2.68,3.0,3.0,1.61,2.32,1.95,1.86,D,D,A,U,U,O,Y,Y,N
2025-01-06,11:00:00,ITALY - SERIE C,Pro Patria,Lumezzane,2.56,3.15,3.55,2.98,1.52,2.48,1.96,1.76,D,D,A,U,U,O,Y,Y,N
2025-01-06,11:00:00,ITALY - SERIE C,Arezzo,Vis Pesaro,1.8,4.7,6.6,3.35,1.61,2.26,2.04,1.71,D,D,A,U,U,O,Y,Y,N
2025-01-06,11:00:00,ITALY - SERIE C,Pro Patria,Giana Erminio,2.86,2.9,3.3,2.68,1.46,2.74,2.1,1.75,D,D,A,U,U,O,Y,Y,N
2025-01-06,11:00:00,ITALY - SERIE C,Picerno,Trapani,3.3,2.44,2.58,3.05,1.69,2.16,1.81,1.9,D,D,A,U,U,O,Y,Y,N
2025-01-06,13:00:00,GREECE - SUPER LEAGUE,Panetolikos,Olympiacos Piraeus,11.0,1.4,1.42,4.8,1.81,2.14,2.54,1.61,D,H,A,U,U,U,N,Y,Y
2025-01-06,13:30:00,ITALY - SERIE C,L.R. Vicenza,Pergolettese,1.35,11.5,16.5,4.5,1.75,2.08,2.52,1.53,D,D,A,U,U,O,Y,Y,N
2025-01-06,13:30:00,ITALY - SERIE C,Foggia,Altamura,1.92,4.4,5.1,3.2,1.64,2.2,1.9,1.82,D,D,A,U,U,O,Y,Y,N
2025-01-06,13:30:00,ITALY - SERIE C,Ternana,Pontedera,1.32,11.0,15.5,5.2,2.1,1.75,2.16,1.69,D,D,A,U,U,O,Y,Y,N
2025-01-06,14:00:00,TURKEY - 1. LIG,Sakaryaspor,Genclerbirligi,2.4,3.1,3.4,3.25,1.88,1.95,1.75,2.1,H,A,D,O,U,O,Y,N,Y
2025-01-06,15:00:00,PORTUGAL - LIGA PORTUGAL 2,Benfica B,FC Porto B,1.91,4.3,4.6,3.7,2.04,1.82,1.74,2.14,H,D,A,O,O,O,N,N,Y
2025-01-06,17:00:00,ENGLAND - CHAMPIONSHIP,QPR,Luton,2.6,3.05,3.15,3.3,1.72,2.3,1.96,1.97,H,D,D,U,U,U,N,N,N
2025-01-06,17:00:00,ENGLAND - PREMIER LEAGUE,Wolves,Nottingham,3.5,2.38,2.4,3.35,1.82,2.2,1.87,2.12,H,D,A,U,O,O,N,N,Y
2025-01-06,17:15:00,PORTUGAL - LIGA PORTUGAL,Gil Vicente,Rio Ave,2.26,3.75,3.85,3.3,1.78,2.22,1.94,1.99,D,H,A,O,U,O,Y,N,N
