League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
AUSTRALIA - A-LEAGUE,16/04/2024,06:00,Western United,Adelaide United,2.5,4.0,2.5,1.33,3.4,1.33,3.25,H,A,A,O,O,U,Y,Y,N
ESTONIA - MEISTRILIIGA,16/04/2024,13:00,Tallinna Kalev,Levadia,8.5,4.9,1.27,1.53,2.2,1.86,1.9,H,D,A,O,U,U,N,N,Y
SWEDEN - SUPERETTAN,16/04/2024,14:00,Oster,Orebro,1.53,4.0,6.0,1.7,2.1,1.8,1.95,D,A,D,U,O,O,N,Y,Y
NORWAY - ELITESERIEN,16/04/2024,14:00,KFUM Oslo,Stromsgodset,2.75,3.5,2.5,1.88,1.98,1.7,2.05,A,D,H,U,O,O,N,Y,Y
ENGLAND - LEAGUE ONE,16/04/2024,15:45,Port Vale,Wycombe,2.4,3.4,2.9,2.05,1.75,1.8,1.95,A,D,D,O,O,U,Y,N,N
ENGLAND - LEAGUE ONE,16/04/2024,15:45,Bolton,Shrewsbury,1.36,5.0,9.0,1.73,2.08,2.1,1.67,A,D,D,O,O,U,Y,N,N
ENGLAND - LEAGUE ONE,16/04/2024,15:45,Bristol Rovers,Cambridge Utd,2.2,3.5,3.2,1.98,1.88,1.75,2.0,A,D,D,O,O,U,Y,N,N
ENGLAND - LEAGUE ONE,16/04/2024,15:45,Burton,Cheltenham,2.4,3.4,2.88,2.15,1.67,1.91,1.91,A,D,D,O,O,U,Y,N,N
ENGLAND - LEAGUE ONE,16/04/2024,15:45,Oxford Utd,Lincoln,2.05,3.5,3.6,2.0,1.85,1.8,1.95,A,D,D,O,O,U,Y,N,N
ENGLAND - LEAGUE ONE,16/04/2024,15:45,Peterborough,Fleetwood,1.44,4.75,7.0,1.53,2.4,1.7,2.05,A,D,D,O,O,U,Y,N,N
SCOTLAND - LEAGUE ONE,16/04/2024,15:45,Edinburgh City,Montrose,7.0,4.75,1.33,1.44,2.63,1.67,2.1,H,A,A,O,U,U,N,Y,N
NORTHERN IRELAND - NIFL CHAMPIONSHIP,16/04/2024,15:45,Ards,Ballyclare,2.45,3.6,2.47,1.5,2.25,1.44,2.4,A,H,A,U,O,O,Y,N,N
NORTHERN IRELAND - NIFL CHAMPIONSHIP,16/04/2024,15:45,Dergview,H&W Welders,3.45,3.8,1.87,1.5,2.27,1.47,2.32,A,H,A,U,O,O,Y,N,N
NORTHERN IRELAND - NIFL PREMIERSHIP,16/04/2024,15:45,Dungannon,Loughgall,1.62,4.25,4.35,1.5,2.42,1.55,2.3,H,D,H,O,U,O,N,N,N
