League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
SOUTH KOREA - K LEAGUE 2,22/05/2024,07:30,Busan,Cheonan City,1.55,3.9,5.5,1.8,2.0,1.83,1.83,A,A,D,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,22/05/2024,07:30,Gimpo FC,Seongnam,2.6,2.88,2.75,2.25,1.62,1.83,1.83,A,A,D,O,U,O,N,Y,N
SOUTH KOREA - K LEAGUE 2,22/05/2024,07:30,Gyeongnam,Ansan Greeners,1.8,3.5,3.9,1.85,1.95,1.73,2.0,A,A,D,O,U,O,N,Y,N
CHINA - SUPER LEAGUE,22/05/2024,08:35,Qingdao West Coast,Changchun Yatai,3.8,3.5,1.95,1.75,2.05,1.62,2.2,D,A,H,U,U,O,N,Y,Y
CHINA - SUPER LEAGUE,22/05/2024,09:00,Shanghai Port,Chengdu Rongcheng,1.45,4.75,6.25,1.33,3.4,1.44,2.63,D,A,H,U,U,O,N,Y,Y
BULGARIA - PARVA LIGA,22/05/2024,10:00,Krumovgrad,Levski Sofia,4.2,3.6,1.83,2.1,1.7,2.0,1.73,H,A,H,U,U,U,Y,Y,N
FINLAND - VEIKKAUSLIIGA,22/05/2024,12:00,VPS,KuPS,2.3,2.9,3.0,2.25,1.62,1.95,1.8,D,A,H,O,U,U,N,Y,Y
FINLAND - VEIKKAUSLIIGA,22/05/2024,12:00,HJK,Gnistan,1.38,4.5,6.0,1.57,2.35,1.8,1.95,D,A,H,O,U,U,N,Y,Y
FINLAND - YKKONEN,22/05/2024,12:30,Keski-Uusimaa,Rovaniemi,2.3,3.75,2.4,1.53,2.4,1.5,2.5,H,H,D,O,O,O,N,N,N
FINLAND - YKKONEN,22/05/2024,12:30,Jazz Pori,VIFK,1.44,4.5,5.0,1.4,2.88,1.53,2.38,H,H,D,O,O,O,N,N,N
